decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,9,1,0,475.1445356234361,475.1445356234361,
2,1,0,9,0,1,476.34453562343606,475.1445356234361,476.34453562343606
3,2,2,10,0,1,475.1445356234361,475.1445356234361,475.1445356234361
4,3,0,10,0,1,427.0445747898779,427.0445747898779,427.0445747898779
5,4,2,12,0,0,427.0445747898779,427.0445747898779,468.109343022673
6,5,2,11,0,1,426.6445747898779,426.6445747898779,426.6445747898779
7,5,1,11,1,0,426.6445747898779,426.6445747898779,
8,6,1,12,0,1,429.8184710043217,426.6445747898779,429.8184710043217
9,6,2,9,1,0,429.8184710043217,426.6445747898779,
10,7,2,11,0,1,429.01847100432167,426.6445747898779,429.01847100432167
11,8,2,11,0,1,420.29187661478767,420.29187661478767,420.29187661478767
12,9,1,11,0,0,420.29187661478767,420.29187661478767,569.2850242310672
13,10,1,11,0,0,420.29187661478767,420.29187661478767,449.3483126974965
14,11,1,9,0,0,420.29187661478767,420.29187661478767,425.6531527465183
15,12,2,10,0,0,420.29187661478767,420.29187661478767,473.7267502624595
16,13,2,11,0,0,420.29187661478767,420.29187661478767,643.7186604479599
17,14,1,11,0,0,420.29187661478767,420.29187661478767,454.41160963773535
18,15,0,11,0,0,420.29187661478767,420.29187661478767,478.2799350327096
19,16,0,9,0,0,420.29187661478767,420.29187661478767,456.74001196199896
20,17,1,9,0,1,422.0609857749327,420.29187661478767,422.0609857749327
21,18,0,9,0,0,422.0609857749327,420.29187661478767,451.02483951026136
22,19,2,10,0,0,422.0609857749327,420.29187661478767,454.41160963773535
23,20,1,8,0,0,422.0609857749327,420.29187661478767,444.6911247436127
24,21,1,10,0,0,422.0609857749327,420.29187661478767,482.00431769688066
25,22,1,11,0,0,422.0609857749327,420.29187661478767,492.5145074153638
26,23,2,9,0,0,422.0609857749327,420.29187661478767,485.02286847922755
27,24,2,11,0,0,422.0609857749327,420.29187661478767,473.5723593815832
28,25,0,12,0,0,422.0609857749327,420.29187661478767,432.01205780303576
29,26,1,9,0,0,422.0609857749327,420.29187661478767,462.6622662488625
30,27,1,11,0,1,411.24722568489034,411.24722568489034,411.24722568489034
31,28,0,12,0,0,411.24722568489034,411.24722568489034,425.8871577808214
32,29,0,10,0,1,411.24722568489034,411.24722568489034,411.24722568489034
33,30,1,10,0,1,402.2351322003707,402.2351322003707,402.2351322003707
34,31,2,10,0,1,399.56876879831344,399.56876879831344,399.56876879831344
35,32,2,12,0,0,399.56876879831344,399.56876879831344,488.5028278461915
36,33,2,12,0,0,399.56876879831344,399.56876879831344,458.61011619615476
37,34,2,11,0,0,399.56876879831344,399.56876879831344,476.86364641613716
38,35,0,10,0,1,400.1687687983135,399.56876879831344,400.1687687983135
39,36,1,9,0,1,391.0687687983135,391.0687687983135,391.0687687983135
40,37,2,10,0,1,391.8687687983135,391.0687687983135,391.8687687983135
41,38,0,8,0,1,391.8687687983135,391.0687687983135,391.8687687983135
42,39,2,9,0,1,393.0831426397273,391.0687687983135,393.0831426397273
43,40,2,11,0,1,392.7831426397273,391.0687687983135,392.7831426397273
44,41,2,10,0,1,391.5687687983135,391.0687687983135,391.5687687983135
45,42,0,9,0,0,391.5687687983135,391.0687687983135,484.04132737551714
46,43,2,11,0,0,391.5687687983135,391.0687687983135,415.9057594540993
47,43,2,10,1,0,391.5687687983135,391.0687687983135,
48,44,0,12,0,0,391.5687687983135,391.0687687983135,463.0618443055332
49,45,2,10,0,0,391.5687687983135,391.0687687983135,426.67995407981033
50,45,1,12,1,0,391.5687687983135,391.0687687983135,
51,46,1,11,0,1,391.8687687983135,391.0687687983135,391.8687687983135
52,47,2,11,0,1,393.36876879831345,391.0687687983135,393.36876879831345
53,48,0,11,0,0,393.36876879831345,391.0687687983135,420.06815172977895
54,49,1,12,0,1,391.8687687983135,391.0687687983135,391.8687687983135
55,50,0,11,0,0,391.8687687983135,391.0687687983135,424.17945960506717
