method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
Uniform-CVaR-FFseed,373.59999999999997,0.0,0.0,0.0,0.22440001345261756,0.7953873138889604,1.5887011092771672,3.046493128983008,0.9974230769230769,0.22323320242618291,0.053028015529444736,0.8569471635290974,374.0488000269052,379.69298625796597,0.0003437079994910164,50.97401125000033,0.43886100000054284,0,0,25100,250,358,108
ALNS-CVaR,375.4999999999999,0.0,0.0,0.0,0.36335525106019134,1.4330874235284417,2.2373184321451447,4.977871282727761,0.9967820512820512,0.32911801718891565,0.05254598912077916,0.8511748895891096,376.2267105021203,385.4557425654554,0.0,30.108067707999,0.4486645420001878,0,0,25100,250,274,24
Uniform-CVaR-GRUseed,375.09999999999997,0.0,0.0,0.0,0.3778643476180407,2.657360546084683,0.8860894364597129,7.534992268053501,0.9990384615384615,0.2585676679797552,0.05303432579731055,0.8519309917912701,375.85572869523605,390.169984536107,0.00035224999919591937,35.08141604100092,0.438182334000885,0,0,25100,250,296,46
ALNS-Mean,377.69999999999993,0.0,0.0,0.0,0.9669122285323591,4.6070523114433675,5.8590953888879085,13.870670071268,0.9970641025641025,0.7508342361176675,0.05270440205065915,0.8557407632892817,379.63382445706463,405.4413401425359,0.0,35.98117391699998,0.44847520899929805,0,0,25100,250,296,46
Uniform-Mean-GRUseed,372.2999999999999,0.0,0.0,0.0,2.263137647121243,9.72409337934818,11.620910264415016,28.863882403427443,0.9955128205128205,1.644587662972684,0.05240651109303676,0.8547379476256903,376.8262752942424,430.0277648068548,0.00033975000042119063,33.546237791999374,0.44683550000081595,0,0,25100,250,284,34
Uniform-Mean-FFseed,369.59999999999997,0.0,0.0,0.0,2.801278605534928,8.596172463748589,12.167030220537129,33.242258751681064,0.9936153846153847,1.9141863005919493,0.052176248235376387,0.855631924247801,375.2025572110698,436.0845175033621,0.00036066599932382815,37.178725583000414,0.44112779200077057,0,0,25100,250,307,57
ALNS-Nominal,366.09999999999997,0.0,0.0,0.0,18.425364580096964,12.246612661106,42.1876805064679,50.28669237618916,0.9833846153846155,17.291518274788725,0.05303632278117229,0.8534646265822267,402.9507291601939,466.6733847523783,0.0,37.12330595799904,0.44596124999952735,0,0,0,250,360,110
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.4492269580005086,0,0,0,0,0,0
