replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
8,55.973621113317805,4.019085449533174,4.421170797963271,17.921331350650803,40.12957315261218,35.70840235464891,6.110585398981636,9.060665675325414,21.514786576306076,15.40420117732444
