decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
1,0,1,9,1,0,475.1445356234361,475.1445356234361,,,,
2,1,0,11,0,1,471.57753641208615,471.57753641208615,471.57753641208615,1.0,1.0,1.0
3,2,0,11,0,0,471.57753641208615,471.57753641208615,500.31415537161683,1.0,1.0,1.0
4,3,0,10,0,0,471.57753641208615,471.57753641208615,578.5965297934353,1.0,1.0,1.0
5,4,2,9,0,0,471.57753641208615,471.57753641208615,489.91722197806445,1.0,1.0,1.0
6,5,2,11,0,0,471.57753641208615,471.57753641208615,489.91722197806445,1.0,1.0,1.0
7,6,1,10,0,0,471.57753641208615,471.57753641208615,504.85418359498027,1.0,1.0,1.0
8,7,2,12,0,0,471.57753641208615,471.57753641208615,497.1016717755696,1.0,1.0,1.0
9,8,2,9,0,0,471.57753641208615,471.57753641208615,486.26919435243803,1.0,1.0,1.0
10,9,1,9,0,0,471.57753641208615,471.57753641208615,489.91722197806445,1.0,1.0,1.0
11,10,0,11,0,0,471.57753641208615,471.57753641208615,489.91722197806445,1.0,1.0,1.0
12,11,2,11,0,0,471.57753641208615,471.57753641208615,474.9489260822877,1.0,1.0,1.0
13,12,2,9,0,0,471.57753641208615,471.57753641208615,565.6160619090062,1.0,1.0,1.0
14,13,0,10,0,0,471.57753641208615,471.57753641208615,472.57753641208615,1.0,1.0,1.0
15,14,2,11,0,0,471.57753641208615,471.57753641208615,485.39124506733714,1.0,1.0,1.0
16,15,1,12,0,1,474.9489260822877,471.57753641208615,474.9489260822877,1.0,1.0,1.0
17,16,2,12,0,0,474.9489260822877,471.57753641208615,568.797858081693,1.0,1.0,1.0
18,17,2,10,0,0,474.9489260822877,471.57753641208615,492.1070526508828,1.0,1.0,1.0
19,18,2,12,0,0,474.9489260822877,471.57753641208615,521.61250525602,1.0,1.0,1.0
20,19,2,11,0,0,474.9489260822877,471.57753641208615,491.6172219780644,1.0,1.0,1.0
21,19,2,12,1,0,474.9489260822877,471.57753641208615,,,,
22,20,2,12,0,0,474.9489260822877,471.57753641208615,529.6114377128941,1.0,1.0,1.0
23,21,2,12,0,1,467.17111371547503,467.17111371547503,467.17111371547503,1.0,1.0,1.0
24,22,2,11,0,0,467.17111371547503,467.17111371547503,486.26919435243803,1.0,1.0,1.0
25,23,1,12,0,0,467.17111371547503,467.17111371547503,479.37746164391456,1.0,1.0,1.0
26,24,0,9,0,0,467.17111371547503,467.17111371547503,474.9489260822877,1.12,0.8400000000000001,0.9066666666666667
27,25,2,11,0,0,467.17111371547503,467.17111371547503,486.26919435243803,1.12,0.8400000000000001,0.9066666666666667
28,26,0,10,0,0,467.17111371547503,467.17111371547503,474.9489260822877,1.12,0.8400000000000001,0.9066666666666667
29,27,1,12,0,0,467.17111371547503,467.17111371547503,632.2156347511191,1.12,0.8400000000000001,0.9066666666666667
30,28,0,12,0,0,467.17111371547503,467.17111371547503,474.9489260822877,1.12,0.8400000000000001,0.9066666666666667
31,29,0,9,0,1,461.29649887709513,461.29649887709513,461.29649887709513,1.12,0.8400000000000001,0.9066666666666667
