decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score
1,1,2,12,0,0,400.7431446779133,392.6738302055075,392.6738302055075
2,1,0,10,1,0,,392.6738302055075,392.6738302055075
3,2,2,10,0,1,394.0106364209253,394.0106364209253,392.6738302055075
4,2,0,8,1,0,,394.0106364209253,392.6738302055075
5,2,2,10,1,0,,394.0106364209253,392.6738302055075
6,2,2,10,1,0,,394.0106364209253,392.6738302055075
7,2,2,11,1,0,,394.0106364209253,392.6738302055075
8,2,0,11,1,0,,394.0106364209253,392.6738302055075
9,2,1,9,1,0,,394.0106364209253,392.6738302055075
10,3,2,9,0,1,395.0606059031708,395.0606059031708,392.6738302055075
11,4,2,10,0,1,385.88167461607856,385.88167461607856,385.88167461607856
12,5,1,9,0,0,395.16060590317085,385.88167461607856,385.88167461607856
13,6,1,11,0,1,376.35570550113096,376.35570550113096,376.35570550113096
14,7,1,11,0,1,375.8895015170705,375.8895015170705,375.8895015170705
15,8,1,11,0,1,375.0895015170705,375.0895015170705,375.0895015170705
16,8,0,11,1,0,,375.0895015170705,375.0895015170705
17,9,0,11,0,0,418.49016565342555,375.0895015170705,375.0895015170705
18,9,0,9,1,0,,375.0895015170705,375.0895015170705
19,9,0,12,1,0,,375.0895015170705,375.0895015170705
20,10,2,10,0,1,375.9010179122889,375.9010179122889,375.0895015170705
21,10,0,11,1,0,,375.9010179122889,375.0895015170705
22,10,0,11,1,0,,375.9010179122889,375.0895015170705
23,10,0,9,1,0,,375.9010179122889,375.0895015170705
24,10,1,9,1,0,,375.9010179122889,375.0895015170705
25,11,1,11,0,0,395.43504415191387,375.9010179122889,375.0895015170705
26,12,2,9,0,1,377.16722189634936,377.16722189634936,375.0895015170705
27,13,2,12,0,1,376.70101791228893,376.70101791228893,375.0895015170705
28,14,2,10,0,1,377.16722189634936,377.16722189634936,375.0895015170705
29,15,1,10,0,1,376.3672218963494,376.3672218963494,375.0895015170705
30,16,0,11,0,0,383.37101926474725,376.3672218963494,375.0895015170705
31,16,0,10,1,0,,376.3672218963494,375.0895015170705
32,17,0,11,0,0,395.8721222983892,376.3672218963494,375.0895015170705
33,18,0,10,0,0,388.36866296840105,376.3672218963494,375.0895015170705
34,19,1,11,0,0,404.1855435970792,376.3672218963494,375.0895015170705
35,20,0,9,0,0,382.31703523864644,376.3672218963494,375.0895015170705
36,21,1,12,0,0,396.75238729868965,376.3672218963494,375.0895015170705
37,22,2,9,0,0,377.8172498348811,376.3672218963494,375.0895015170705
38,22,1,10,1,0,,376.3672218963494,375.0895015170705
39,22,2,11,1,0,,376.3672218963494,375.0895015170705
40,23,1,10,0,1,376.5672218963494,376.5672218963494,375.0895015170705
41,24,0,10,0,0,396.75238729868965,376.5672218963494,375.0895015170705
42,24,0,9,1,0,,376.5672218963494,375.0895015170705
43,24,1,9,1,0,,376.5672218963494,375.0895015170705
44,25,0,9,0,1,376.3672218963494,376.3672218963494,375.0895015170705
45,26,0,12,0,1,377.3249227649609,377.3249227649609,375.0895015170705
46,27,0,9,0,0,385.11397313321976,377.3249227649609,375.0895015170705
47,28,2,11,0,1,376.8587187809004,376.8587187809004,375.0895015170705
48,29,2,12,0,1,377.6587187809004,377.6587187809004,375.0895015170705
49,30,1,11,0,1,376.70101791228893,376.70101791228893,375.0895015170705
50,31,1,11,0,1,376.3010179122889,376.3010179122889,375.0895015170705
51,31,1,9,1,0,,376.3010179122889,375.0895015170705
52,32,1,11,0,1,376.70101791228893,376.70101791228893,375.0895015170705
53,33,2,10,0,1,377.50101791228894,377.50101791228894,375.0895015170705
