replicate,eta,method,seed_search,seed_test,seed_algorithm,event_mu,event_beta,event_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
6,0.7,ALNS-Mean,543001,544001,552001,0.0046153846153846,0.6,0.7,1.481574841841101,376.7999999999999,0.0,2.1968623787526687,6.676418820780898,13.408981006669876,25.83490361625057,0.996076923076923,1.828818929778544,0.0315408693902333,0.6863852933904849,1.0467301585783657,381.1937247575052,428.469807232501,25100,250,284,34,32.118152875002124,32.15679887499937
6,0.7,ALNS-CVaR,543001,544001,553001,0.0046153846153846,0.6,0.7,1.481574841841101,382.6,0.0,2.153972540220093,9.54900614826263,8.745706602180064,32.221766150219935,0.995051282051282,1.4495204862506677,0.0311431009770288,0.6897605195082246,1.046140834904483,386.9079450804402,447.0435323004399,25100,250,261,11,25.722145249997993,25.759570082998835
7,0.0,OR-Tools,643001,644001,0,0.0153846153846153,0.6,0.0,0.6952662379115702,367.2000000000001,0.0,14.308292607364008,16.708429737845304,42.83601795587742,67.10811425259288,0.9715769230769232,7.393690644507847,0.0696549396525004,0.8992919385989123,1.0484287278441515,395.816585214728,501.4162285051858,0,0,0,0,0.0,0.0
7,0.0,ALNS-Mean,643001,644001,652001,0.0153846153846153,0.6,0.0,0.6952662379115702,372.09999999999985,0.0,0.3280693564892235,1.062323991250092,2.0766588748928143,4.097925103913427,0.9967820512820512,0.3059466346652324,0.0694341464668395,0.8946818790881623,1.0482752177966004,372.7561387129783,380.29585020782673,25100,250,288,38,32.78461362500093,32.8316977909999
7,0.0,ALNS-CVaR,643001,644001,653001,0.0153846153846153,0.6,0.0,0.6952662379115702,379.59999999999985,0.0,0.4444125395305947,1.6351901967463964,2.507756835514442,6.218784742606025,0.9967692307692309,0.4004886225240663,0.0688054850213037,0.8913828931554085,1.0478381307184428,380.48882507906103,392.0375694852119,25100,250,297,47,35.85841841700312,35.90273129200068
7,0.35,OR-Tools,643001,644001,0,0.01,0.6,0.35,0.9,367.2000000000001,0.0,15.25267172473656,19.82522972654956,52.51412216325855,82.00669503777007,0.971346153846154,7.489920950064744,0.0530128848342857,0.8518393572662907,1.0477115963508572,397.7053434494731,531.2133900755402,0,0,0,0,0.0,0.0
7,0.35,ALNS-Mean,643001,644001,652001,0.01,0.6,0.35,0.9,372.9,0.0,0.4460116825673409,1.604541348796006,2.8943317459597893,6.053820341496293,0.9967692307692309,0.4026930923083215,0.0531416457106542,0.8586478957802067,1.047827481139589,373.79202336513464,385.0076406829926,25100,250,280,30,32.03935149999961,32.08283333300278
7,0.35,ALNS-CVaR,643001,644001,653001,0.01,0.6,0.35,0.9,379.8999999999999,0.0,1.033354863715498,3.3451029582957093,5.80853420970621,12.91360494670446,0.9964102564102564,0.851387016232146,0.0539624458755789,0.8615498673993934,1.048566201288021,381.9667097274309,405.7272098934088,25100,250,259,9,26.609506000000692,26.65214349999951
7,0.7,OR-Tools,643001,644001,0,0.0046153846153846,0.6,0.7,1.481574841841101,367.2000000000001,0.0,17.14459037689837,29.63639161083039,76.36553028679597,122.23317139079728,0.9715641025641026,7.63701618430318,0.0297655586126527,0.6757123175639915,1.044099902793853,401.4891807537968,611.6663427815946,0,0,0,0,0.0,0.0
7,0.7,ALNS-Mean,643001,644001,652001,0.0046153846153846,0.6,0.7,1.481574841841101,376.6999999999999,0.0,4.285873381611553,15.434554388112764,20.20274823049985,54.01713092866501,0.9905641025641028,2.578471552201592,0.0300818337000347,0.6725351093171749,1.0445684880064192,385.271746763223,484.7342618573299,25100,250,297,47,33.71857420900051,33.75835533400095
7,0.7,ALNS-CVaR,643001,644001,653001,0.0046153846153846,0.6,0.7,1.481574841841101,376.0999999999999,0.0,3.8110603861317376,11.810407256224954,18.800875448081683,44.81849665651352,0.9933589743589744,2.784642362098037,0.0302931232858516,0.6692268295757593,1.044881529341109,383.7221207722634,465.7369933130269,25100,250,314,64,37.19972958300059,37.23801908300083
8,0.0,OR-Tools,743001,744001,0,0.0153846153846153,0.6,0.0,0.6952662379115702,367.2000000000001,0.0,12.995240013816106,13.90942687534222,39.843329861735384,54.49891744723455,0.9724358974358974,6.973565630335907,0.0709495280048412,0.9053644373980352,1.0493288114175277,393.19048002763225,476.1978348944691,0,0,0,0,0.0,0.0
8,0.0,ALNS-Mean,743001,744001,752001,0.0153846153846153,0.6,0.0,0.6952662379115702,378.39999999999986,0.0,2.3080794251993324,5.36936189132917,12.913315976409391,21.44043328217854,0.9941666666666668,1.9416918017868736,0.0710713965459787,0.9070147955300668,1.049413542499644,383.01615885039854,421.2808665643569,25100,250,267,17,29.302440791001573,29.3488589999979
8,0.0,ALNS-CVaR,743001,744001,753001,0.0153846153846153,0.6,0.0,0.6952662379115702,386.1999999999999,0.0,0.7912843513693463,5.403041474853584,2.8911888600685245,15.329847883196903,0.9986794871794872,0.5036870778952867,0.071050002559817,0.9106606578719008,1.0493986679833711,387.78256870273856,416.85969576639366,25100,250,274,24,30.31344474999787,30.357312083997385
8,0.35,OR-Tools,743001,744001,0,0.01,0.6,0.35,0.9,367.2000000000001,0.0,15.072708379323684,19.738899500728127,55.92435597407311,82.04651449637393,0.971897435897436,7.413392467950124,0.0546363808063024,0.8703865583852199,1.0491727427256723,397.3454167586474,531.2930289927478,0,0,0,0,0.0,0.0
8,0.35,ALNS-Mean,743001,744001,752001,0.01,0.6,0.35,0.9,380.3999999999999,0.0,2.5310784491988296,6.752457617910813,14.51392737308447,27.288215576373627,0.9913205128205128,1.5965493771507964,0.0541726516135055,0.8649778165611853,1.048755386452155,385.4621568983975,434.9764311527472,25100,250,314,64,38.6880755830025,38.732031250001455
8,0.35,ALNS-CVaR,743001,744001,753001,0.01,0.6,0.35,0.9,380.6,0.0,1.6595421757545723,4.667022595436291,10.437218868576537,18.227549901048217,0.9957564102564104,1.4767353079100725,0.0546986264479058,0.8654892973597452,1.0492287638031152,383.9190843515091,417.0550998020964,25100,250,293,43,34.971146916999714,35.013448375000735
8,0.7,OR-Tools,743001,744001,0,0.0046153846153846,0.6,0.7,1.481574841841101,367.2000000000001,0.0,17.01432546334928,26.841282872098052,66.84114775783729,110.47253856055237,0.9710128205128206,7.80271609943994,0.0318771933985044,0.7085612872066495,1.0472284477677274,401.2286509266986,588.1450771211048,0,0,0,0,0.0,0.0
8,0.7,ALNS-Mean,743001,744001,752001,0.0046153846153846,0.6,0.7,1.481574841841101,375.8999999999999,0.0,4.0756389289655655,10.18013253068312,18.01712691146244,34.91188057988923,0.9854615384615386,2.9007192092081664,0.0321642322378305,0.70822538425276,1.047653717290704,384.05127785793104,445.7237611597784,25100,250,274,24,28.747290208000777,28.786051499999303
8,0.7,ALNS-CVaR,743001,744001,753001,0.0046153846153846,0.6,0.7,1.481574841841101,378.7999999999999,0.0,0.7478797309012213,6.245319456132538,3.112169241157744,13.397094003583152,0.9981923076923076,0.5026710199555987,0.0321992920748527,0.6997644329311361,1.0477056610631954,380.29575946180233,405.5941880071662,25100,250,260,10,26.26078250000137,26.298744750001788
9,0.0,OR-Tools,843001,844001,0,0.0153846153846153,0.6,0.0,0.6952662379115702,367.2000000000001,0.0,13.33538541315254,14.627365746610344,42.869831608090266,57.769577560744494,0.9720128205128206,7.085810688596436,0.0695679857854347,0.9032294858220316,1.048368271756125,393.87077082630515,482.73915512148903,0,0,0,0,0.0,0.0
9,0.0,ALNS-Mean,843001,844001,852001,0.0153846153846153,0.6,0.0,0.6952662379115702,369.7999999999999,0.0,2.509864026365592,7.455532308058154,12.229641969718417,26.755914467684196,0.9920641025641024,1.8248883160974512,0.0699020382983906,0.8978278077137011,1.0486005271900725,374.81972805273114,423.31182893536834,25100,250,283,33,32.042409665999,32.08876620799856
9,0.0,ALNS-CVaR,843001,844001,853001,0.0153846153846153,0.6,0.0,0.6952662379115702,373.1999999999999,0.0,0.2056262418974029,1.6061444870973896,0.0,4.112524837948057,0.9993589743589744,0.1691259435580377,0.0696805747619938,0.9024564677487188,1.0484465510702874,373.61125248379466,381.425049675896,25100,250,285,35,30.36481441700016,30.408284166998783
9,0.35,OR-Tools,843001,844001,0,0.01,0.6,0.35,0.9,367.2000000000001,0.0,14.222889383161707,19.40016072502644,46.168358826120226,79.91393997916958,0.972423076923077,7.111771956495748,0.0515178126809794,0.8542811656509921,1.0463660314128815,395.6457787663235,527.0278799583392,0,0,0,0,0.0,0.0
