target_day,source_replicate,FF_Mean_RL_minus_Uniform,GRU_Mean_RL_minus_Uniform,FF_CVaR_RL_minus_Uniform,GRU_CVaR_RL_minus_Uniform,GRU_minus_FF_Mean,GRU_minus_FF_CVaR
2,10,3.1545089012930703,3.074008723287818,0.0,-19.932649665283748,-0.08050017800525211,-19.932649665283748
