decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,0,10,1,0,392.6738302055075,392.6738302055075,
2,1,2,10,0,0,392.6738302055075,392.6738302055075,412.2078564451325
3,2,0,12,0,0,392.6738302055075,392.6738302055075,399.88338305396974
4,2,2,12,1,0,392.6738302055075,392.6738302055075,
5,2,1,12,1,0,392.6738302055075,392.6738302055075,
6,3,2,12,0,0,392.6738302055075,392.6738302055075,487.207711301555
7,4,2,11,0,0,392.6738302055075,392.6738302055075,412.2078564451325
8,4,1,10,1,0,392.6738302055075,392.6738302055075,
9,5,2,12,0,1,394.0106364209253,392.6738302055075,394.0106364209253
10,5,1,8,1,0,394.0106364209253,392.6738302055075,
11,5,0,9,1,0,394.0106364209253,392.6738302055075,
12,6,2,10,0,1,388.37419824874644,388.37419824874644,388.37419824874644
13,7,2,11,0,0,388.37419824874644,388.37419824874644,410.694196166093
14,8,2,11,0,1,388.2741982487464,388.2741982487464,388.2741982487464
15,9,2,12,0,1,389.0741982487464,388.2741982487464,389.0741982487464
16,10,0,11,0,0,389.0741982487464,388.2741982487464,413.77175733012194
17,11,1,11,0,1,388.2741982487464,388.2741982487464,388.2741982487464
18,12,1,11,0,0,388.2741982487464,388.2741982487464,433.2374343397161
19,13,0,11,0,1,389.0741982487464,388.2741982487464,389.0741982487464
20,14,1,9,0,0,389.0741982487464,388.2741982487464,396.2741982487463
21,15,2,11,0,0,389.0741982487464,388.2741982487464,414.5925635889365
22,16,0,8,0,0,389.0741982487464,388.2741982487464,405.70925077323534
23,17,0,10,0,1,389.0741982487464,388.2741982487464,389.0741982487464
24,18,0,11,0,0,389.0741982487464,388.2741982487464,425.3863964594967
25,19,2,11,0,0,389.0741982487464,388.2741982487464,411.2162635428412
26,20,0,12,0,1,388.2741982487464,388.2741982487464,388.2741982487464
27,21,0,9,0,1,388.2741982487464,388.2741982487464,388.2741982487464
28,22,2,12,0,0,388.2741982487464,388.2741982487464,399.18257380141023
29,23,0,9,0,1,388.2741982487464,388.2741982487464,388.2741982487464
30,24,1,12,0,1,388.2741982487464,388.2741982487464,388.2741982487464
31,25,1,9,0,1,388.2741982487464,388.2741982487464,388.2741982487464
32,26,0,10,0,0,388.2741982487464,388.2741982487464,413.77175733012194
33,27,1,9,0,1,389.0741982487464,388.2741982487464,389.0741982487464
34,28,2,12,0,0,389.0741982487464,388.2741982487464,394.3246059481631
35,29,1,9,0,0,389.0741982487464,388.2741982487464,408.69417815316035
36,30,1,9,0,1,388.2741982487464,388.2741982487464,388.2741982487464
37,31,2,9,0,0,388.2741982487464,388.2741982487464,397.1669344393256
38,32,0,10,0,0,388.2741982487464,388.2741982487464,394.3246059481631
39,33,0,10,0,1,388.87419824874644,388.2741982487464,388.87419824874644
40,34,2,9,0,1,388.2741982487464,388.2741982487464,388.2741982487464
41,35,1,11,0,0,388.2741982487464,388.2741982487464,408.91467289236743
42,36,1,12,0,0,388.2741982487464,388.2741982487464,455.69445586138744
43,36,0,10,1,0,388.2741982487464,388.2741982487464,
44,36,1,11,1,0,388.2741982487464,388.2741982487464,
45,37,2,9,0,0,388.2741982487464,388.2741982487464,396.9606059031708
46,37,1,10,1,0,388.2741982487464,388.2741982487464,
47,38,2,12,0,0,388.2741982487464,388.2741982487464,398.0475219951753
48,39,1,11,0,0,388.2741982487464,388.2741982487464,407.8082244883714
49,40,1,10,0,1,388.37419824874644,388.2741982487464,388.37419824874644
50,41,2,10,0,1,388.5741982487464,388.2741982487464,388.5741982487464
51,42,1,11,0,1,388.37419824874644,388.2741982487464,388.37419824874644
52,43,2,10,0,0,388.37419824874644,388.2741982487464,391.6682854175938
53,44,0,12,0,1,388.47419824874646,388.2741982487464,388.47419824874646
54,44,0,11,1,0,388.47419824874646,388.2741982487464,
55,45,2,11,0,1,393.1741982487464,388.2741982487464,393.1741982487464
56,46,2,10,0,1,393.2741982487464,388.2741982487464,393.2741982487464
57,47,2,12,0,1,392.47419824874635,388.2741982487464,392.47419824874635
58,48,1,10,0,1,395.7682854175937,388.2741982487464,395.7682854175937
59,49,0,9,0,1,395.56828541759376,388.2741982487464,395.56828541759376
60,50,0,11,0,1,395.67419824874634,388.2741982487464,395.67419824874634
61,51,1,12,0,0,395.67419824874634,388.2741982487464,403.1419483088498
62,51,0,9,1,0,395.67419824874634,388.2741982487464,
63,52,0,11,0,0,395.67419824874634,388.2741982487464,415.20822448837134
64,53,2,10,0,1,394.4362598898724,388.2741982487464,394.4362598898724
65,53,0,10,1,0,394.4362598898724,388.2741982487464,
66,54,2,11,0,0,394.4362598898724,388.2741982487464,413.24462239872395
67,55,2,9,0,1,394.467209467855,388.2741982487464,394.467209467855
68,56,0,12,0,1,378.54871672023955,378.54871672023955,378.54871672023955
69,57,2,10,0,1,378.1672218963494,378.1672218963494,378.1672218963494
70,58,0,12,0,1,377.9672218963494,377.9672218963494,377.9672218963494
71,59,2,12,0,0,377.9672218963494,377.9672218963494,418.3464603664271
72,60,0,9,0,1,378.455705501131,377.9672218963494,378.455705501131
73,61,2,11,0,1,378.65570550113097,377.9672218963494,378.65570550113097
74,62,0,12,0,1,378.15087431107236,377.9672218963494,378.15087431107236
75,63,0,8,0,1,378.1961904512328,377.9672218963494,378.1961904512328
76,63,2,9,1,0,378.1961904512328,377.9672218963494,
77,64,0,9,0,1,379.15389131984426,377.9672218963494,379.15389131984426
78,65,1,10,0,0,379.15389131984426,377.9672218963494,389.5950488378196
79,66,0,10,0,1,378.1961904512328,377.9672218963494,378.1961904512328
80,67,1,11,0,1,378.39619045123277,377.9672218963494,378.39619045123277
81,68,1,11,0,0,378.39619045123277,377.9672218963494,407.23094783891514
82,69,0,11,0,1,378.1961904512328,377.9672218963494,378.1961904512328
83,69,0,8,1,0,378.1961904512328,377.9672218963494,
84,69,0,11,1,0,378.1961904512328,377.9672218963494,
85,69,1,9,1,0,378.1961904512328,377.9672218963494,
86,69,0,11,1,0,378.1961904512328,377.9672218963494,
87,70,1,11,0,0,378.1961904512328,377.9672218963494,419.67735683173237
88,70,1,12,1,0,378.1961904512328,377.9672218963494,
89,70,1,10,1,0,378.1961904512328,377.9672218963494,
90,70,1,11,1,0,378.1961904512328,377.9672218963494,
91,71,2,12,0,0,378.1961904512328,377.9672218963494,453.3271435009966
92,72,1,11,0,0,378.1961904512328,377.9672218963494,415.6036393907249
93,73,2,12,0,0,378.1961904512328,377.9672218963494,382.83282617182726
94,73,1,10,1,0,378.1961904512328,377.9672218963494,
95,74,0,12,0,1,378.79619045123286,377.9672218963494,378.79619045123286
96,75,1,8,0,1,378.1961904512328,377.9672218963494,378.1961904512328
97,76,2,10,0,1,377.9672218963494,377.9672218963494,377.9672218963494
98,77,2,12,0,0,377.9672218963494,377.9672218963494,378.56722189634934
99,78,0,12,0,0,377.9672218963494,377.9672218963494,419.44838827684896
100,79,2,12,0,1,375.9010179122889,375.9010179122889,375.9010179122889
101,80,2,10,0,1,375.0895015170705,375.0895015170705,375.0895015170705
102,80,1,9,1,0,375.0895015170705,375.0895015170705,
103,81,1,10,0,0,375.0895015170705,375.0895015170705,379.72613723766494
104,81,1,10,1,0,375.0895015170705,375.0895015170705,
105,82,1,11,0,1,375.0895015170705,375.0895015170705,375.0895015170705
106,83,1,10,0,1,374.88950151707047,374.88950151707047,374.88950151707047
107,84,2,10,0,0,374.88950151707047,374.88950151707047,387.332211973297
108,84,1,9,1,0,374.88950151707047,374.88950151707047,
109,85,2,10,0,1,376.18950151707054,374.88950151707047,376.18950151707054
110,86,2,8,0,1,374.88950151707047,374.88950151707047,374.88950151707047
111,87,0,12,0,0,374.88950151707047,374.88950151707047,416.38610968464974
112,87,1,12,1,0,374.88950151707047,374.88950151707047,
113,87,1,9,1,0,374.88950151707047,374.88950151707047,
114,88,0,11,0,1,375.7010179122889,374.88950151707047,375.7010179122889
115,88,1,10,1,0,375.7010179122889,374.88950151707047,
116,88,0,11,1,0,375.7010179122889,374.88950151707047,
117,89,0,10,0,1,376.4010179122889,374.88950151707047,376.4010179122889
118,90,2,10,0,0,376.4010179122889,374.88950151707047,400.8286976405444
119,91,1,9,0,1,375.7010179122889,374.88950151707047,375.7010179122889
120,92,0,9,0,1,377.1510458508206,374.88950151707047,377.1510458508206
