decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
73,61,0,12,0,1,392.97383020550745,392.97383020550745,384.77210794685675,0.8342857142857144,0.8000002,1.1277922077922078
74,62,0,11,0,1,396.9400341895678,396.9400341895678,384.77210794685675,0.8342857142857144,0.8000002,1.1277922077922078
75,63,2,9,0,1,395.4107759618951,395.4107759618951,384.77210794685675,0.8342857142857144,0.8000002,1.1277922077922078
76,64,1,11,0,1,395.27445263412824,395.27445263412824,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
77,65,2,11,0,1,391.39990589022403,391.39990589022403,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
78,66,0,8,0,1,395.27445263412824,395.27445263412824,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
79,67,0,11,0,0,493.5781131495673,395.27445263412824,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
80,68,1,12,0,1,394.8606059031708,394.8606059031708,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
81,69,2,9,0,1,394.31077596189516,394.31077596189516,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
82,70,0,9,0,1,394.9107759618951,394.9107759618951,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
83,71,2,10,0,0,425.9983939623755,394.9107759618951,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
84,72,1,11,0,1,391.6277976187985,391.6277976187985,384.77210794685675,0.7219740259740262,0.6600001600000001,1.3022337662337664
85,73,2,9,0,1,381.26761035997674,381.26761035997674,381.26761035997674,0.7219740259740262,0.6600001600000001,1.3022337662337664
86,74,1,11,0,0,391.1277976187985,381.26761035997674,381.26761035997674,0.7219740259740262,0.6600001600000001,1.3022337662337664
87,75,2,11,0,1,380.90140637591634,380.90140637591634,380.90140637591634,0.7219740259740262,0.6600001600000001,1.3022337662337664
88,76,2,11,0,1,387.5498213641633,387.5498213641633,380.90140637591634,0.7219740259740262,0.6600001600000001,1.3022337662337664
89,77,0,11,0,0,390.807994264686,387.5498213641633,380.90140637591634,0.7219740259740262,0.6600001600000001,1.3022337662337664
90,78,2,9,0,0,399.54979559381604,387.5498213641633,380.90140637591634,0.7219740259740262,0.6600001600000001,1.3022337662337664
91,79,2,11,0,1,376.4058017448184,376.4058017448184,376.4058017448184,0.7219740259740262,0.6600001600000001,1.3022337662337664
92,80,1,10,0,1,375.60580174481834,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
93,81,2,10,0,1,375.60580174481834,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
94,82,0,9,0,1,376.4363226780099,376.4363226780099,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
95,83,1,12,0,1,375.60580174481834,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
96,84,0,12,0,0,376.4363226780099,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
97,85,2,10,0,1,375.60580174481834,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
98,86,0,11,0,0,412.0148812512838,375.60580174481834,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
99,87,2,11,0,1,376.4363226780099,376.4363226780099,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
100,88,2,11,0,0,418.7805913069423,376.4363226780099,375.60580174481834,0.7219740259740262,0.6600001600000001,1.3022337662337664
101,88,1,9,1,0,,376.4363226780099,375.60580174481834,,,
102,89,2,12,0,1,375.60580174481834,375.60580174481834,375.60580174481834,0.6632935064935067,1.3280001280000002,1.6417870129870133
103,90,2,11,0,1,375.0895015170705,375.0895015170705,375.0895015170705,0.6632935064935067,1.3280001280000002,1.6417870129870133
104,90,1,11,1,0,,375.0895015170705,375.0895015170705,,,
105,91,0,11,0,1,374.88950151707047,374.88950151707047,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
106,91,1,10,1,0,,374.88950151707047,374.88950151707047,,,
107,92,2,9,0,1,375.0895015170705,375.0895015170705,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
108,93,1,10,0,0,394.41917901262497,375.0895015170705,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
109,93,2,9,1,0,,375.0895015170705,374.88950151707047,,,
110,93,0,10,1,0,,375.0895015170705,374.88950151707047,,,
111,94,1,12,0,0,394.6235277566955,375.0895015170705,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
112,94,1,10,1,0,,375.0895015170705,374.88950151707047,,,
113,95,1,9,0,0,384.0742429394366,375.0895015170705,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
114,96,2,9,0,1,375.90101791228886,375.90101791228886,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
115,97,2,11,0,1,375.7010179122889,375.7010179122889,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
116,98,2,12,0,1,382.91057076075117,382.91057076075117,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
117,99,2,11,0,1,383.37677474481166,383.37677474481166,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
118,99,2,8,1,0,,383.37677474481166,374.88950151707047,,,
119,100,2,12,0,1,376.16722189634936,376.16722189634936,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
120,101,0,9,0,0,417.6638300639286,376.16722189634936,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
121,101,0,12,1,0,,376.16722189634936,374.88950151707047,,,
122,101,1,9,1,0,,376.16722189634936,374.88950151707047,,,
123,102,1,10,0,1,375.7010179122889,375.7010179122889,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
124,103,1,9,0,0,395.2350441519138,375.7010179122889,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
125,104,2,10,0,0,395.77212229838915,375.7010179122889,374.88950151707047,0.6632935064935067,1.3280001280000002,1.6417870129870133
126,104,2,10,1,0,,375.7010179122889,374.88950151707047,,,
127,105,0,9,0,1,377.1510458508206,377.1510458508206,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
128,106,2,9,0,1,377.95104585082066,377.95104585082066,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
129,106,0,9,1,0,,377.95104585082066,374.88950151707047,,,
130,106,2,11,1,0,,377.95104585082066,374.88950151707047,,,
131,107,1,10,0,1,377.4587187809004,377.4587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
132,108,2,11,0,0,391.2305400467143,377.4587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
133,109,2,10,0,1,377.6587187809004,377.6587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
134,110,2,11,0,0,390.7190236514959,377.6587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
135,111,1,11,0,0,411.72757566442795,377.6587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
136,112,2,11,0,1,377.4587187809004,377.4587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
137,112,1,10,1,0,,377.4587187809004,374.88950151707047,,,
138,112,0,10,1,0,,377.4587187809004,374.88950151707047,,,
139,113,2,12,0,0,384.3860455393719,377.4587187809004,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
140,114,2,12,0,1,375.68950151707054,375.68950151707054,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
141,114,2,8,1,0,,375.68950151707054,374.88950151707047,,,
142,115,0,9,0,0,395.2235277566956,375.68950151707054,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
143,115,0,10,1,0,,375.68950151707054,374.88950151707047,,,
144,116,1,11,0,0,376.9552061258033,375.68950151707054,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
145,117,2,9,0,1,376.1557055011309,376.1557055011309,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
146,118,2,10,0,1,375.6895015170705,375.6895015170705,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
147,119,0,10,0,1,375.9047243996395,375.9047243996395,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
148,120,1,11,0,1,375.6895015170705,375.6895015170705,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
149,121,2,12,0,1,381.73990921648715,381.73990921648715,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
150,122,1,9,0,0,401.844809618527,381.73990921648715,374.88950151707047,0.9306348051948055,1.1424001024000003,1.749793246753247
151,123,0,10,0,1,382.2061132005476,382.2061132005476,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
152,124,1,10,0,0,401.11736569173195,382.2061132005476,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
153,125,1,12,0,1,376.05570550113094,376.05570550113094,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
154,126,2,12,0,0,395.589731740756,376.05570550113094,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
155,127,1,9,0,1,375.355705501131,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
156,128,0,10,0,0,395.3606059031708,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
157,129,1,10,0,0,394.8606059031708,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
158,130,1,12,0,0,443.5930669681385,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
159,131,1,11,0,0,410.8481458251922,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
160,131,1,9,1,0,,375.355705501131,374.88950151707047,,,
161,132,2,8,0,0,394.889731740756,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
162,132,1,11,1,0,,375.355705501131,374.88950151707047,,,
163,133,2,11,0,0,394.889731740756,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
164,134,2,11,0,0,449.31396274311294,375.355705501131,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
165,134,2,10,1,0,,375.355705501131,374.88950151707047,,,
166,134,1,9,1,0,,375.355705501131,374.88950151707047,,,
167,134,1,11,1,0,,375.355705501131,374.88950151707047,,,
168,135,2,10,0,1,374.88950151707047,374.88950151707047,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
169,135,0,9,1,0,,374.88950151707047,374.88950151707047,,,
170,136,1,8,0,0,383.19599998711993,374.88950151707047,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
171,136,2,10,1,0,,374.88950151707047,374.88950151707047,,,
172,137,2,11,0,1,375.7010179122889,375.7010179122889,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
173,137,1,10,1,0,,375.7010179122889,374.88950151707047,,,
174,138,1,11,0,0,395.2350441519138,375.7010179122889,374.88950151707047,0.811174510822511,1.180586748586667,1.645988443556444
175,138,1,12,1,0,,375.7010179122889,374.88950151707047,,,
176,139,1,11,0,0,384.465310228915,375.7010179122889,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
177,139,1,11,1,0,,375.7010179122889,374.88950151707047,,,
178,139,0,10,1,0,,375.7010179122889,374.88950151707047,,,
179,140,2,9,0,1,376.4010179122889,376.4010179122889,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
180,141,1,11,0,1,375.7010179122889,375.7010179122889,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
181,141,1,12,1,0,,375.7010179122889,374.88950151707047,,,
182,142,2,11,0,0,402.70280926939637,375.7010179122889,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
183,143,2,10,0,1,376.16722189634936,376.16722189634936,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
184,144,2,9,0,0,380.80385761694384,376.16722189634936,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
185,145,2,12,0,1,379.6186351708079,379.6186351708079,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
186,146,1,12,0,0,417.86845060226983,379.6186351708079,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
187,147,2,12,0,0,386.0812264550447,379.6186351708079,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
188,148,1,9,0,1,379.9097471951919,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
189,149,1,12,0,0,387.39274285026306,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
190,150,2,12,0,0,386.89274285026306,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
191,151,0,12,0,0,402.37476784038796,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
192,152,0,9,0,0,381.3159080586837,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
193,152,1,12,1,0,,379.9097471951919,374.88950151707047,,,
194,153,1,12,0,0,386.89274285026306,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
195,154,0,10,0,0,386.6733614501578,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
196,155,2,10,0,0,429.9756546095175,379.9097471951919,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
197,156,0,11,0,1,380.8674480638034,380.8674480638034,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
198,157,1,12,0,1,381.609747195192,381.609747195192,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
199,158,1,10,0,1,381.509747195192,381.509747195192,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
200,159,2,9,0,0,382.2933996099149,381.509747195192,374.88950151707047,0.7156062753246755,1.0587551131550479,1.4417907548451554
201,160,0,8,0,0,388.49274285026314,381.509747195192,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
202,161,1,12,0,0,401.01464759723183,381.509747195192,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
203,162,2,9,0,1,379.9097471951919,379.9097471951919,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
204,162,2,8,1,0,,379.9097471951919,374.88950151707047,,,
205,163,2,11,0,0,414.1858551613757,379.9097471951919,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
206,164,2,12,0,0,381.8477466115499,379.9097471951919,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
207,165,0,9,0,0,386.89274285026306,379.9097471951919,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
208,166,1,11,0,0,384.6741839842756,379.9097471951919,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
209,167,2,8,0,1,379.0982307999736,379.0982307999736,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
210,168,0,11,0,0,383.6824715924824,379.0982307999736,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
211,169,1,12,0,0,383.6824715924824,379.0982307999736,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
212,170,1,11,0,1,378.6320268159131,378.6320268159131,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
213,171,0,10,0,0,382.3194174215334,378.6320268159131,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
214,172,1,11,0,1,379.43202681591305,379.43202681591305,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
215,173,0,10,0,1,379.5897276845246,379.5897276845246,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
216,174,2,12,0,1,378.91201261674814,378.91201261674814,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
217,175,1,9,0,0,385.89500827181934,378.91201261674814,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
218,176,2,12,0,1,378.76443933827767,378.76443933827767,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
219,177,2,11,0,0,408.9228722784378,378.76443933827767,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
220,178,1,12,0,1,379.5115196532807,379.5115196532807,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
221,179,2,9,0,0,384.66031933224326,379.5115196532807,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
222,180,2,12,0,0,387.1220879062484,379.5115196532807,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
223,181,1,10,0,1,378.26443933827767,378.26443933827767,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
224,182,2,12,0,0,391.29784269276547,378.26443933827767,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
225,183,1,12,0,1,379.0644393382776,379.0644393382776,374.88950151707047,0.6124850202597404,1.0288222723422202,1.220099270542791
226,184,2,10,0,1,378.26443933827767,378.26443933827767,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
227,185,2,10,0,0,380.36443933827763,378.26443933827767,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
228,186,1,11,0,0,390.17666151492625,378.26443933827767,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
229,187,2,9,0,1,378.46443933827766,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
230,188,0,12,0,0,415.89097450388647,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
231,189,2,8,0,0,385.8150224709842,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
232,190,1,10,0,0,385.4474349933488,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
233,191,2,9,0,1,378.93064332233814,378.93064332233814,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
234,192,0,11,0,1,378.46443933827766,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
235,193,1,10,0,0,385.4474349933488,378.46443933827766,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
236,194,0,11,0,1,385.4474349933488,385.4474349933488,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
237,195,2,11,0,1,385.2474349933488,385.2474349933488,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
238,195,0,11,1,0,,385.2474349933488,374.88950151707047,,,
239,196,1,10,0,0,386.5136389774092,385.2474349933488,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
240,197,2,9,0,0,399.22668405434575,385.2474349933488,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
241,198,0,9,0,1,386.5474349933488,386.5474349933488,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
242,199,2,12,0,1,386.21363897740923,386.21363897740923,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
243,200,2,12,0,1,386.1812264550447,386.1812264550447,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
244,201,1,9,0,1,385.61502247098423,385.61502247098423,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
245,201,1,9,1,0,,385.61502247098423,374.88950151707047,,,
246,202,2,10,0,0,389.2499682024421,385.61502247098423,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
247,203,1,12,0,1,380.9762256647723,380.9762256647723,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
248,204,1,9,0,1,382.2424296488327,382.2424296488327,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
249,205,1,12,0,1,382.41576040790517,382.41576040790517,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
250,206,2,11,0,1,382.9495564238448,382.9495564238448,374.88950151707047,0.5299880162077923,1.0675022623182207,1.2669885073433238
251,207,2,11,0,1,380.4530262068805,380.4530262068805,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
252,208,2,10,0,1,380.85302620688043,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
253,209,1,9,0,0,385.9115475086857,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
254,210,1,10,0,0,385.76979436406924,380.85302620688043,374.88950151707047,0.663990412966234,1.0762240320767988,1.3590453513292045
