replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
6,58.41395094452945,4.364810245499328,45.34195930644228,19.77477396296962,-18.57372506793888,-63.91568437438116,19.420979653221153,9.937386981484742,-6.386862533969364,-25.807842187190516
