decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,9,1,0,417.70022877023086,417.70022877023086,
2,1,0,9,0,0,417.70022877023086,417.70022877023086,448.53616491761466
3,2,1,12,0,0,417.70022877023086,417.70022877023086,443.1757111402914
4,3,1,11,0,1,412.6163733576253,412.6163733576253,412.6163733576253
5,3,0,9,1,0,412.6163733576253,412.6163733576253,
6,4,0,10,0,1,415.0242181678391,412.6163733576253,415.0242181678391
7,5,1,9,0,1,412.6163733576253,412.6163733576253,412.6163733576253
8,6,0,9,0,0,412.6163733576253,412.6163733576253,417.70022877023086
9,7,2,12,0,1,400.2376570357995,400.2376570357995,400.2376570357995
10,8,2,10,0,1,401.76098877433975,400.2376570357995,401.76098877433975
11,8,0,9,1,0,401.76098877433975,400.2376570357995,
12,9,1,9,0,0,401.76098877433975,400.2376570357995,416.11221924997756
13,10,0,11,0,0,401.76098877433975,400.2376570357995,420.93308106274566
14,11,0,10,0,0,401.76098877433975,400.2376570357995,491.86670826832636
15,12,2,11,0,0,401.76098877433975,400.2376570357995,433.452229503273
16,13,2,9,0,1,401.9255410806385,400.2376570357995,401.9255410806385
17,14,0,11,0,0,401.9255410806385,400.2376570357995,438.9947585888417
18,15,0,9,0,0,401.9255410806385,400.2376570357995,415.6021289088392
19,16,1,8,0,1,400.09663850582245,400.09663850582245,400.09663850582245
20,17,1,9,0,1,399.43191805783925,399.43191805783925,399.43191805783925
21,18,2,11,0,0,399.43191805783925,399.43191805783925,415.34460010027897
22,19,1,10,0,0,399.43191805783925,399.43191805783925,429.69171872823875
23,20,1,8,0,0,399.43191805783925,399.43191805783925,429.69171872823875
24,21,1,10,0,1,397.8016468899836,397.8016468899836,397.8016468899836
25,22,0,11,0,1,398.47625128886216,397.8016468899836,398.47625128886216
26,23,1,11,0,0,398.47625128886216,397.8016468899836,402.3087879730788
27,24,1,11,0,0,398.47625128886216,397.8016468899836,398.9114791668469
28,25,2,10,0,1,399.0760314731457,397.8016468899836,399.0760314731457
29,26,1,9,0,0,399.0760314731457,397.8016468899836,404.4234035891843
30,27,2,9,0,1,408.0088828777385,397.8016468899836,408.0088828777385
31,28,0,10,0,0,408.0088828777385,397.8016468899836,425.1571277180221
32,29,0,11,0,1,407.84433057143974,397.8016468899836,407.84433057143974
33,30,0,12,0,1,406.12125934258205,397.8016468899836,406.12125934258205
34,31,1,9,0,0,406.12125934258205,397.8016468899836,407.84433057143974
35,32,2,9,0,0,406.12125934258205,397.8016468899836,420.8737237679736
36,32,0,11,1,0,406.12125934258205,397.8016468899836,
37,33,2,9,0,0,406.12125934258205,397.8016468899836,416.78000123271994
38,33,1,11,1,0,406.12125934258205,397.8016468899836,
39,33,1,10,1,0,406.12125934258205,397.8016468899836,
40,34,0,8,0,1,405.7666063371437,397.8016468899836,405.7666063371437
41,34,0,9,1,0,405.7666063371437,397.8016468899836,
42,35,0,9,0,0,405.7666063371437,397.8016468899836,407.4896775660014
43,36,2,9,0,1,408.23567019660703,397.8016468899836,408.23567019660703
44,37,0,11,0,0,408.23567019660703,397.8016468899836,416.445665046064
45,38,1,8,0,0,408.23567019660703,397.8016468899836,410.37025147979784
46,39,1,11,0,0,408.23567019660703,397.8016468899836,412.70921906899366
47,40,2,9,0,1,408.33567019660705,397.8016468899836,408.33567019660705
48,41,1,11,0,1,404.17563301845377,397.8016468899836,404.17563301845377
49,42,2,10,0,0,404.17563301845377,397.8016468899836,412.38280940121126
50,43,0,9,0,1,400.00045240178343,397.8016468899836,400.00045240178343
51,44,2,8,0,1,400.00045240178343,397.8016468899836,400.00045240178343
52,45,0,9,0,0,400.00045240178343,397.8016468899836,409.31868378379255
53,46,2,11,0,1,400.2004524017834,397.8016468899836,400.2004524017834
54,47,2,11,0,0,400.2004524017834,397.8016468899836,405.8072877430477
55,48,0,8,0,1,400.2004524017834,397.8016468899836,400.2004524017834
56,49,1,11,0,0,400.2004524017834,397.8016468899836,432.3042249371782
57,50,0,12,0,1,400.42352363064106,397.8016468899836,400.42352363064106
58,51,1,9,0,1,403.68700755453284,397.8016468899836,403.68700755453284
59,52,0,9,0,0,403.68700755453284,397.8016468899836,434.3252462946741
60,53,0,11,0,0,403.68700755453284,397.8016468899836,440.5085109087711
61,54,2,10,0,1,403.61601377939564,397.8016468899836,403.61601377939564
62,55,0,9,0,0,403.61601377939564,397.8016468899836,417.4412254748404
63,56,0,10,0,1,403.6732418916428,397.8016468899836,403.6732418916428
64,56,2,11,1,0,403.6732418916428,397.8016468899836,
65,57,2,11,0,1,403.84423566678004,397.8016468899836,403.84423566678004
66,58,0,9,0,1,403.74423566678,397.8016468899836,403.74423566678
67,59,0,10,0,0,403.74423566678,397.8016468899836,415.3160258027959
68,60,0,9,0,0,403.74423566678,397.8016468899836,427.795755697667
69,61,0,12,0,0,403.74423566678,397.8016468899836,414.0163733576253
70,62,1,10,0,0,403.74423566678,397.8016468899836,414.0163733576253
71,63,1,9,0,0,403.74423566678,397.8016468899836,419.22985233286613
72,64,0,11,0,1,403.68700755453284,397.8016468899836,403.68700755453284
73,65,0,10,0,0,403.68700755453284,397.8016468899836,412.8052389365421
74,66,1,12,0,0,403.68700755453284,397.8016468899836,406.4016747588051
75,67,0,10,0,0,403.68700755453284,397.8016468899836,412.96837282640365
76,68,1,12,0,1,411.69418393729035,397.8016468899836,411.69418393729035
77,69,1,8,0,0,411.69418393729035,397.8016468899836,430.92716642194006
78,70,2,11,0,0,411.69418393729035,397.8016468899836,428.83604003872546
79,71,1,11,0,0,411.69418393729035,397.8016468899836,435.21505056126216
80,72,0,10,0,0,411.69418393729035,397.8016468899836,423.3201421287059
81,73,1,9,0,1,411.85873624358914,397.8016468899836,411.85873624358914
82,74,0,12,0,1,414.1632477967537,397.8016468899836,414.1632477967537
83,75,2,8,0,1,417.81942677053627,397.8016468899836,417.81942677053627
84,76,0,10,0,1,416.68687898718116,397.8016468899836,416.68687898718116
85,77,1,11,0,1,415.50588063006893,397.8016468899836,415.50588063006893
86,78,0,9,0,1,415.50588063006893,397.8016468899836,415.50588063006893
87,79,0,10,0,0,415.50588063006893,397.8016468899836,437.55708789027227
88,80,2,12,0,1,415.51372544028266,397.8016468899836,415.51372544028266
89,81,2,8,0,1,407.36377716977233,397.8016468899836,407.36377716977233
90,82,1,11,0,0,407.36377716977233,397.8016468899836,409.4783927858779
91,83,0,9,0,0,407.36377716977233,397.8016468899836,414.8804328113971
92,84,0,10,0,1,405.9559323595586,397.8016468899836,405.9559323595586
93,85,2,12,0,1,408.92058538748154,397.8016468899836,408.92058538748154
94,86,2,12,0,1,409.08371927734316,397.8016468899836,409.08371927734316
95,87,1,11,0,1,405.19754750360585,397.8016468899836,405.19754750360585
96,88,2,9,0,1,406.5011290645846,397.8016468899836,406.5011290645846
97,89,0,9,0,1,406.96658315697107,397.8016468899836,406.96658315697107
98,90,2,10,0,1,406.95953056402595,397.8016468899836,406.95953056402595
99,91,1,9,0,1,406.296906385745,397.8016468899836,406.296906385745
100,92,1,12,0,1,405.16399239262864,397.8016468899836,405.16399239262864
101,93,0,10,0,0,405.16399239262864,397.8016468899836,409.26386719984436
102,94,1,11,0,0,405.16399239262864,397.8016468899836,412.17857383598107
103,95,1,10,0,0,405.16399239262864,397.8016468899836,410.29594536989106
104,96,0,9,0,0,405.16399239262864,397.8016468899836,406.3582158361353
105,97,2,11,0,0,405.16399239262864,397.8016468899836,409.26386719984436
106,98,0,12,0,0,405.16399239262864,397.8016468899836,407.9672746960663
107,99,2,10,0,1,403.8907774430422,397.8016468899836,403.8907774430422
108,100,2,9,0,1,403.53677340133896,397.8016468899836,403.53677340133896
109,101,0,9,0,0,403.53677340133896,397.8016468899836,407.6366482085547
110,102,2,9,0,1,399.15660693152313,397.8016468899836,399.15660693152313
111,103,1,9,0,1,395.8925412835997,395.8925412835997,395.8925412835997
112,104,1,11,0,1,396.95078837921085,395.8925412835997,396.95078837921085
113,105,0,10,0,0,396.95078837921085,395.8925412835997,403.42670806782536
114,106,0,10,0,1,396.95078837921085,395.8925412835997,396.95078837921085
115,107,2,12,0,0,396.95078837921085,395.8925412835997,428.8685744497406
116,108,2,10,0,0,396.95078837921085,395.8925412835997,405.1552620044663
117,109,1,10,0,1,398.3586331894246,395.8925412835997,398.3586331894246
118,110,0,11,0,0,398.3586331894246,395.8925412835997,402.9533564255476
119,111,1,10,0,1,397.7351794853008,395.8925412835997,397.7351794853008
120,112,1,10,0,1,394.7292593490156,394.7292593490156,394.7292593490156
121,113,0,12,0,1,393.4326668452376,393.4326668452376,393.4326668452376
122,114,0,8,0,1,392.7416045397245,392.7416045397245,392.7416045397245
123,115,0,8,0,1,394.0381970435025,392.7416045397245,394.0381970435025
124,116,1,10,0,0,394.0381970435025,392.7416045397245,398.04411717978775
125,117,0,11,0,1,393.572742951116,392.7416045397245,393.572742951116
126,118,0,11,0,0,393.572742951116,392.7416045397245,393.76696639462267
127,119,1,11,0,0,393.572742951116,392.7416045397245,425.49052902164584
128,120,0,10,0,0,393.572742951116,392.7416045397245,401.9873015012189
129,121,0,10,0,0,393.572742951116,392.7416045397245,409.9567503951698
130,122,1,11,0,0,393.572742951116,392.7416045397245,416.3371983115534
131,123,2,10,0,1,394.5669663946227,392.7416045397245,394.5669663946227
132,124,2,9,0,0,394.5669663946227,392.7416045397245,412.2475663424545
