decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,8,1,0,494.508924282047,494.508924282047,
2,1,2,8,0,1,494.1462859998086,494.1462859998086,494.1462859998086
3,2,0,8,0,1,494.7462859998085,494.1462859998086,494.7462859998085
4,2,0,8,1,0,494.7462859998085,494.1462859998086,
5,3,1,9,0,1,493.3264217968886,493.3264217968886,493.3264217968886
6,4,1,8,0,1,495.108924282047,493.3264217968886,495.108924282047
7,5,2,8,0,1,495.10892428204704,493.3264217968886,495.10892428204704
8,6,0,10,0,1,494.80892428204703,493.3264217968886,494.80892428204703
9,7,1,10,0,0,494.80892428204703,493.3264217968886,549.96737376463
10,7,0,9,1,0,494.80892428204703,493.3264217968886,
11,7,1,9,1,0,494.80892428204703,493.3264217968886,
12,7,0,10,1,0,494.80892428204703,493.3264217968886,
13,7,0,8,1,0,494.80892428204703,493.3264217968886,
14,7,2,8,1,0,494.80892428204703,493.3264217968886,
15,8,2,8,0,0,494.80892428204703,493.3264217968886,499.3089242820471
16,8,1,10,1,0,494.80892428204703,493.3264217968886,
17,9,2,9,0,1,496.408924282047,493.3264217968886,496.408924282047
18,10,0,9,0,1,496.108924282047,493.3264217968886,496.108924282047
19,10,1,10,1,0,496.108924282047,493.3264217968886,
20,10,1,8,1,0,496.108924282047,493.3264217968886,
21,10,0,8,1,0,496.108924282047,493.3264217968886,
22,11,0,10,0,0,496.108924282047,493.3264217968886,497.008924282047
23,12,2,8,0,1,494.80892428204703,493.3264217968886,494.80892428204703
24,13,1,9,0,1,499.3596984819492,493.3264217968886,499.3596984819492
25,14,2,8,0,1,494.80892428204703,493.3264217968886,494.80892428204703
26,14,0,9,1,0,494.80892428204703,493.3264217968886,
27,15,2,10,0,1,480.728868562355,480.728868562355,480.728868562355
28,16,0,8,0,0,480.728868562355,480.728868562355,494.80892428204703
29,17,1,8,0,0,480.728868562355,480.728868562355,494.80892428204703
30,18,0,8,0,0,480.728868562355,480.728868562355,494.80892428204703
31,19,2,10,0,0,480.728868562355,480.728868562355,490.11594216775455
32,19,0,9,1,0,480.728868562355,480.728868562355,
33,20,2,9,0,0,480.728868562355,480.728868562355,563.4539441456906
34,21,0,7,0,0,480.728868562355,480.728868562355,482.32886856235496
35,21,0,9,1,0,480.728868562355,480.728868562355,
36,22,0,8,0,0,480.728868562355,480.728868562355,494.80892428204703
37,22,2,9,1,0,480.728868562355,480.728868562355,
38,23,1,10,0,0,480.728868562355,480.728868562355,494.80892428204703
39,23,0,8,1,0,480.728868562355,480.728868562355,
40,24,0,9,0,0,480.728868562355,480.728868562355,534.0245515520282
41,25,0,8,0,0,480.728868562355,480.728868562355,494.80892428204703
42,26,0,10,0,0,480.728868562355,480.728868562355,490.7673280699941
43,26,2,8,1,0,480.728868562355,480.728868562355,
44,26,2,10,1,0,480.728868562355,480.728868562355,
45,26,2,8,1,0,480.728868562355,480.728868562355,
46,27,2,10,0,0,480.728868562355,480.728868562355,494.80892428204703
47,28,1,9,0,0,480.728868562355,480.728868562355,494.80892428204703
48,29,1,10,0,0,480.728868562355,480.728868562355,494.80892428204703
49,30,1,8,0,0,480.728868562355,480.728868562355,494.80892428204703
50,31,1,10,0,0,480.728868562355,480.728868562355,494.80892428204703
51,32,0,10,0,1,480.428868562355,480.428868562355,480.428868562355
52,33,1,8,0,0,480.428868562355,480.428868562355,494.508924282047
53,34,0,10,0,0,480.428868562355,480.428868562355,494.508924282047
54,35,1,11,0,0,480.428868562355,480.428868562355,494.508924282047
55,36,0,8,0,0,480.428868562355,480.428868562355,501.23754595847265
56,37,0,10,0,0,480.428868562355,480.428868562355,494.508924282047
57,38,2,9,0,1,481.02886856235494,480.428868562355,481.02886856235494
58,39,0,10,0,0,481.02886856235494,480.428868562355,495.108924282047
59,40,2,10,0,0,481.02886856235494,480.428868562355,490.6186064256454
60,41,1,9,0,0,481.02886856235494,480.428868562355,495.108924282047
61,42,0,10,0,1,495.108924282047,480.428868562355,495.108924282047
62,43,2,8,0,0,495.108924282047,480.428868562355,521.835460505398
63,43,2,11,1,0,495.108924282047,480.428868562355,
64,44,0,11,0,0,495.108924282047,480.428868562355,693.8399229973787
65,45,2,10,0,0,495.108924282047,480.428868562355,500.3724185883183
66,45,1,11,1,0,495.108924282047,480.428868562355,
67,45,2,10,1,0,495.108924282047,480.428868562355,
68,46,0,11,0,1,496.30892428204703,480.428868562355,496.30892428204703
69,47,1,9,0,1,496.30892428204703,480.428868562355,496.30892428204703
70,47,0,9,1,0,496.30892428204703,480.428868562355,
71,47,0,9,1,0,496.30892428204703,480.428868562355,
72,48,2,8,0,0,496.30892428204703,480.428868562355,507.58634387793484
73,49,2,10,0,1,496.70892428204706,480.428868562355,496.70892428204706
74,50,1,11,0,1,496.70892428204706,480.428868562355,496.70892428204706
75,50,0,8,1,0,496.70892428204706,480.428868562355,
76,51,2,9,0,0,496.70892428204706,480.428868562355,499.2607811870349
77,51,1,8,1,0,496.70892428204706,480.428868562355,
78,52,1,9,0,1,494.6084066675659,480.428868562355,494.6084066675659
79,53,2,9,0,1,493.4084066675658,480.428868562355,493.4084066675658
80,54,1,9,0,1,494.4084066675658,480.428868562355,494.4084066675658
81,55,0,10,0,1,494.11298175909076,480.428868562355,494.11298175909076
82,56,2,10,0,1,495.2898446636417,480.428868562355,495.2898446636417
83,57,1,10,0,1,490.125796665146,480.428868562355,490.125796665146
84,58,2,11,0,0,490.125796665146,480.428868562355,495.927046168108
85,59,1,10,0,0,490.125796665146,480.428868562355,522.2387065824216
86,60,2,11,0,1,487.7838623757952,480.428868562355,487.7838623757952
87,61,1,9,0,0,487.7838623757952,480.428868562355,513.0647004915646
88,62,1,11,0,0,487.7838623757952,480.428868562355,514.0133526903599
89,63,0,10,0,0,487.7838623757952,480.428868562355,516.6712435277557
90,64,1,10,0,0,487.7838623757952,480.428868562355,513.0647004915646
91,65,0,7,0,1,493.4992449691813,480.428868562355,493.4992449691813
92,66,2,8,0,0,493.4992449691813,480.428868562355,525.2460800687733
93,67,2,9,0,0,493.4992449691813,480.428868562355,748.2521066272876
94,68,2,9,0,0,493.4992449691813,480.428868562355,571.2169129766899
95,69,2,10,0,0,493.4992449691813,480.428868562355,526.1460800687734
96,70,2,10,0,0,493.4992449691813,480.428868562355,554.80136768882
97,70,0,8,1,0,493.4992449691813,480.428868562355,
98,71,2,10,0,0,493.4992449691813,480.428868562355,549.7477270306035
99,72,0,10,0,0,493.4992449691813,480.428868562355,544.1007692046275
100,73,2,8,0,0,493.4992449691813,480.428868562355,601.1543447636365
101,74,0,8,0,1,494.0992449691813,480.428868562355,494.0992449691813
102,75,1,9,0,0,494.0992449691813,480.428868562355,738.3767107671481
103,76,0,9,0,0,494.0992449691813,480.428868562355,542.2007886130634
104,76,2,8,1,0,494.0992449691813,480.428868562355,
105,77,0,9,0,0,494.0992449691813,480.428868562355,588.168552249346
106,78,0,9,0,0,494.0992449691813,480.428868562355,568.3233612599288
107,79,1,9,0,0,494.0992449691813,480.428868562355,640.3101722369637
108,79,0,9,1,0,494.0992449691813,480.428868562355,
109,80,2,8,0,0,494.0992449691813,480.428868562355,515.5900417972065
110,81,2,8,0,1,495.5992449691813,480.428868562355,495.5992449691813
111,82,1,8,0,1,488.3838623757952,480.428868562355,488.3838623757952
112,83,2,8,0,0,488.3838623757952,480.428868562355,506.317560639691
113,84,0,10,0,0,488.3838623757952,480.428868562355,513.6647004915646
114,85,2,9,0,1,490.71457121173415,480.428868562355,490.71457121173415
115,86,0,9,0,1,484.7565486271362,480.428868562355,484.7565486271362
116,87,0,9,0,1,479.67162316889016,479.67162316889016,479.67162316889016
117,88,0,9,0,0,479.67162316889016,479.67162316889016,691.4058624084118
118,89,0,10,0,1,485.63885180400683,479.67162316889016,485.63885180400683
119,90,2,11,0,0,485.63885180400683,479.67162316889016,615.3947896844088
120,91,2,10,0,1,484.8388518040068,479.67162316889016,484.8388518040068
121,92,0,10,0,0,484.8388518040068,479.67162316889016,498.1794696191746
122,93,0,10,0,0,484.8388518040068,479.67162316889016,680.8202076385071
123,94,1,9,0,1,481.99642848911327,479.67162316889016,481.99642848911327
124,95,2,10,0,0,481.99642848911327,479.67162316889016,708.8217593303375
125,96,2,11,0,1,481.5964284891133,479.67162316889016,481.5964284891133
126,97,2,9,0,1,476.4716231688902,476.4716231688902,476.4716231688902
127,97,0,10,1,0,476.4716231688902,476.4716231688902,
128,98,2,8,0,1,473.78383373518193,473.78383373518193,473.78383373518193
129,99,1,11,0,0,473.78383373518193,473.78383373518193,536.9018690559333
130,100,1,8,0,0,473.78383373518193,473.78383373518193,613.5544375533683
131,101,1,11,0,0,473.78383373518193,473.78383373518193,613.5544375533683
132,102,2,10,0,0,473.78383373518193,473.78383373518193,482.35760963425497
133,103,1,11,0,0,473.78383373518193,473.78383373518193,538.6666116684647
134,104,1,8,0,0,473.78383373518193,473.78383373518193,613.5544375533683
135,105,0,8,0,1,469.53433444833104,469.53433444833104,469.53433444833104
136,106,0,8,0,0,469.53433444833104,469.53433444833104,470.83433444833105
137,107,2,8,0,0,469.53433444833104,469.53433444833104,605.487450534498
138,108,1,10,0,0,469.53433444833104,469.53433444833104,536.5811499258821
139,109,0,10,0,0,469.53433444833104,469.53433444833104,669.5628701280787
140,110,1,10,0,0,469.53433444833104,469.53433444833104,604.6874505344979
141,111,1,8,0,0,469.53433444833104,469.53433444833104,605.487450534498
142,112,0,9,0,1,468.734334448331,468.734334448331,468.734334448331
143,113,1,10,0,0,468.734334448331,468.734334448331,604.6874505344979
144,114,2,10,0,0,468.734334448331,468.734334448331,482.08513252245194
145,115,0,10,0,0,468.734334448331,468.734334448331,528.9987468052938
146,116,0,11,0,0,468.734334448331,468.734334448331,482.08513252245194
147,117,0,8,0,0,468.734334448331,468.734334448331,482.08513252245194
148,118,2,9,0,0,468.734334448331,468.734334448331,482.08513252245194
149,119,0,10,0,0,468.734334448331,468.734334448331,718.8641767659655
150,120,0,8,0,0,468.734334448331,468.734334448331,604.6874505344979
151,121,2,8,0,0,468.734334448331,468.734334448331,482.08513252245194
152,122,2,10,0,0,468.734334448331,468.734334448331,475.80138076365216
153,123,1,9,0,0,468.734334448331,468.734334448331,604.6874505344979
154,124,2,9,0,0,468.734334448331,468.734334448331,492.2760266559592
155,125,1,8,0,0,468.734334448331,468.734334448331,604.6874505344979
156,126,2,8,0,0,468.734334448331,468.734334448331,487.0041223657164
157,127,2,10,0,1,455.17600716459185,455.17600716459185,455.17600716459185
158,128,1,9,0,1,453.8103055110101,453.8103055110101,453.8103055110101
159,129,1,8,0,0,453.8103055110101,453.8103055110101,580.8083393816362
160,130,0,9,0,0,453.8103055110101,453.8103055110101,578.2864105624838
161,131,0,9,0,0,453.8103055110101,453.8103055110101,473.21492899626804
162,132,0,10,0,0,453.8103055110101,453.8103055110101,473.21492899626804
163,133,0,10,0,0,453.8103055110101,453.8103055110101,476.48921887435796
164,134,0,10,0,0,453.8103055110101,453.8103055110101,473.21492899626804
165,135,2,9,0,0,453.8103055110101,453.8103055110101,477.7205379967594
166,136,0,11,0,0,453.8103055110101,453.8103055110101,582.2083393816363
167,137,0,9,0,0,453.8103055110101,453.8103055110101,473.114928996268
168,138,2,11,0,0,453.8103055110101,453.8103055110101,463.8077642667079
169,139,1,9,0,0,453.8103055110101,453.8103055110101,581.2248645251034
170,140,0,8,0,0,453.8103055110101,453.8103055110101,455.2103055110102
171,141,0,9,0,0,453.8103055110101,453.8103055110101,580.8083393816362
172,142,2,9,0,0,453.8103055110101,453.8103055110101,580.8083393816362
173,143,0,8,0,1,453.71030551101006,453.71030551101006,453.71030551101006
174,144,1,8,0,0,453.71030551101006,453.71030551101006,473.114928996268
175,145,0,10,0,0,453.71030551101006,453.71030551101006,479.98322029134954
176,146,0,10,0,0,453.71030551101006,453.71030551101006,485.3408343966049
