replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
3,46.69785815962977,3.739026552880363,-5.658611951880914,4.18636527133026,31.783944670038068,37.44255662191898,-0.6293059759404263,6.193182635665238,13.991972335018968,14.621278310959394
