method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
Uniform-Mean-FFseed,370.9999999999999,0.0,0.0,0.0,0.31405247203965575,1.0819622956206836,2.0617680197664754,4.240589773112958,0.9969230769230769,0.27999580749779857,0.05275387136768863,0.859827309957483,371.6281049440792,379.4811795462258,0.0003887920011038659,39.47888724999939,0.43111962500006484,0,0,25100,250,309,59
ALNS-Mean,376.6999999999999,0.0,0.0,0.0,0.5017571048609752,3.4169485689691004,2.1961206334539156,9.386332236421952,0.9987564102564103,0.4234354790811086,0.05264349075961236,0.8484878536310628,377.70351420972185,395.4726644728438,0.0,33.67512416700083,0.4268121250006516,0,0,25100,250,283,33
ALNS-CVaR,372.99999999999983,0.0,0.0,0.0,0.806503055827824,2.4820847032704063,5.13105441853827,9.902452641645846,0.9953076923076923,0.6537429889321253,0.05251018565947131,0.8599446254593102,374.61300611165547,392.80490528329153,0.0,33.971156334000625,0.4308971249993192,0,0,25100,250,276,26
Uniform-Mean-GRUseed,372.19999999999993,0.0,0.0,0.0,0.8064478905824596,2.7442902641382583,4.713443527616391,9.991719884543098,0.9956410256410256,0.7151659796735892,0.05235051585312009,0.8549069793429449,373.81289578116485,392.18343976908614,0.00033475000054750126,43.28411224999945,0.4201237500001298,0,0,25100,250,340,90
Uniform-CVaR-FFseed,379.5,0.0,0.0,0.0,0.6880524496803966,3.0806522796234583,4.370204966349888,10.520128997172964,0.9975769230769231,0.5254773765984908,0.052367943539668504,0.8659295248605429,380.87610489936077,400.54025799434595,0.0003723339996213326,40.34467404099996,0.43043125000076543,0,0,25100,250,308,58
Uniform-CVaR-GRUseed,372.9,0.0,0.0,0.0,2.3903491862112807,6.934472401785447,11.103976442046275,26.412573247867535,0.9945384615384617,1.8621404047063979,0.05245452705240818,0.8566146771247316,377.6806983724225,425.72514649573503,0.0003158330000587739,27.237071958999877,0.4221648330003518,0,0,25100,250,261,11
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.44116679100079637,0,0,0,0,0,0
ALNS-Nominal,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,29.267455084000176,0.42401670800063584,0,0,0,250,318,68
