decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,12,1,0,392.6738302055075,392.6738302055075,
2,1,1,11,0,1,373.78950151707056,373.78950151707056,373.78950151707056
3,2,0,9,0,0,373.78950151707056,373.78950151707056,392.6738302055075
4,3,2,11,0,0,373.78950151707056,373.78950151707056,392.6738302055075
5,4,1,12,0,0,373.78950151707056,373.78950151707056,394.0738302055075
6,5,2,12,0,0,373.78950151707056,373.78950151707056,381.5711871476376
7,5,2,11,1,0,373.78950151707056,373.78950151707056,
8,6,0,10,0,1,382.40859497005397,373.78950151707056,382.40859497005397
9,7,1,10,0,1,382.6639815895091,373.78950151707056,382.6639815895091
10,8,1,9,0,0,382.6639815895091,373.78950151707056,401.548310277946
11,9,1,9,0,0,382.6639815895091,373.78950151707056,438.5696018670073
12,10,1,11,0,0,382.6639815895091,373.78950151707056,386.16398158950904
13,11,1,10,0,0,382.6639815895091,373.78950151707056,401.548310277946
14,12,1,11,0,0,382.6639815895091,373.78950151707056,401.548310277946
15,13,0,8,0,1,381.83830709876804,373.78950151707056,381.83830709876804
16,14,0,10,0,0,381.83830709876804,373.78950151707056,384.1980571659971
17,15,0,11,0,0,381.83830709876804,373.78950151707056,389.4744455407008
18,16,1,10,0,1,381.838307098768,373.78950151707056,381.838307098768
19,17,2,9,0,1,381.0084228724408,373.78950151707056,381.0084228724408
20,18,0,10,0,0,381.0084228724408,373.78950151707056,427.0865897712943
21,19,0,10,0,1,380.6731548413906,373.78950151707056,380.6731548413906
22,20,0,10,0,1,380.594250426241,373.78950151707056,380.594250426241
23,21,1,9,0,0,380.594250426241,373.78950151707056,399.47857911467787
24,22,1,9,0,0,380.594250426241,373.78950151707056,399.47857911467787
25,23,0,9,0,1,380.594250426241,373.78950151707056,380.594250426241
26,24,1,11,0,1,382.028784721659,373.78950151707056,382.028784721659
27,25,2,10,0,0,382.028784721659,373.78950151707056,401.64157018800677
28,26,1,11,0,0,382.028784721659,373.78950151707056,400.9131134100959
29,27,0,9,0,0,382.028784721659,373.78950151707056,404.46283736302087
30,28,1,12,0,0,382.028784721659,373.78950151707056,412.50985392099307
31,29,1,11,0,1,382.1075439483818,373.78950151707056,382.1075439483818
32,30,2,9,0,1,382.1674852710513,373.78950151707056,382.1674852710513
33,31,0,8,0,1,382.2462444977741,373.78950151707056,382.2462444977741
34,32,0,8,0,1,382.1674852710513,373.78950151707056,382.1674852710513
35,33,1,10,0,0,382.1674852710513,373.78950151707056,431.3429751814287
36,34,0,8,0,1,380.7329509756333,373.78950151707056,380.7329509756333
37,35,2,12,0,0,380.7329509756333,373.78950151707056,388.91436908543926
38,36,1,10,0,0,380.7329509756333,373.78950151707056,397.04962252173436
39,37,2,11,0,0,380.7329509756333,373.78950151707056,408.9840678587758
40,38,1,9,0,0,380.7329509756333,373.78950151707056,399.47857911467787
41,39,1,9,0,0,380.7329509756333,373.78950151707056,382.028784721659
42,40,2,10,0,0,380.7329509756333,373.78950151707056,401.40609078228346
43,41,2,10,0,0,380.7329509756333,373.78950151707056,387.2889931007148
44,42,0,9,0,1,380.7329509756333,373.78950151707056,380.7329509756333
45,43,1,11,0,0,380.7329509756333,373.78950151707056,399.61727966407017
46,44,1,12,0,0,380.7329509756333,373.78950151707056,399.4785791146779
47,45,1,10,0,0,380.7329509756333,373.78950151707056,399.61727966407017
48,46,2,11,0,0,380.7329509756333,373.78950151707056,399.61727966407017
49,47,2,10,0,1,380.59425042624105,373.78950151707056,380.59425042624105
50,48,2,11,0,1,380.594250426241,373.78950151707056,380.594250426241
51,49,2,10,0,0,380.594250426241,373.78950151707056,428.7682383461177
52,50,2,12,0,0,380.594250426241,373.78950151707056,381.48570890292973
53,51,0,9,0,0,380.594250426241,373.78950151707056,397.31424874020666
54,52,2,11,0,0,380.594250426241,373.78950151707056,381.5519512948525
55,53,2,9,0,0,380.594250426241,373.78950151707056,384.1980571659971
56,54,2,9,0,0,380.594250426241,373.78950151707056,438.4290871308595
57,55,0,12,0,1,382.54257387676415,373.78950151707056,382.54257387676415
58,56,0,11,0,1,382.54257387676415,373.78950151707056,382.54257387676415
59,57,0,12,0,1,386.03103886427607,373.78950151707056,386.03103886427607
60,58,1,8,0,0,386.03103886427607,373.78950151707056,404.1552952759559
61,59,2,11,0,0,386.03103886427607,373.78950151707056,399.9785161357009
62,60,0,10,0,0,386.03103886427607,373.78950151707056,400.52353761106207
63,61,1,9,0,1,381.85425972402106,373.78950151707056,381.85425972402106
64,62,0,11,0,1,381.85425972402106,373.78950151707056,381.85425972402106
65,63,1,10,0,0,381.85425972402106,373.78950151707056,425.296450168678
66,64,2,12,0,0,381.85425972402106,373.78950151707056,399.9785161357009
67,65,0,10,0,0,381.85425972402106,373.78950151707056,399.9785161357009
68,66,1,12,0,0,381.85425972402106,373.78950151707056,399.9785161357009
69,67,0,10,0,1,382.54257387676415,373.78950151707056,382.54257387676415
70,68,2,9,0,0,382.54257387676415,373.78950151707056,404.28719893481684
71,69,2,11,0,0,382.54257387676415,373.78950151707056,400.666830288444
72,70,2,12,0,0,382.54257387676415,373.78950151707056,400.666830288444
73,71,2,12,0,0,382.54257387676415,373.78950151707056,400.666830288444
74,72,2,12,0,0,382.54257387676415,373.78950151707056,576.197573294118
75,73,0,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
76,74,2,10,0,1,383.54382790413683,373.78950151707056,383.54382790413683
77,75,1,11,0,1,382.54257387676415,373.78950151707056,382.54257387676415
78,76,0,9,0,0,382.54257387676415,373.78950151707056,396.99142501224856
79,77,1,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
80,78,1,10,0,1,382.54257387676415,373.78950151707056,382.54257387676415
81,79,2,8,0,0,382.54257387676415,373.78950151707056,400.666830288444
82,80,2,11,0,1,382.54257387676415,373.78950151707056,382.54257387676415
83,81,0,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
84,82,0,10,0,0,382.54257387676415,373.78950151707056,459.9585637858584
85,83,0,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
86,84,2,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
87,85,0,10,0,1,382.54257387676415,373.78950151707056,382.54257387676415
88,86,2,9,0,1,382.54257387676415,373.78950151707056,382.54257387676415
89,87,0,10,0,0,382.54257387676415,373.78950151707056,400.666830288444
90,88,2,10,0,1,382.54257387676415,373.78950151707056,382.54257387676415
91,89,1,9,0,0,382.54257387676415,373.78950151707056,400.666830288444
92,90,2,11,0,0,382.54257387676415,373.78950151707056,400.666830288444
93,91,1,8,0,0,382.54257387676415,373.78950151707056,383.52195880279857
94,92,1,10,0,0,382.54257387676415,373.78950151707056,438.967005571501
95,93,0,11,0,1,381.6195301149732,373.78950151707056,381.6195301149732
96,94,0,11,0,0,381.6195301149732,373.78950151707056,391.1467814582134
97,95,0,11,0,0,381.6195301149732,373.78950151707056,399.743786526653
98,96,2,9,0,0,381.6195301149732,373.78950151707056,419.48712053234107
99,97,0,9,0,0,381.6195301149732,373.78950151707056,399.743786526653
100,98,0,11,0,0,381.6195301149732,373.78950151707056,401.3628641206613
101,99,2,11,0,0,381.6195301149732,373.78950151707056,383.5915651470797
102,99,2,9,1,0,381.6195301149732,373.78950151707056,
103,100,0,12,0,1,380.2838548690907,373.78950151707056,380.2838548690907
104,101,0,9,0,0,380.2838548690907,373.78950151707056,398.4081112807705
105,102,2,9,0,0,380.2838548690907,373.78950151707056,389.82139505964153
106,103,2,9,0,1,383.67794203793807,373.78950151707056,383.67794203793807
107,104,2,12,0,1,379.22758400053493,373.78950151707056,379.22758400053493
108,105,2,9,0,0,379.22758400053493,373.78950151707056,389.7427716818716
109,106,0,10,0,0,379.22758400053493,373.78950151707056,381.63786072734763
110,107,2,10,0,0,379.22758400053493,373.78950151707056,383.12536611005464
111,108,0,12,0,0,379.22758400053493,373.78950151707056,397.35184041221476
112,109,2,9,0,0,379.22758400053493,373.78950151707056,380.6211466108051
113,110,2,9,0,0,379.22758400053493,373.78950151707056,397.35184041221476
114,111,2,8,0,0,379.22758400053493,373.78950151707056,396.76662732715056
115,112,0,11,0,0,379.22758400053493,373.78950151707056,398.1679173743548
116,113,0,10,0,0,379.22758400053493,373.78950151707056,389.7427716818716
117,114,0,9,0,0,379.22758400053493,373.78950151707056,380.63309029697785
118,115,1,10,0,1,384.88544536967305,373.78950151707056,384.88544536967305
119,116,1,12,0,0,384.88544536967305,373.78950151707056,388.98582922723693
120,117,0,9,0,0,384.88544536967305,373.78950151707056,395.40063305100966
121,118,2,12,0,0,384.88544536967305,373.78950151707056,403.0097017813529
122,119,0,10,0,0,384.88544536967305,373.78950151707056,403.0097017813529
123,120,0,10,0,1,382.8192230812023,373.78950151707056,382.8192230812023
124,121,1,9,0,1,382.16764290100656,373.78950151707056,382.16764290100656
125,122,1,12,0,0,382.16764290100656,373.78950151707056,393.2513370329082
126,122,0,9,1,0,382.16764290100656,373.78950151707056,
127,123,0,11,0,0,382.16764290100656,373.78950151707056,447.2245679358008
128,124,1,8,0,0,382.16764290100656,373.78950151707056,434.06267198265994
129,125,1,10,0,1,381.743660962675,373.78950151707056,381.743660962675
130,126,1,11,0,0,381.743660962675,373.78950151707056,383.04400322629635
131,127,0,10,0,1,381.643660962675,373.78950151707056,381.643660962675
132,128,2,10,0,0,381.643660962675,373.78950151707056,401.17768720230004
133,129,1,10,0,0,381.643660962675,373.78950151707056,453.4755746310914
134,130,1,11,0,0,381.643660962675,373.78950151707056,416.3362260734341
135,131,1,12,0,1,381.543660962675,373.78950151707056,381.543660962675
136,132,0,8,0,1,380.743660962675,373.78950151707056,380.743660962675
137,133,2,11,0,0,380.743660962675,373.78950151707056,398.01761492554294
138,134,0,9,0,0,380.743660962675,373.78950151707056,386.6819188468528
139,135,1,9,0,1,378.48358868591794,373.78950151707056,378.48358868591794
140,135,0,9,1,0,378.48358868591794,373.78950151707056,
141,136,0,12,0,0,378.48358868591794,373.78950151707056,467.1915588312679
142,137,0,12,0,1,378.2835886859179,373.78950151707056,378.2835886859179
143,138,1,12,0,1,375.98950151707055,373.78950151707056,375.98950151707055
144,139,0,11,0,0,375.98950151707055,373.78950151707056,394.8738302055075
145,140,2,12,0,1,375.48950151707055,373.78950151707056,375.48950151707055
146,141,2,9,0,0,375.48950151707055,373.78950151707056,394.3738302055075
147,142,0,12,0,1,375.48950151707055,373.78950151707056,375.48950151707055
148,143,0,11,0,1,375.28950151707056,373.78950151707056,375.28950151707056
149,144,1,9,0,0,375.28950151707056,373.78950151707056,394.17383020550744
150,145,2,9,0,1,375.8895015170706,373.78950151707056,375.8895015170706
151,146,1,10,0,1,374.9895015170706,373.78950151707056,374.9895015170706
152,147,1,9,0,1,374.3895015170706,373.78950151707056,374.3895015170706
153,148,0,9,0,0,374.3895015170706,373.78950151707056,393.27383020550747
154,149,2,12,0,1,373.78950151707056,373.78950151707056,373.78950151707056
155,150,0,9,0,0,373.78950151707056,373.78950151707056,392.6738302055075
156,151,1,8,0,0,373.78950151707056,373.78950151707056,392.6738302055075
