decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,10,1,0,504.5839323825128,504.5839323825128,
2,0,0,8,1,0,504.5839323825128,504.5839323825128,
3,0,1,10,1,0,504.5839323825128,504.5839323825128,
4,1,2,11,0,1,503.6653343501487,503.6653343501487,503.6653343501487
5,2,2,9,0,1,502.76533435014875,502.76533435014875,502.76533435014875
6,3,2,8,0,0,502.76533435014875,502.76533435014875,511.68763479263237
7,4,0,10,0,1,511.47091394598976,502.76533435014875,511.47091394598976
8,5,0,8,0,0,511.47091394598976,502.76533435014875,707.5212914630226
9,5,0,8,1,0,511.47091394598976,502.76533435014875,
10,5,0,8,1,0,511.47091394598976,502.76533435014875,
11,6,0,8,0,0,511.47091394598976,502.76533435014875,590.9493367933877
12,7,2,11,0,1,511.1709139459898,502.76533435014875,511.1709139459898
13,7,1,8,1,0,511.1709139459898,502.76533435014875,
14,8,0,10,0,1,478.2935063158336,478.2935063158336,478.2935063158336
15,9,2,9,0,0,478.2935063158336,478.2935063158336,507.5041995825047
16,10,1,9,0,0,478.2935063158336,478.2935063158336,500.55475704986156
17,11,0,10,0,0,478.2935063158336,478.2935063158336,746.7285590950306
18,12,2,10,0,0,478.2935063158336,478.2935063158336,520.7373986936734
19,13,1,10,0,0,478.2935063158336,478.2935063158336,511.1709139459898
20,14,2,8,0,0,478.2935063158336,478.2935063158336,510.6480545957554
21,15,2,9,0,0,478.2935063158336,478.2935063158336,479.7807008266182
22,16,0,8,0,0,478.2935063158336,478.2935063158336,654.1298019818651
23,17,1,8,0,1,474.96242808292226,474.96242808292226,474.96242808292226
24,18,0,10,0,0,474.96242808292226,474.96242808292226,643.5396712036741
25,19,0,9,0,0,474.96242808292226,474.96242808292226,604.2284264430075
26,20,1,8,0,0,474.96242808292226,474.96242808292226,562.9835670300153
27,21,2,8,0,1,473.86242808292224,473.86242808292224,473.86242808292224
28,22,0,11,0,0,473.86242808292224,473.86242808292224,734.4434464928594
29,23,2,8,0,0,473.86242808292224,473.86242808292224,653.8541629068886
30,24,2,9,0,1,475.76242808292227,473.86242808292224,475.76242808292227
31,25,1,10,0,0,475.76242808292227,473.86242808292224,481.90427202767574
32,26,0,9,0,1,476.06242808292234,473.86242808292224,476.06242808292234
33,27,0,10,0,0,476.06242808292234,473.86242808292224,484.03809322176477
34,28,0,8,0,1,478.32224058557443,473.86242808292224,478.32224058557443
35,29,1,8,0,0,478.32224058557443,473.86242808292224,562.6580660368954
36,30,0,9,0,0,478.32224058557443,473.86242808292224,503.6088810523558
37,31,1,8,0,0,478.32224058557443,473.86242808292224,543.8012291029266
38,32,1,10,0,0,478.32224058557443,473.86242808292224,530.0692137372437
39,33,0,10,0,1,478.02224058557437,473.86242808292224,478.02224058557437
40,34,2,8,0,0,478.02224058557437,473.86242808292224,479.3475365336474
41,35,0,9,0,0,478.02224058557437,473.86242808292224,502.30720767293747
42,36,1,8,0,0,478.02224058557437,473.86242808292224,528.4881671676834
43,37,1,9,0,0,478.02224058557437,473.86242808292224,975.8953705414015
44,38,0,9,0,0,478.02224058557437,473.86242808292224,500.62038944318437
45,39,0,8,0,1,474.8624280829223,473.86242808292224,474.8624280829223
46,40,2,8,0,0,474.8624280829223,473.86242808292224,494.51584573180963
47,41,1,8,0,0,474.8624280829223,473.86242808292224,512.9326284612686
48,42,1,10,0,0,474.8624280829223,473.86242808292224,497.2603399272656
49,43,2,9,0,0,474.8624280829223,473.86242808292224,488.4624280829223
50,44,1,9,0,1,477.8127022527078,473.86242808292224,477.8127022527078
51,45,1,9,0,0,477.8127022527078,473.86242808292224,481.6651382197866
52,46,0,9,0,0,477.8127022527078,473.86242808292224,509.1045706952807
53,47,0,9,0,0,477.8127022527078,473.86242808292224,535.0750968220149
54,47,1,7,1,0,477.8127022527078,473.86242808292224,
55,48,1,10,0,0,477.8127022527078,473.86242808292224,495.3603399272656
