day,replicate,method,n_customers,horizon_min,seed_search,seed_test,seed_algorithm,hawkes_mu,hawkes_beta,hawkes_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
6,1,OR-Tools,77,527.8491041104045,5143001,5144001,0,0.01,0.6,0.35,0.9,370.70000000000005,0.0,19.447115294580588,18.93994123757821,59.19098277383972,80.38772960575898,0.95925974025974,9.371681032705277,0.053390563931006385,0.871566258819286,1.0480515075379058,409.5942305891612,531.475459211518,0,0,0,0,0.0,0.0
6,1,ALNS-Mean,77,527.8491041104045,5143001,5144001,5152001,0.01,0.6,0.35,0.9,377.9000000000001,0.0,1.8478461493957359,5.080275268166449,13.441642305137862,20.300348498106636,0.9962727272727271,1.6401464285833236,0.05323260895092808,0.8561775231516401,1.0479093480558352,381.59569229879156,418.5006969962134,25100,250,295,45,30.330239458002325,30.376130249998823
6,1,ALNS-CVaR,77,527.8491041104045,5143001,5144001,5153001,0.01,0.6,0.35,0.9,383.1,0.0,0.7361032186761775,4.221834013771968,2.5729579367737188,14.01697870309535,0.9983896103896104,0.4609455974850633,0.052958180975681744,0.8679606229135393,1.0476623628781137,384.57220643735235,411.13395740619075,25100,250,262,12,24.168473208999785,24.211514333001105
