day,replicate,method,n_customers,horizon_min,seed_search,seed_test,seed_algorithm,hawkes_mu,hawkes_beta,hawkes_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
1,1,OR-Tools,78,523.8340263032226,143001,144001,0,0.01,0.6,0.35,0.9,365.09999999999997,0.0,2.1490964780361157,4.445202442410806,11.078643152125835,16.83101985282307,0.9937820512820512,1.9517457981059265,0.05338437066335769,0.8710324508873738,1.048045933597022,369.3981929560722,398.7620397056461,0,0,0,0,0.0,0.0
1,1,ALNS-Mean,78,523.8340263032226,143001,144001,152001,0.01,0.6,0.35,0.9,365.4,0.0,1.3913949201534266,3.882364046676567,9.39186918637796,15.22911655824256,0.9965641025641025,1.3204576863043456,0.053985503874832516,0.871658138686399,1.0485869534873493,368.18278984030684,395.8582331164851,25100,250,384,134,48.79708179199952,48.84119337499942
1,1,ALNS-CVaR,78,523.8340263032226,143001,144001,153001,0.01,0.6,0.35,0.9,368.7,0.0,0.1854537752933098,1.30599892962254,0.4098268771621747,3.6992146908554777,0.9992692307692307,0.1770198570479339,0.05349353008617394,0.8678132304674914,1.0481441770775566,369.0709075505866,376.09842938171096,25100,250,280,30,30.39499437500126,30.43618979200255
