decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
182,151,0,9,0,0,388.8147975060645,381.80293320317344,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
183,152,0,9,0,0,383.0029332031734,381.80293320317344,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
184,153,1,12,0,0,400.43009847367324,381.80293320317344,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
185,153,2,12,1,0,,381.80293320317344,375.2395294556023,,,
186,154,0,12,0,0,382.2970203720208,381.80293320317344,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
187,155,0,8,0,1,382.778922577891,382.778922577891,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
188,156,2,10,0,1,382.4139272100893,382.4139272100893,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
189,157,2,11,0,0,401.5793348536291,382.4139272100893,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
190,158,2,11,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
191,159,2,8,0,1,382.4139272100893,382.4139272100893,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
192,160,2,11,0,0,397.5360811601869,382.4139272100893,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
193,161,1,12,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
194,162,1,9,0,1,383.0405202945347,383.0405202945347,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
195,163,1,9,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
196,163,1,9,1,0,,382.41392721008924,375.2395294556023,,,
197,164,2,9,0,0,403.3899166782069,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
198,164,2,11,1,0,,382.41392721008924,375.2395294556023,,,
199,165,2,10,0,0,383.6139272100892,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
200,166,2,11,0,0,398.1697572565902,382.41392721008924,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
201,167,0,11,0,0,383.1240915927069,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
202,168,2,9,0,0,400.0241951424795,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
203,169,2,12,0,1,383.0405202945347,383.0405202945347,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
204,170,1,9,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
205,171,1,9,0,1,383.6139272100892,383.6139272100892,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
206,172,2,10,0,0,399.3902595836173,383.6139272100892,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
207,172,1,9,1,0,,383.6139272100892,375.2395294556023,,,
208,173,0,11,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
209,173,0,11,1,0,,382.41392721008924,375.2395294556023,,,
210,174,2,11,0,1,383.1240915927069,383.1240915927069,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
211,175,1,11,0,1,383.53346189676057,383.53346189676057,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
212,175,0,10,1,0,,383.53346189676057,375.2395294556023,,,
213,175,2,10,1,0,,383.53346189676057,375.2395294556023,,,
214,175,1,11,1,0,,383.53346189676057,375.2395294556023,,,
215,176,0,11,0,0,385.24850718763855,383.53346189676057,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
216,177,0,11,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
217,178,0,12,0,0,384.20909602003064,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
218,178,0,11,1,0,,382.41392721008924,375.2395294556023,,,
219,179,0,10,0,0,383.53346189676057,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
220,180,0,10,0,1,383.96045273941735,383.96045273941735,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
221,181,1,9,0,0,399.12560222471336,383.96045273941735,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
222,182,0,10,0,1,382.61392721008923,382.61392721008923,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
223,183,2,10,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
224,184,1,8,0,0,401.579334853629,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
225,185,2,8,0,0,402.9007046940304,382.41392721008924,375.2395294556023,1.230103466666667,1.2925859686575545,1.1352763196270401
226,185,2,10,1,0,,382.41392721008924,375.2395294556023,,,
227,186,2,10,0,1,383.1240915927069,383.1240915927069,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
228,187,1,9,0,0,383.53346189676057,383.1240915927069,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
229,188,1,12,0,0,399.9106733518069,383.1240915927069,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
230,189,0,8,0,1,382.41392721008924,382.41392721008924,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
231,190,0,11,0,0,387.22657809206515,382.41392721008924,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
232,191,2,10,0,1,383.16080904722315,383.16080904722315,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
233,192,1,11,0,1,383.96080904722317,383.96080904722317,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
234,193,0,12,0,1,383.16080904722315,383.16080904722315,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
235,194,2,12,0,1,383.44827072247,383.44827072247,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
236,195,1,12,0,0,405.05933535067095,383.44827072247,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
237,196,1,11,0,1,383.16080904722315,383.16080904722315,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
238,196,2,9,1,0,,383.16080904722315,375.2395294556023,,,
239,197,0,11,0,0,397.2982541322205,383.16080904722315,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
240,198,0,10,0,1,379.6425679481385,379.6425679481385,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
241,199,2,9,0,0,393.31320764942427,379.6425679481385,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
242,200,0,12,0,0,380.77589830965707,379.6425679481385,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
243,200,0,12,1,0,,379.6425679481385,375.2395294556023,,,
244,201,2,11,0,0,386.9661405009836,379.6425679481385,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
245,201,2,11,1,0,,379.6425679481385,375.2395294556023,,,
246,202,0,10,0,1,379.6425679481385,379.6425679481385,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
247,203,2,11,0,1,380.4540843433569,380.4540843433569,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
248,203,1,9,1,0,,380.4540843433569,375.2395294556023,,,
249,204,2,10,0,1,380.7415460186038,380.7415460186038,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
250,205,0,9,0,1,380.4540843433569,380.4540843433569,375.2395294556023,1.22044640969697,1.205497346354615,1.0796496271302036
251,206,0,11,0,1,380.0540843433569,380.0540843433569,375.2395294556023,1.354134905535354,1.1310645437503588,0.9637197017041629
252,207,1,12,0,1,381.2540843433569,381.2540843433569,375.2395294556023,1.354134905535354,1.1310645437503588,0.9637197017041629
