decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
1,1,2,12,0,1,388.9984249293121,388.9984249293121,388.9984249293121,1.0,1.0,1.0
2,2,0,10,0,1,388.8255859202985,388.8255859202985,388.8255859202985,1.0,1.0,1.0
3,3,2,12,0,1,383.85422921467074,383.85422921467074,383.85422921467074,1.0,1.0,1.0
4,3,2,8,1,0,,383.85422921467074,383.85422921467074,,,
5,4,2,11,0,0,403.38825545429575,383.85422921467074,383.85422921467074,1.0,1.0,1.0
6,5,2,11,0,0,404.72791456282465,383.85422921467074,383.85422921467074,1.0,1.0,1.0
7,6,0,9,0,0,392.6738302055075,383.85422921467074,383.85422921467074,1.0,1.0,1.0
8,7,1,12,0,0,392.6738302055075,383.85422921467074,383.85422921467074,1.0,1.0,1.0
9,8,0,9,0,0,417.4221309866501,383.85422921467074,383.85422921467074,1.0,1.0,1.0
10,9,1,11,0,0,404.72791456282465,383.85422921467074,383.85422921467074,1.0,1.0,1.0
11,9,1,10,1,0,,383.85422921467074,383.85422921467074,,,
12,10,0,9,0,0,442.9245291640205,383.85422921467074,383.85422921467074,1.0,1.0,1.0
13,10,2,11,1,0,,383.85422921467074,383.85422921467074,,,
14,10,0,10,1,0,,383.85422921467074,383.85422921467074,,,
15,10,0,9,1,0,,383.85422921467074,383.85422921467074,,,
16,11,2,9,0,0,388.8255859202985,383.85422921467074,383.85422921467074,1.0,1.0,1.0
17,12,0,9,0,0,390.840684451916,383.85422921467074,383.85422921467074,1.0,1.0,1.0
18,13,2,9,0,0,404.16574727501717,383.85422921467074,383.85422921467074,1.0,1.0,1.0
19,13,1,11,1,0,,383.85422921467074,383.85422921467074,,,
20,13,2,10,1,0,,383.85422921467074,383.85422921467074,,,
21,14,2,10,0,1,385.2542292146707,385.2542292146707,383.85422921467074,1.0,1.0,1.0
22,15,1,12,0,0,416.270487948265,385.2542292146707,383.85422921467074,1.0,1.0,1.0
23,16,2,9,0,1,383.85422921467074,383.85422921467074,383.85422921467074,1.0,1.0,1.0
24,17,0,10,0,0,403.38825545429575,383.85422921467074,383.85422921467074,1.0,1.0,1.0
25,17,2,10,1,0,,383.85422921467074,383.85422921467074,,,
26,18,2,10,0,0,397.93576873762794,383.85422921467074,383.85422921467074,1.0,0.8000002,1.1500000000000001
27,18,1,11,1,0,,383.85422921467074,383.85422921467074,,,
28,19,0,10,0,1,375.2395294556023,375.2395294556023,375.2395294556023,1.0,0.8000002,1.1500000000000001
29,20,2,11,0,0,383.85422921467074,375.2395294556023,375.2395294556023,1.0,0.8000002,1.1500000000000001
30,21,1,10,0,0,383.85422921467074,375.2395294556023,375.2395294556023,1.0,0.8000002,1.1500000000000001
31,22,2,10,0,1,376.0510458508207,376.0510458508207,375.2395294556023,1.0,0.8000002,1.1500000000000001
32,23,0,11,0,1,384.6657456098891,384.6657456098891,375.2395294556023,1.0,0.8000002,1.1500000000000001
33,24,2,8,0,1,383.85422921467074,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
34,24,0,11,1,0,,383.85422921467074,375.2395294556023,,,
35,25,1,9,0,0,403.38825545429575,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
36,26,0,9,0,0,423.75277077967985,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
37,27,0,9,0,0,457.2424040804115,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
38,27,0,9,1,0,,383.85422921467074,375.2395294556023,,,
39,28,2,11,0,0,411.83258255915297,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
40,29,2,8,0,0,384.6657456098891,383.85422921467074,375.2395294556023,1.0,0.8000002,1.1500000000000001
41,30,2,11,0,1,384.95205922794594,384.95205922794594,375.2395294556023,1.0,0.8000002,1.1500000000000001
42,30,0,9,1,0,,384.95205922794594,375.2395294556023,,,
43,30,0,9,1,0,,384.95205922794594,375.2395294556023,,,
44,30,0,10,1,0,,384.95205922794594,375.2395294556023,,,
45,31,2,9,0,0,385.75205922794595,384.95205922794594,375.2395294556023,1.0,0.8000002,1.1500000000000001
46,31,2,10,1,0,,384.95205922794594,375.2395294556023,,,
47,31,0,9,1,0,,384.95205922794594,375.2395294556023,,,
48,32,1,9,0,0,405.99526569923967,384.95205922794594,375.2395294556023,1.0,0.8000002,1.1500000000000001
49,32,0,8,1,0,,384.95205922794594,375.2395294556023,,,
50,33,0,8,0,0,408.8595172218938,384.95205922794594,375.2395294556023,1.0,0.8000002,1.1500000000000001
51,33,1,10,1,0,,384.95205922794594,375.2395294556023,,,
52,34,1,9,0,1,385.55205922794596,385.55205922794596,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
53,35,0,9,0,1,384.95205922794594,384.95205922794594,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
54,36,1,9,0,1,385.9914402767416,385.9914402767416,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
55,37,2,11,0,1,384.95205922794594,384.95205922794594,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
56,38,1,10,0,0,411.92761061591045,384.95205922794594,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
57,39,2,10,0,1,383.85422921467074,383.85422921467074,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
58,39,2,11,1,0,,383.85422921467074,375.2395294556023,,,
59,40,0,11,0,1,384.77210794685675,384.77210794685675,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
60,41,1,10,0,0,402.8444324368648,384.77210794685675,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
61,42,0,12,0,0,392.6738302055075,384.77210794685675,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
62,43,1,11,0,0,408.43254708089063,384.77210794685675,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
63,44,1,12,0,0,392.6738302055075,384.77210794685675,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
64,45,0,9,0,1,392.6738302055075,392.6738302055075,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
65,45,1,12,1,0,,392.6738302055075,375.2395294556023,,,
66,46,0,10,0,0,432.81134797265923,392.6738302055075,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
67,47,0,11,0,1,400.9520098438937,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
68,48,2,12,0,0,441.1316824851761,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
69,49,0,11,0,0,401.8520117837245,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
70,50,2,12,0,0,406.3526765637044,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
71,51,1,10,0,0,417.2402500177483,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
72,52,0,10,0,0,417.2402500177483,400.9520098438937,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
73,53,0,12,0,1,390.19435168133487,390.19435168133487,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
74,54,0,9,0,0,402.4461533074723,390.19435168133487,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
75,55,0,9,0,0,427.934904865618,390.19435168133487,375.2395294556023,0.9500000000000001,0.64000036,1.0533333333333335
76,56,2,12,0,0,416.22060550499043,390.19435168133487,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
77,57,0,9,0,0,413.75810976480886,390.19435168133487,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
78,58,0,9,0,0,399.9910736993496,390.19435168133487,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
79,59,2,11,0,0,399.9910736993496,390.19435168133487,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
80,60,0,10,0,1,391.24982936605966,391.24982936605966,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
81,61,0,10,0,0,404.6568766316693,391.24982936605966,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
82,62,2,12,0,1,394.76496558435525,394.76496558435525,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
83,63,2,10,0,1,388.73907635817466,388.73907635817466,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
84,64,1,12,0,0,492.4159325413669,388.73907635817466,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
85,65,2,10,0,1,386.1903123082296,386.1903123082296,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
86,66,2,9,0,0,396.3936991420501,386.1903123082296,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
87,66,0,10,1,0,,386.1903123082296,375.2395294556023,,,
88,67,0,9,0,0,388.99339237925875,386.1903123082296,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
89,68,0,9,0,1,386.731509095664,386.731509095664,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
90,69,2,10,0,1,387.14806663580157,387.14806663580157,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
91,70,1,12,0,1,385.00132449516457,385.00132449516457,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
92,70,2,10,1,0,,385.00132449516457,375.2395294556023,,,
93,71,0,10,0,0,386.931509095664,385.00132449516457,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
94,72,0,12,0,0,393.0511552652201,385.00132449516457,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
95,73,2,10,0,1,385.30016618995677,385.30016618995677,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
96,74,1,10,0,0,392.0170361162229,385.30016618995677,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
97,74,0,8,1,0,,385.30016618995677,375.2395294556023,,,
98,75,2,10,0,1,384.767912728494,384.767912728494,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
99,76,2,11,0,0,393.3171181079242,384.767912728494,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
100,77,1,12,0,0,392.27189932197945,384.767912728494,375.2395294556023,0.9600000000000002,0.5564447324444445,1.162666666666667
101,77,1,9,1,0,,384.767912728494,375.2395294556023,,,
102,78,2,10,0,0,389.78249242908214,384.767912728494,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
103,79,2,11,0,1,391.47189932197944,391.47189932197944,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
104,79,1,11,1,0,,391.47189932197944,375.2395294556023,,,
105,80,1,10,0,0,394.2369039992046,391.47189932197944,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
106,80,2,9,1,0,,391.47189932197944,375.2395294556023,,,
107,81,2,10,0,1,388.8782645400781,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
108,82,0,10,0,0,391.64326921730327,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
109,83,0,9,0,0,414.8725210446198,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
110,84,2,9,0,0,391.47189932197944,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
111,85,2,9,0,0,394.71155780523225,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
112,86,1,10,0,0,391.47189932197944,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
113,87,2,10,0,0,391.47189932197944,388.8782645400781,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
114,88,1,11,0,1,391.47189932197944,391.47189932197944,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
115,89,2,11,0,0,391.9659864908269,391.47189932197944,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
116,90,1,11,0,1,394.2369039992046,394.2369039992046,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
117,91,0,11,0,0,420.1240122225627,394.2369039992046,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
118,91,2,10,1,0,,394.2369039992046,375.2395294556023,,,
119,91,0,10,1,0,,394.2369039992046,375.2395294556023,,,
120,92,0,8,0,1,395.03690399920464,395.03690399920464,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
121,93,2,11,0,1,396.0947945404828,396.0947945404828,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
122,94,1,9,0,1,396.1947945404828,396.1947945404828,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
123,95,2,9,0,1,396.0947945404828,396.0947945404828,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
124,96,2,9,0,1,395.6813451771286,395.6813451771286,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
125,97,2,11,0,1,388.1845288445359,388.1845288445359,375.2395294556023,0.8080000000000003,0.6451557859555557,1.2028606060606064
126,98,1,10,0,1,388.5983907448983,388.5983907448983,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
127,99,0,10,0,1,386.62835122864715,386.62835122864715,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
128,100,2,10,0,1,388.6268755604948,388.6268755604948,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
129,101,2,11,0,1,388.6268755604948,388.6268755604948,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
130,102,2,12,0,1,392.41038359155993,392.41038359155993,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
131,103,2,10,0,1,388.73491159766854,388.73491159766854,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
132,104,0,11,0,0,395.18678973837814,388.73491159766854,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
133,105,1,11,0,1,387.6931747006178,387.6931747006178,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
134,106,1,9,0,1,385.0817813148375,385.0817813148375,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
135,107,0,9,0,1,380.2970959939935,380.2970959939935,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
136,108,2,11,0,1,380.2970959939935,380.2970959939935,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
137,109,2,10,0,1,382.26713551024466,382.26713551024466,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
138,110,0,10,0,1,382.26713551024466,382.26713551024466,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
139,111,1,9,0,1,388.5983907448983,388.5983907448983,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
140,112,1,9,0,1,386.62835122864715,386.62835122864715,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
141,112,1,11,1,0,,386.62835122864715,375.2395294556023,,,
142,113,0,10,0,1,388.5983907448983,388.5983907448983,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
143,114,2,9,0,0,399.78750621124357,388.5983907448983,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
144,115,1,9,0,1,388.5979782078901,388.5979782078901,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
145,116,2,12,0,1,388.5979782078901,388.5979782078901,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
146,117,1,9,0,1,388.5979782078901,388.5979782078901,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
147,117,2,10,1,0,,388.5979782078901,375.2395294556023,,,
148,118,2,11,0,1,390.10761785980264,390.10761785980264,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
149,119,1,11,0,1,390.10761785980264,390.10761785980264,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
150,120,0,9,0,1,388.5979782078901,388.5979782078901,375.2395294556023,0.6864000000000003,0.6018389144787303,1.2392115617715622
151,121,2,9,0,1,388.6979782078901,388.6979782078901,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
152,122,0,12,0,1,388.5979782078901,388.5979782078901,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
153,123,0,9,0,1,387.8741337543368,387.8741337543368,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
154,124,0,12,0,0,395.10239166956706,387.8741337543368,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
155,125,2,9,0,1,387.8741337543368,387.8741337543368,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
156,126,2,11,0,1,388.5979782078901,388.5979782078901,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
157,127,0,11,0,1,388.5979782078901,388.5979782078901,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
158,128,0,11,0,0,405.19272473914816,388.5979782078901,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
159,128,0,8,1,0,,388.5979782078901,375.2395294556023,,,
160,129,0,12,0,1,386.4519275242758,386.4519275242758,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
161,130,1,9,0,1,386.4519275242758,386.4519275242758,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
162,131,2,12,0,1,386.4519275242758,386.4519275242758,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
163,132,0,10,0,1,386.0946027472924,386.0946027472924,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
164,133,0,9,0,0,397.6351204652287,386.0946027472924,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
165,134,2,11,0,1,386.0946027472924,386.0946027472924,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
166,135,0,11,0,1,384.5404872703617,384.5404872703617,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
167,136,2,11,0,0,427.76290187965,384.5404872703617,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
168,137,2,11,0,1,385.2404872703617,385.2404872703617,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
169,138,2,12,0,0,387.0187343912542,385.2404872703617,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
170,139,2,11,0,1,386.54093351736,386.54093351736,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
171,140,1,10,0,1,385.28304297608184,385.28304297608184,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
172,141,0,12,0,0,405.012705916511,385.28304297608184,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
173,142,2,11,0,0,393.52489708583835,385.28304297608184,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
174,143,0,12,0,0,393.46667463790374,385.28304297608184,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
175,144,2,9,0,1,384.98304297608183,384.98304297608183,375.2395294556023,1.015786666666667,0.9259155760274287,1.2113692494172499
176,145,0,9,0,1,383.99077769928823,383.99077769928823,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
177,146,2,10,0,0,403.7665600030887,383.99077769928823,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
178,147,1,9,0,0,384.98304297608183,383.99077769928823,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
179,148,2,12,0,1,382.0029332031735,382.0029332031735,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
180,149,2,10,0,0,402.88788476457114,382.0029332031735,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
181,150,0,11,0,1,381.80293320317344,381.80293320317344,375.2395294556023,1.1626293333333337,1.240732460821943,1.1690953995338
