method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
Uniform-CVaR-FFseed,374.59999999999997,0.0,0.0,0.0,0.21183701691563506,1.5701252037453102,0.0,4.236740338312701,0.999371794871795,0.1833022196385443,0.05333043220080455,0.8599747710446713,375.02367403383124,383.07348067662537,0.00035341699913260527,27.570594875000097,0.4219152080004278,0,0,25100,250,267,17
Uniform-CVaR-GRUseed,379.0999999999999,0.0,0.0,0.0,0.3701069942139059,2.1508642041746326,1.4189733508931681,7.135111823421649,0.9988717948717949,0.315717695698492,0.052007815291921694,0.8623146825533246,379.8402139884277,393.3702236468432,0.00028829100119764917,27.30044708300011,0.414652000001297,0,0,25100,250,264,14
ALNS-CVaR,381.5999999999999,0.0,0.0,0.0,1.5155508188275497,4.156383508002145,8.812007472553347,15.233003845716082,0.9955769230769231,1.354304855802025,0.05312832689708787,0.8537778092211036,384.63110163765504,412.06600769143205,0.0,23.764372042000105,0.40889645800052676,0,0,25100,250,258,8
Uniform-Mean-GRUseed,369.89999999999986,0.0,0.0,0.0,2.8409942071655605,8.607836746963406,12.70838088375774,33.27642603673974,0.9934615384615386,1.9355890010499843,0.052732948196392904,0.8566452970443029,375.58198841433097,436.45285207347933,0.00030429100115725305,44.883527374999176,0.4203247090008517,0,0,25100,250,352,102
ALNS-Mean,369.5,0.0,0.0,0.0,2.985881544141485,8.650794850982969,13.643604570584216,33.52954120412815,0.9931923076923077,2.0851119997040115,0.05224967633638149,0.8591641061901336,375.47176308828296,436.5590824082563,0.0,34.109830457999124,0.41129945799912093,0,0,25100,250,298,48
Uniform-Mean-FFseed,370.20000000000005,0.0,0.0,0.0,4.16267134443095,10.585944089262814,24.129047185891523,42.70432313688409,0.9901923076923077,2.4984065253879306,0.05189778623209238,0.8556401970654918,378.52534268886194,455.6086462737682,0.002728292000028887,34.668723958000555,0.41260562500065134,0,0,25100,250,299,49
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.4259157500000583,0,0,0,0,0,0
ALNS-Nominal,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,28.872421083999143,0.4120999579990894,0,0,0,250,330,80
