day,replicate,Jcvar_gain_mean_minus_cvar,tail_gain_mean_minus_cvar,Jmean_gain_OR_minus_ALNSMean,Jcvar_gain_OR_minus_ALNSCVAR
4,2,-1.6410077556388956,2.679496122180531,7.083801754850754,23.359428175008873
