contrast,label,n_target_days,mean,sd,median,min,max,ci95_boot_lo,ci95_boot_hi,exact_signflip_p,negative_days_RL_or_GRU_better,ties,positive_days_RL_or_GRU_worse
GRU_minus_FF_Mean,Mean: GRU - FF,8,-0.250623970460537,0.9058647878752418,-0.13662497663493128,-2.1654305896545507,0.8545114933574893,-0.8914688930467776,0.2776606580714322,0.5390625,6,0,2
GRU_minus_FF_CVaR,CVaR: GRU - FF,8,-1.3395683073404094,5.578521962251395,0.4099135884841616,-8.962821963297671,4.634665315363191,-5.047378948849908,2.115476935693941,0.5078125,4,0,4
