target_day,source_replicate,FF_Mean_RL_minus_Uniform,GRU_Mean_RL_minus_Uniform,FF_CVaR_RL_minus_Uniform,GRU_CVaR_RL_minus_Uniform,GRU_minus_FF_Mean,GRU_minus_FF_CVaR
7,6,-1.3771558324119724,-3.2381048073403917,11.927619252202078,24.554660063287315,-1.8609489749284194,12.627040811085237
7,7,-4.891024959898971,-2.667100907850397,14.709908871784648,34.166985317802244,2.2239240520485737,19.457076446017595
7,8,-0.45864352654558616,-2.723285108548737,28.54801366323096,39.84977451585877,-2.2646415820031507,11.301760852627808
7,9,1.6701713366498439,5.053021860928709,9.250873198955333,7.681128381258247,3.382850524278865,-1.5697448176970852
7,10,-1.4936120315769585,-1.7095326417141337,46.567380395433815,25.276179308349242,-0.21592061013717512,-21.291201087084573
8,1,-6.661903748444445,0.0,1.2591741441962085,-6.480488723997155,6.661903748444445,-7.7396628681933635
8,2,-0.8637523735183095,-3.659799134912987,-8.846000140160754,13.407497396284498,-2.7960467613946776,22.253497536445252
8,3,-2.7612287916001037,-5.172572895812948,9.164203534095122,27.39017950183188,-2.4113441042128443,18.22597596773676
8,4,5.760158200274077,7.581313675717979,11.217607127723738,15.517866798504599,1.821155475443902,4.300259670780861
8,5,1.8435756117405617,3.2856263389040805,-17.879633882212488,-11.33346245954499,1.4420507271635188,6.5461714226674985
8,6,-0.893337725427557,0.890951307045782,-14.414819612322503,-11.720253719919072,1.784289032473339,2.694565892403432
8,7,-10.73284258678558,-13.36103640797461,10.79437737376304,5.675613393095205,-2.6281938211890292,-5.118763980667836
8,8,3.353912703898402,-1.6272180791465303,-5.213477400324848,-17.481657861133726,-4.981130783044932,-12.268180460808878
8,9,-1.5530014466514217,0.5958632824603569,7.269843534772292,6.444406260057008,2.1488647291117786,-0.8254372747152843
8,10,-4.2835256287069114,0.29135565775351324,-13.65105302449814,-21.036263036243156,4.574881286460425,-7.385210011745016
9,1,-0.5278343289047029,4.411808820761962,-42.6183940201376,-38.847899119261285,4.939643149666665,3.770494900876315
9,2,-3.3149987453351173,-4.521693909767748,0.03749956241091468,-17.676485719027085,-1.206695164432631,-17.713985281438
9,3,-2.1244742443793143,-2.482817294503377,19.132705807973025,40.518985047137335,-0.35834305012406276,21.38627923916431
9,4,6.385080745737412,0.3669875626066528,3.2749789546047623,0.0,-6.018093183130759,-3.2749789546047623
9,5,-9.019878749074621,-5.515328549740218,-5.096838856739282,-6.1949363276022495,3.5045501993344033,-1.0980974708629674
9,6,-8.257790708012294,-7.689342452964468,-12.342325737459419,0.22922476863192287,0.5684482550478265,12.571550506091342
9,7,-7.467780166008595,-7.15708598866911,31.543032899689706,56.75072988312786,0.3106941773394851,25.207696983438154
9,8,-1.2032396639237959,1.7264152088611127,-21.402968364140918,-4.835485517643406,2.9296548727849085,16.567482846497512
9,9,6.388491449090168,-0.4254003705960372,-4.455342282300535,-6.813886509110205,-6.813891819686205,-2.35854422680967
9,10,-6.604883093060323,-5.046983449626623,20.47803844955473,-2.572362397062932,1.5578996434337,-23.050400846617663
