target_day,FF_Mean_RL_minus_Uniform,FF_Mean_RL_minus_Uniform_within_day_sd,GRU_Mean_RL_minus_Uniform,GRU_Mean_RL_minus_Uniform_within_day_sd,FF_CVaR_RL_minus_Uniform,FF_CVaR_RL_minus_Uniform_within_day_sd,GRU_CVaR_RL_minus_Uniform,GRU_CVaR_RL_minus_Uniform_within_day_sd,GRU_minus_FF_Mean,GRU_minus_FF_Mean_within_day_sd,GRU_minus_FF_CVaR,GRU_minus_FF_CVaR_within_day_sd
2,-0.7307175593138083,3.3790576552876415,-0.7659687456063977,4.377576743020375,7.270532578339089,21.21771178499719,-1.6922893849585818,16.37697348547604,-0.03525118629258941,2.8039457401191563,-8.962821963297671,14.811201939408235
3,0.8147757050415236,3.3017798514226464,0.2619249800626108,3.16855870226804,0.25331669769690845,9.450861848112005,4.887982013060099,13.73958839363262,-0.552850724978913,1.5653853658828467,4.634665315363191,13.8986623746706
4,-0.7816619645451794,5.173285310782242,-2.94709255419973,5.041925246721693,-4.235452377541191,9.70063178849606,-0.7831896232879046,9.805723988172211,-2.1654305896545507,5.116332561310844,3.4522627542532858,10.101862562065541
5,0.8518016971397288,7.541362702508991,1.7063131904972182,5.22337874775084,3.3857114618745014,18.738128100367735,-1.7678065943713306,18.456916997188678,0.8545114933574893,5.6011769198792365,-5.153518056245832,16.05464120478795
6,1.2580642545412843,6.515642044035579,0.8637004987698219,6.214798559407794,7.699004388293662,15.993136007200949,-1.0087070670443665,26.662813855537856,-0.3943637557714624,4.555041794760799,-8.707711455338028,19.20277737670613
7,-0.20169587612856504,2.2329222979472747,-0.4163325374217607,2.467424516864003,12.984263386555142,26.021197527438375,11.735768974133123,33.59166272439719,-0.21463666129319564,2.1684216126067906,-1.2484944124220192,23.316359146561382
8,-1.6791945785221287,4.820485929559361,-1.1175516255965363,5.561084518276619,-2.029977834496833,11.347126946267185,0.038343754893509184,15.98769159674621,0.5616429529255924,3.6621945657134978,2.0683215893903424,11.279603720991375
9,-2.5747307503871184,5.592258918711517,-2.6333440423637855,4.031350189153457,-1.1449613586544616,21.73212254417321,2.0557884109189954,27.399606734643836,-0.05861329197666691,3.8341778038170755,3.200749769573457,15.98504588546232
