run_id,day,replicate,path_index,attempt_index,episode_id,vehicle_id,omi,remaining_customers,route_changed,search_gain,incumbent_search_score,selected_search_score,evaluated_candidates,operator_decisions,null_proposals,scenario_evals,recourse_runtime_s,decision_cap_hit,next_node_changed
D02_R03_P015,2,3,15,1,1,4,0.7933392451176028,9,False,0.0,100.12688449735676,100.12688449735676,250,1537,1287,25100,1.117388458980713,False,False
D02_R03_P015,2,3,15,2,1,2,0.5584836814874932,8,True,0.27401562296326887,37.68098398460368,37.40696836164041,250,725,475,25100,0.7736741660046391,False,True
D02_R03_P015,2,3,15,3,2,5,0.7355497697882879,3,False,0.0,39.2,39.2,0,25000,25000,100,1.9073420420172624,True,False
D02_R03_P016,2,3,16,1,1,4,0.9461795050435255,9,False,0.0,115.30701680688179,115.30701680688179,250,1854,1604,25100,1.2057137079536915,False,False
D02_R03_P016,2,3,16,2,1,2,0.8582570823284429,8,True,0.0006173210901678772,42.54722536579769,42.546608044707526,250,918,668,25100,0.8360788749996573,False,True
D02_R03_P017,2,3,17,1,1,1,0.801352671335582,13,False,0.0,60.5,60.5,250,926,676,25100,1.384012916998472,False,False
D02_R03_P017,2,3,17,2,2,5,0.6146512264495156,5,False,0.0,49.300000000000004,49.300000000000004,250,1343,1093,25100,0.5964784580282867,False,False
D02_R03_P017,2,3,17,3,2,4,0.5838427282878998,10,True,9.555689859539427,94.80690560070613,85.2512157411667,250,544,294,25100,0.9170931670232676,False,True
D02_R03_P018,2,3,18,1,1,5,0.9416452892769909,5,False,0.0,49.300000000000004,49.300000000000004,250,1440,1190,25100,0.611988749995362,False,False
D02_R03_P018,2,3,18,2,2,0,0.8906651328435035,4,False,0.0,25.908272345448587,25.908272345448587,0,25000,25000,100,2.5648103340063244,True,False
D02_R03_P019,2,3,19,1,1,0,0.9447451058718174,2,False,0.0,20.3,20.3,0,25000,25000,100,1.3957592499791645,True,False
D02_R03_P019,2,3,19,2,1,2,0.8910471872172351,4,False,0.0,26.4221396434906,26.4221396434906,0,25000,25000,100,2.6195959160104394,True,False
D02_R03_P020,2,3,20,1,1,2,0.8872141122781377,3,False,0.0,23.3,23.3,0,25000,25000,100,1.9736396659864113,True,False
D02_R03_P020,2,3,20,2,2,2,0.9129308128642272,2,False,0.0,23.090239814579242,23.090239814579242,0,25000,25000,100,1.3957665839698166,True,False
D05_R01_P001,5,1,1,1,1,2,0.9101615861349989,19,True,10.870912918620448,92.67091291862044,81.8,250,2248,1998,25100,5.040183125005569,False,False
D05_R01_P001,5,1,1,2,2,0,0.9278920903236266,7,False,0.0,36.5112035047169,36.5112035047169,250,15255,15005,25100,3.6259858749690466,False,False
D05_R01_P001,5,1,1,3,3,0,0.9488871576517495,2,False,0.0,25.2,25.2,0,25000,25000,100,1.3911304590292275,True,False
D05_R01_P002,5,1,2,1,1,4,0.9039709424656416,5,True,4.794486433758834,40.5455606414198,35.75107420766096,250,516,266,25100,0.4856144999503158,False,False
D05_R01_P002,5,1,2,2,2,2,0.8968861827929219,2,False,0.0,30.0,30.0,0,25000,25000,100,1.3889228330226615,True,False
D05_R01_P003,5,1,3,1,1,2,0.9465771674727453,20,True,9.07785606409719,91.27785606409718,82.19999999999999,250,2738,2488,25100,6.569444749969989,False,False
D05_R01_P003,5,1,3,2,2,2,0.9128717643026685,12,False,0.0,51.5,51.5,250,1996,1746,25100,1.742040333978366,False,False
D05_R01_P003,5,1,3,3,3,4,0.5928070889444856,7,True,9.675686615729319,49.59399614820185,39.918309532472534,250,348,98,25100,0.5999476659926586,False,False
D05_R01_P003,5,1,3,4,4,2,0.5569774763414665,2,False,0.0,28.2,28.2,0,25000,25000,100,1.390941624995321,True,False
D05_R01_P003,5,1,3,5,4,4,0.8578316356155644,3,False,0.0,60.21156640196709,60.21156640196709,250,277,27,25100,0.3170237080194056,False,False
D05_R01_P003,5,1,3,6,5,4,0.903059336390321,2,False,0.0,57.74444877635979,57.74444877635979,0,25000,25000,100,1.3911039580125362,True,False
D05_R01_P004,5,1,4,1,1,1,0.6495302261894392,6,False,0.0,22.099999999999998,22.099999999999998,0,25000,25000,100,4.145612125052139,True,False
D05_R01_P004,5,1,4,2,2,4,0.9061013165381107,8,True,9.165936055321865,56.479772904114924,47.31383684879306,250,407,157,25100,0.6889562080032192,False,False
D05_R01_P004,5,1,4,3,2,2,0.9580873995502495,10,True,1.9000000000000057,49.5,47.599999999999994,250,1976,1726,25100,1.4039648339967243,False,False
D05_R01_P004,5,1,4,4,2,5,0.7495176058781509,2,False,0.0,25.2,25.2,0,25000,25000,100,1.4030720830196515,True,False
D05_R01_P004,5,1,4,5,3,0,0.9495985468434072,6,False,0.0,37.936027123633906,37.936027123633906,250,10526,10276,25100,2.2147988330107182,False,False
D05_R01_P004,5,1,4,6,4,0,0.9057184896465174,5,False,0.0,46.46413214292634,46.46413214292634,0,25000,25000,100,3.2514330000267364,True,False
D05_R01_P004,5,1,4,7,4,2,0.7026992789868045,6,False,0.0,36.599999999999994,36.599999999999994,250,3813,3563,25100,1.0958923749858513,False,False
D05_R01_P004,5,1,4,8,5,2,0.9429794027823583,5,False,0.0,35.7,35.7,250,2586,2336,25100,0.760063124995213,False,False
D05_R01_P004,5,1,4,9,6,4,0.6208025427817477,3,False,0.0,45.8927970297336,45.8927970297336,250,275,25,25100,0.31612024997593835,False,False
D05_R01_P005,5,1,5,1,1,0,0.8535253950444135,9,False,0.0,45.682236707166,45.682236707166,250,6044,5794,25100,2.423999290971551,False,False
D05_R01_P005,5,1,5,2,2,2,0.8325698023255991,2,False,0.0,30.0,30.0,0,25000,25000,100,1.4055902080144733,True,False
D05_R01_P005,5,1,5,3,2,0,0.6945821062957702,2,False,0.0,25.2,25.2,0,25000,25000,100,1.3958932079840451,True,False
D05_R01_P006,5,1,6,1,1,2,0.6959907698554932,18,True,1.8999999999999915,81.6,79.7,250,1849,1599,25100,3.8461400840315036,False,False
D05_R01_P006,5,1,6,2,2,0,0.8770621380055015,3,False,0.0,29.1,29.1,0,25000,25000,100,1.924145040975418,True,False
