day,path_index,realized_seed,realized_path_hash,static_distance,dddas_distance,static_tardiness,dddas_tardiness,static_J,dddas_J,static_on_time,dddas_on_time,static_max_tardiness,dddas_max_tardiness,delta_distance,delta_tardiness,delta_J,delta_max_tardiness,delta_on_time
7,10,8170010,8983ccf69993860bc6af4339bf624bc17d9e15b482b9b57718d8371ddff4c5ef,371.8,374.3333333333333,0.6877597651572293,3.6614050908395845,373.1755195303145,381.6561435150125,0.98989898989899,0.9848484848484849,0.6877597651572293,3.6614050908395845,-2.5333333333333408,-2.973645325682355,-8.48062398469805,-2.973645325682355,-0.005050505050505046
7,11,8170011,910f9ed8a3a51d2743b53872a571a32b2b1389a9710fc818ad91ff4f0f752b36,371.8,371.8333333333333,4.487736650682801,4.487736650682801,380.7754733013656,380.8088066346989,0.98989898989899,0.98989898989899,4.487736650682801,4.487736650682801,-0.03333333333332197,0.0,-0.03333333333332197,0.0,0.0
7,12,8170012,cce8bcabc30f7e0686cf02d166776be0590a8cea0cccb0edc39d6cb85c208718,371.8,371.8,1.7875035106272132,1.7875035106272132,375.3750070212545,375.3750070212545,0.9949494949494949,0.9949494949494949,1.7875035106272132,1.7875035106272132,0.0,0.0,0.0,0.0,0.0
7,13,8170013,7ec18b5e4a1f9c3f26511bcb7812389f52b8858aee6fb0ff5e06fb25c8cb29f5,371.8,371.8333333333333,0.0,0.0,371.8,371.8333333333333,1.0,1.0,0.0,0.0,-0.03333333333332197,0.0,-0.03333333333332197,0.0,0.0
7,14,8170014,58fb0c2c3ea4e3834964e3c08f6374fa9309504fe2a20293b1ebb1cdd7fc07ce,371.8,371.8,0.4490152352420675,0.4490152352420675,372.6980304704842,372.6980304704842,0.9949494949494949,0.9949494949494949,0.4490152352420675,0.4490152352420675,0.0,0.0,0.0,0.0,0.0
7,15,8170015,70fa7b7b18d3cba159f20c88a3f8ee15051e478dcd58d925f67c1dc9c735bfe6,371.8,374.6000000000001,2.555376059714547,2.555376059714547,376.91075211942916,379.7107521194291,0.9949494949494949,0.9949494949494949,2.555376059714547,2.555376059714547,-2.7999999999999923,0.0,-2.7999999999999923,0.0,0.0
7,16,8170016,b5759e7ac7cb8b6bfd1a4d9c8c496d732ad42ce7e26405e23ef3c62487355e18,371.8,373.1333333333334,1.6335035865590346,0.0,375.0670071731181,373.1333333333334,0.9949494949494949,1.0,1.6335035865590346,0.0,-1.3333333333333333,1.6335035865590346,1.933673839784736,1.6335035865590346,0.005050505050505046
7,17,8170017,15662a03814b820c8fbaf3ad56cae22eb79a01b06fda66060003ba42a4cd8d11,371.8,372.6666666666667,0.0,0.0,371.8,372.6666666666667,1.0,1.0,0.0,0.0,-0.8666666666666742,0.0,-0.8666666666666742,0.0,0.0
7,18,8170018,521eb2b782adc75354f60fdf16361e625e0c7eff981641126fedeb38f98bf1c2,371.8,371.8,4.146134870249379,4.146134870249379,380.0922697404988,380.0922697404988,0.98989898989899,0.98989898989899,4.146134870249379,4.146134870249379,0.0,0.0,0.0,0.0,0.0
7,19,8170019,1448915da22f3df9ca6133126e80d17523da4a4ec6aea9cb132715a2a0ef12f8,371.8,372.1333333333334,0.6856390028483474,0.6856390028483474,373.1712780056967,373.5046113390301,0.9949494949494949,0.9949494949494949,0.6856390028483474,0.6856390028483474,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0
7,20,8170020,8b742cbf3b5e0e062a9da291244e11c73b747ba3e2ed7c0eb802c8d61ad5020b,371.8,372.4666666666667,1.0796274631721683,0.6520615423107946,373.95925492634433,373.77078975128825,0.98989898989899,0.9949494949494949,1.0796274631721683,0.6520615423107946,-0.6666666666666666,0.4275659208613736,0.18846517505608062,0.4275659208613736,0.005050505050505046
