run_id,day,replicate,path_index,realized_seed,realized_path_hash,static_distance,dddas_distance,static_tardiness,dddas_tardiness,static_J,dddas_J,static_on_time,dddas_on_time,static_max_tardiness,dddas_max_tardiness,delta_distance,delta_tardiness,delta_J,delta_max_tardiness,delta_on_time,episodes,recourse_attempts_x,route_changes,evaluated_candidates,operator_decisions,null_proposals,decision_cap_terminations,scenario_evaluations,dddas_wall_seconds,recourse_attempts_y,changed_attempts,cap_attempts,max_search_gain_all,mean_search_gain_changed,max_search_gain_changed,sum_search_gain_changed,cap_changed_attempts,immediate_next_node_changes,changed_run,realized_J_sign,realized_T_sign,realized_D_sign
D02_R02_P005,2,2,5,8120005,5efb4d9a76f658ed49101958345934e1b00702248d13bd4123caaeea664b3756,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0006570410332642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P006,2,2,6,8120006,71000c5bdaf83b50745e7d5449012b3ddfe0b32c63179b3a3ed10c8ca1e9e4b3,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,25000,25000,1,100,5.190568208985496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P007,2,2,7,8120007,332a56b84537d3673053f122d945590380655fa7443444cde1d44d0de7a47b36,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,250,33614,33364,1,25200,14.019747457990889,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P008,2,2,8,8120008,6822322d1fe03cb6532e64fc4632a8b959cbdf5db7c45313088c8a65a5a9392f,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,1275,1025,0,25100,2.542745625018142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P009,2,2,9,8120009,c333a44c14147c13551765947e97afcbd6a88ed65a6e7cbcf06049f0ab16fa26,420.50000000000006,421.9000000000001,0.0,0.0,420.50000000000006,421.9000000000001,1.0,1.0,0.0,0.0,-1.400000000000034,0.0,-1.400000000000034,0.0,0.0,3,6,1,500,103557,103057,4,50600,19.291904458019417,6.0,1.0,4.0,3.5270326433054677,3.5270326433054677,3.5270326433054677,3.5270326433054677,0.0,0.0,True,negative,zero,negative
D02_R02_P010,2,2,10,8120010,8eb0516fccccf9345cff7009dc67716ba61e4ca96b543d9fc4d81c2d37eadb21,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0,1250,60103,58853,2,125700,15.783147167006971,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P011,2,2,11,8120011,b059eec811b126054a24425505c98919856e3b7ee1841e3a0c9c7e6961464445,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0004801659961231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P012,2,2,12,8120012,efe5c2da9f201ded4bd14ca4cf3cf206dcd72d0f3c12d6aab2ca746f2688d1e8,420.50000000000006,422.30000000000007,0.0,0.0,420.50000000000006,422.30000000000007,1.0,1.0,0.0,0.0,-1.8000000000000114,0.0,-1.8000000000000114,0.0,0.0,2,3,2,500,29921,29421,1,50300,6.004139166965615,3.0,2.0,1.0,2.2056835725452686,1.713042931395826,2.2056835725452686,3.426085862791652,0.0,0.0,True,negative,zero,negative
D02_R02_P013,2,2,13,8120013,324fece089e812b825f604da8acc6c3244e1b6ea6cd922dcbc251efc547b5dbd,420.50000000000006,420.7000000000001,0.0,0.0,420.50000000000006,420.7000000000001,1.0,1.0,0.0,0.0,-0.1999999999999886,0.0,-0.1999999999999886,0.0,0.0,1,4,1,750,32525,31775,1,75400,13.27352016698569,4.0,1.0,1.0,3.0238501523224635,3.0238501523224635,3.0238501523224635,3.0238501523224635,0.0,1.0,True,negative,zero,negative
D02_R02_P014,2,2,14,8120014,0d6ea09962ee6a33acdd10932927b5b49e47047771db366e0c2277b2b9f3a490,420.50000000000006,420.7000000000001,0.0,0.0,420.50000000000006,420.7000000000001,1.0,1.0,0.0,0.0,-0.1999999999999886,0.0,-0.1999999999999886,0.0,0.0,1,2,1,500,6909,6409,0,50200,3.1457242500036955,2.0,1.0,0.0,3.2091750561053054,3.2091750561053054,3.2091750561053054,3.2091750561053054,0.0,0.0,True,negative,zero,negative
D02_R02_P015,2,2,15,8120015,0b4dccabd952755cdbf8cbd741364377dccf1455a4227ccc68c024b7d78c43f5,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,250,51417,51167,2,25300,9.705375624995211,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P016,2,2,16,8120016,57d446d9605a501eb541ca623ab01795110dc003e51065557a8e0b69b4027f07,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,250,25851,25601,1,25200,6.979661500023212,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P017,2,2,17,8120017,6d15efd29539274776e153f4e11729cb1b4b5848f9efa7f8d4b0411c00a90e1c,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,1000,29469,28469,1,100500,15.4068841249682,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P018,2,2,18,8120018,24bda18011f210be87ed360a74390b55ccd142e0bfefdc0edcef7716f9ecd709,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,50000,50000,2,200,7.080350375035778,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P019,2,2,19,8120019,467bc5fe41fa38ec97e075ad761b09508b03aeefd6d04a67f701610410b42f04,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,250,26289,26039,1,25200,2.41507895803079,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R02_P020,2,2,20,8120020,5ca47eefefeac353706692f0ee0b20c610f680dd7434e09254ec81671215a898,420.50000000000006,420.50000000000006,0.0,0.0,420.50000000000006,420.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,250,25506,25256,1,25200,2.746358999982476,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P001,2,3,1,8120001,b013e7a807f3f3f41356bacb8e72620ad8d446867d915ec782ecd1a41fad05fd,415.5000000000001,415.5000000000001,0.0,0.0,415.5000000000001,415.5000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,500,26487,25987,1,50300,5.249717417056672,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P002,2,3,2,8120002,b5bfc43cf96dc1f1cab416d08e5e5397e8d0fb2953b98e67b2fb66e9a17a91aa,415.50000000000006,415.50000000000006,0.0,0.0,415.50000000000006,415.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,50000,50000,2,200,3.658520458033309,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P003,2,3,3,8120003,e88ff630ec7361d9c824d608741efb10e3440591d36d91ac228097db550b6c65,415.50000000000006,417.1000000000001,0.0,0.0,415.50000000000006,417.1000000000001,1.0,1.0,0.0,0.0,-1.6000000000000227,0.0,-1.6000000000000227,0.0,0.0,3,3,1,750,3933,3183,0,75300,3.6533852909924462,3.0,1.0,0.0,12.73528585682513,12.73528585682513,12.73528585682513,12.73528585682513,0.0,1.0,True,negative,zero,negative
D02_R03_P004,2,3,4,8120004,a86b7cda74612e6b34481d3362ce295870344403ab20b4af433edf987260a745,415.5000000000001,415.5000000000001,0.0,0.0,415.5000000000001,415.5000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,250,25841,25591,1,25200,4.469773499993607,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P005,2,3,5,8120005,5efb4d9a76f658ed49101958345934e1b00702248d13bd4123caaeea664b3756,415.50000000000006,415.50000000000006,0.0,0.0,415.50000000000006,415.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,1257,1007,0,25100,1.107745666988194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P006,2,3,6,8120006,71000c5bdaf83b50745e7d5449012b3ddfe0b32c63179b3a3ed10c8ca1e9e4b3,415.50000000000006,415.50000000000006,0.0948750473040149,0.0948750473040149,415.6897500946081,415.6897500946081,0.9841269841269842,0.9841269841269842,0.0948750473040149,0.0948750473040149,0.0,0.0,0.0,0.0,0.0,2,2,0,500,3133,2633,0,50200,1.7953410409973003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P007,2,3,7,8120007,332a56b84537d3673053f122d945590380655fa7443444cde1d44d0de7a47b36,415.50000000000006,415.50000000000006,0.0,0.0,415.50000000000006,415.50000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,500,1109,609,0,50200,2.497387917013839,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P008,2,3,8,8120008,6822322d1fe03cb6532e64fc4632a8b959cbdf5db7c45313088c8a65a5a9392f,415.50000000000006,418.60000000000014,0.0,0.0,415.50000000000006,418.60000000000014,1.0,1.0,0.0,0.0,-3.1000000000000796,0.0,-3.1000000000000796,0.0,0.0,3,3,1,750,1579,829,0,75300,4.17255933303386,3.0,1.0,0.0,10.658651642133762,10.658651642133762,10.658651642133762,10.658651642133762,0.0,0.0,True,negative,zero,negative
D02_R03_P009,2,3,9,8120009,c333a44c14147c13551765947e97afcbd6a88ed65a6e7cbcf06049f0ab16fa26,415.5000000000001,418.60000000000014,0.0,0.0,415.5000000000001,418.60000000000014,1.0,1.0,0.0,0.0,-3.1000000000000227,0.0,-3.1000000000000227,0.0,0.0,3,9,1,1000,127756,126756,5,100900,21.633158541982993,9.0,1.0,5.0,5.348840046563794,5.348840046563794,5.348840046563794,5.348840046563794,0.0,1.0,True,negative,zero,negative
D02_R03_P010,2,3,10,8120010,8eb0516fccccf9345cff7009dc67716ba61e4ca96b543d9fc4d81c2d37eadb21,415.5000000000001,418.6000000000002,0.0,0.0,415.5000000000001,418.6000000000002,1.0,1.0,0.0,0.0,-3.1000000000000796,0.0,-3.1000000000000796,0.0,0.0,4,7,2,1250,54470,53220,2,125700,13.70019741600845,7.0,2.0,2.0,12.777470352527772,8.956001913988924,12.777470352527772,17.91200382797785,0.0,0.0,True,negative,zero,negative
D02_R03_P011,2,3,11,8120011,b059eec811b126054a24425505c98919856e3b7ee1841e3a0c9c7e6961464445,415.5000000000001,415.5000000000001,0.0,0.0,415.5000000000001,415.5000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0005208749789744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P012,2,3,12,8120012,efe5c2da9f201ded4bd14ca4cf3cf206dcd72d0f3c12d6aab2ca746f2688d1e8,415.50000000000006,415.5000000000001,0.0,0.0,415.50000000000006,415.5000000000001,1.0,1.0,0.0,0.0,-5.684341886080803e-14,0.0,-5.684341886080803e-14,0.0,0.0,4,5,1,1000,29712,28712,1,100500,7.237052833021153,5.0,1.0,1.0,1.8827135281380407,1.8827135281380407,1.8827135281380407,1.8827135281380407,0.0,0.0,True,zero,zero,zero
D02_R03_P013,2,3,13,8120013,324fece089e812b825f604da8acc6c3244e1b6ea6cd922dcbc251efc547b5dbd,415.50000000000006,415.7000000000001,0.0,0.0,415.50000000000006,415.7000000000001,1.0,1.0,0.0,0.0,-0.2000000000000454,0.0,-0.2000000000000454,0.0,0.0,1,2,1,500,4131,3631,0,50200,2.2060163330170326,2.0,1.0,0.0,3.349188387199934,3.349188387199934,3.349188387199934,3.349188387199934,0.0,1.0,True,negative,zero,negative
D02_R03_P014,2,3,14,8120014,0d6ea09962ee6a33acdd10932927b5b49e47047771db366e0c2277b2b9f3a490,415.5000000000001,415.7000000000001,0.0,0.0,415.5000000000001,415.7000000000001,1.0,1.0,0.0,0.0,-0.1999999999999318,0.0,-0.1999999999999318,0.0,0.0,1,1,1,250,2939,2689,0,25100,1.3320084590232,1.0,1.0,0.0,3.3549357767884196,3.3549357767884196,3.3549357767884196,3.3549357767884196,0.0,0.0,True,negative,zero,negative
D02_R03_P015,2,3,15,8120015,0b4dccabd952755cdbf8cbd741364377dccf1455a4227ccc68c024b7d78c43f5,415.5000000000001,415.5000000000001,4.094056231242234,0.6251029032934525,423.6881124624846,416.750205806587,0.9682539682539684,0.9841269841269842,3.468953327948782,0.6251029032934525,0.0,3.468953327948782,6.937906655897564,2.8438504246553293,0.0158730158730159,2,3,1,500,27262,26762,1,50300,4.418833791976795,3.0,1.0,1.0,0.27401562296326887,0.27401562296326887,0.27401562296326887,0.27401562296326887,0.0,1.0,True,positive,positive,zero
D02_R03_P016,2,3,16,8120016,57d446d9605a501eb541ca623ab01795110dc003e51065557a8e0b69b4027f07,415.5000000000001,415.5000000000001,2.8449403602995176,2.8449403602995176,421.1898807205991,421.1898807205991,0.9841269841269842,0.9841269841269842,2.8449403602995176,2.8449403602995176,0.0,0.0,0.0,0.0,0.0,1,2,1,500,2772,2272,0,50200,2.4584832910331897,2.0,1.0,0.0,0.0006173210901678772,0.0006173210901678772,0.0006173210901678772,0.0006173210901678772,0.0,1.0,True,zero,zero,zero
D02_R03_P017,2,3,17,8120017,6d15efd29539274776e153f4e11729cb1b4b5848f9efa7f8d4b0411c00a90e1c,415.50000000000006,417.10000000000014,0.0,0.0,415.50000000000006,417.10000000000014,1.0,1.0,0.0,0.0,-1.6000000000000796,0.0,-1.6000000000000796,0.0,0.0,2,3,1,750,2813,2063,0,75300,3.524810000031721,3.0,1.0,0.0,9.555689859539427,9.555689859539427,9.555689859539427,9.555689859539427,0.0,1.0,True,negative,zero,negative
D02_R03_P018,2,3,18,8120018,24bda18011f210be87ed360a74390b55ccd142e0bfefdc0edcef7716f9ecd709,415.5000000000001,415.5000000000001,0.0,0.0,415.5000000000001,415.5000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,250,26440,26190,1,25200,3.5937132079852745,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
D02_R03_P019,2,3,19,8120019,467bc5fe41fa38ec97e075ad761b09508b03aeefd6d04a67f701610410b42f04,415.5000000000001,415.5000000000001,0.0,0.0,415.5000000000001,415.5000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,50000,50000,2,200,4.430179624992888,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,zero,zero,zero
