run_id,day,replicate,path_index,realized_seed,realized_path_hash,static_distance,dddas_distance,static_tardiness,dddas_tardiness,static_J,dddas_J,static_on_time,dddas_on_time,static_max_tardiness,dddas_max_tardiness,delta_distance,delta_tardiness,delta_J,delta_max_tardiness,delta_on_time,episodes,recourse_attempts,route_changes,evaluated_candidates,operator_decisions,null_proposals,decision_cap_terminations,scenario_evaluations,dddas_wall_seconds
D05_R01_P010,5,1,10,8150010,2ef139c46bd19f15146addbf19ebe8d6ae75c3274aaab41140c5d6850db75ca7,402.99999999999994,402.99999999999994,0.0,0.0,402.99999999999994,402.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0007164590060710907
D05_R01_P011,5,1,11,8150011,e5b8e373bde412d4f0fbf604958c97c52f400d3999858a6bd472b07ef3d2d932,402.99999999999994,402.99999999999994,0.0,0.0,402.99999999999994,402.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,4853,4603,0,25100,2.9861488330061547
D05_R01_P012,5,1,12,8150012,341d41b433812e337f70908651fc97267050f0b0061f2e0cc89c55be72943834,402.99999999999994,403.69999999999993,0.0,0.0,402.99999999999994,403.69999999999993,1.0,1.0,0.0,0.0,-0.6999999999999886,0.0,-0.6999999999999886,0.0,0.0,3,3,1,500,25984,25484,1,50300,3.90620545798447
D05_R01_P013,5,1,13,8150013,0e0922876b543d52a0d1b9ba82705797638af492aa4ff74ac07668e6f2148c1c,402.99999999999994,401.0999999999999,0.0,0.0,402.99999999999994,401.0999999999999,1.0,1.0,0.0,0.0,1.900000000000034,0.0,1.900000000000034,0.0,0.0,1,1,1,250,2013,1763,0,25100,5.465253417030908
D05_R01_P014,5,1,14,8150014,0b572e85655e7acbbced3379f7c86c94d3081e1049d40dd44cfbf7e6bbc31e3e,402.99999999999994,402.99999999999994,0.0,0.0,402.99999999999994,402.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,364,114,0,25100,0.9864823339739814
D05_R01_P015,5,1,15,8150015,5403d0ba5ee20105af990d0bc9318fda986bc5fab112c66d555b311c82509a23,402.99999999999994,403.69999999999993,0.0,0.0,402.99999999999994,403.69999999999993,1.0,1.0,0.0,0.0,-0.6999999999999886,0.0,-0.6999999999999886,0.0,0.0,3,3,1,750,4151,3401,0,75300,3.4061879169894382
D05_R01_P016,5,1,16,8150016,61772dbf10ffb885ed4122f9bc6c2fa1f3f22a427b5cdab2db457bff8d58e547,402.9999999999999,401.0999999999999,0.0,0.0,402.9999999999999,401.0999999999999,1.0,1.0,0.0,0.0,1.8999999999999773,0.0,1.8999999999999773,0.0,0.0,1,1,1,250,5027,4777,0,25100,8.680885125009809
D05_R01_P017,5,1,17,8150017,a893b130d47c73ccd83d3d8b99e9c31777ec53ffa145795674858af3b6a02fbd,402.99999999999994,401.09999999999997,0.0,0.0,402.99999999999994,401.09999999999997,1.0,1.0,0.0,0.0,1.8999999999999773,0.0,1.8999999999999773,0.0,0.0,4,3,2,750,4588,3838,0,75300,12.215699833002873
D05_R01_P018,5,1,18,8150018,2a34a78934d3364b2cd961b0985b19d24b8f1fa3d7719020902d302840c6c9ac,402.9999999999999,401.7999999999999,0.7584106277390106,0.7584106277390106,404.5168212554779,403.3168212554779,0.9866666666666667,0.9866666666666667,0.7584106277390106,0.7584106277390106,1.1999999999999886,0.0,1.1999999999999886,0.0,0.0,3,8,2,1750,46450,44700,1,175800,18.82212508295197
D05_R01_P019,5,1,19,8150019,468cf15bfb4ebc636947995c91d5bc8d5c232707c7b91856a57e9cfc7c8fc053,402.99999999999994,401.5999999999999,0.0,0.0,402.99999999999994,401.5999999999999,1.0,1.0,0.0,0.0,1.400000000000034,0.0,1.400000000000034,0.0,0.0,3,2,1,500,3735,3235,0,50200,8.882191208016593
D05_R01_P020,5,1,20,8150020,f3874d035ba465cfa1248e0b5c37618966f58a822df3e2b4646282787adb5e29,402.99999999999994,403.69999999999993,0.0,0.0,402.99999999999994,403.69999999999993,1.0,1.0,0.0,0.0,-0.6999999999999886,0.0,-0.6999999999999886,0.0,0.0,2,5,1,1000,37996,36996,1,100500,10.05078616697574
D05_R02_P001,5,2,1,8150001,92d675ee62955edf6155025e3af06604318922531116916039341543c3e00e8e,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,7851,7601,0,25100,2.065465374966152
D05_R02_P002,5,2,2,8150002,6bef4abe2198df4ae77400e7a8689b7201e9f0fd2fbd63dd37f4aaab69377864,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,250,51446,51196,2,25300,4.824473666027188
D05_R02_P003,5,2,3,8150003,ec556f11807ce33613a8b7923b2a07bf18f37a729e9700125b1f11ea06a74f34,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,750,89114,88364,3,75600,14.636615291005
D05_R02_P004,5,2,4,8150004,229c8b9891968103bd22dfa350f52b7f3cda8c2f7ea51951b3569dd517bae7ff,417.20000000000005,417.20000000000005,17.955297923474177,17.955297923474177,453.1105958469484,453.1105958469484,0.9733333333333334,0.9733333333333334,9.437149630596537,9.437149630596537,0.0,0.0,0.0,0.0,0.0,6,9,0,750,166608,165858,6,75900,29.642909792019054
D05_R02_P005,5,2,5,8150005,410c4cb565ccc6f46b8e193b56663350c5e79583b42566d33b5d5414721697ad,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,25000,25000,1,100,2.2313656670157798
D05_R02_P006,5,2,6,8150006,81ae6704ff04cae6e39aa050cfe05408fb487a026cd20d693246a190345b56ea,417.20000000000005,419.6,3.8522480187904193,0.0,424.9044960375809,419.6,0.9733333333333334,1.0,3.77288963509244,0.0,-2.3999999999999773,3.8522480187904193,5.304496037580861,3.77288963509244,0.026666666666666616,3,2,1,500,18555,18055,0,50200,13.417158708034549
D05_R02_P007,5,2,7,8150007,2a7602656079e49c0b47eb20de0517c387abc4832313ba1f24dde2841d85b73c,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0006720420205965638
D05_R02_P008,5,2,8,8150008,879529979155069adbdcbeb0797c91995b83fa53e3a97a29030fe0f740610e3e,417.20000000000005,417.20000000000005,7.6338798036879325,7.6338798036879325,432.4677596073759,432.4677596073759,0.9866666666666667,0.9866666666666667,7.6338798036879325,7.6338798036879325,0.0,0.0,0.0,0.0,0.0,2,4,0,250,77039,76789,3,25400,11.023268999997526
D05_R02_P009,5,2,9,8150009,e960e8d839f63ded7a4cf1888083df4ad8f64b4f9cbdad474a65113b4dcd1f69,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,1434,1184,0,25100,1.3777839579852298
D05_R02_P010,5,2,10,8150010,2ef139c46bd19f15146addbf19ebe8d6ae75c3274aaab41140c5d6850db75ca7,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0007204579887911677
D05_R02_P011,5,2,11,8150011,e5b8e373bde412d4f0fbf604958c97c52f400d3999858a6bd472b07ef3d2d932,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,29,25000,24971,1,3000,21.027655041019898
D05_R02_P012,5,2,12,8150012,341d41b433812e337f70908651fc97267050f0b0061f2e0cc89c55be72943834,417.20000000000005,417.20000000000005,15.74271554476013,15.74271554476013,448.6854310895203,448.6854310895203,0.9866666666666667,0.9866666666666667,15.74271554476013,15.74271554476013,0.0,0.0,0.0,0.0,0.0,4,9,0,1000,139741,138741,5,100900,39.30112820805516
D05_R02_P013,5,2,13,8150013,0e0922876b543d52a0d1b9ba82705797638af492aa4ff74ac07668e6f2148c1c,417.20000000000005,417.20000000000005,0.27023094512321677,0.27023094512321677,417.7404618902465,417.7404618902465,0.9866666666666667,0.9866666666666667,0.27023094512321677,0.27023094512321677,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008728749817237258
D05_R02_P014,5,2,14,8150014,0b572e85655e7acbbced3379f7c86c94d3081e1049d40dd44cfbf7e6bbc31e3e,417.20000000000005,417.20000000000005,0.9878765462344745,0.9878765462344745,419.175753092469,419.175753092469,0.9866666666666667,0.9866666666666667,0.9878765462344745,0.9878765462344745,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008681659819558263
D05_R02_P015,5,2,15,8150015,5403d0ba5ee20105af990d0bc9318fda986bc5fab112c66d555b311c82509a23,417.20000000000005,417.20000000000005,7.037148406708127,7.037148406708127,431.2742968134163,431.2742968134163,0.9866666666666667,0.9866666666666667,7.037148406708127,7.037148406708127,0.0,0.0,0.0,0.0,0.0,2,4,0,750,38972,38222,1,75400,8.620690041047055
D05_R02_P016,5,2,16,8150016,61772dbf10ffb885ed4122f9bc6c2fa1f3f22a427b5cdab2db457bff8d58e547,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008970000199042261
D05_R02_P017,5,2,17,8150017,a893b130d47c73ccd83d3d8b99e9c31777ec53ffa145795674858af3b6a02fbd,417.20000000000005,417.20000000000005,4.198727376519685,4.198727376519685,425.5974547530394,425.5974547530394,0.9866666666666667,0.9866666666666667,4.198727376519685,4.198727376519685,0.0,0.0,0.0,0.0,0.0,4,4,0,500,71782,71282,2,50400,25.241364708985202
D05_R02_P018,5,2,18,8150018,2a34a78934d3364b2cd961b0985b19d24b8f1fa3d7719020902d302840c6c9ac,417.2,417.2,0.18095142338114556,0.18095142338114556,417.5619028467623,417.5619028467623,0.9866666666666667,0.9866666666666667,0.18095142338114556,0.18095142338114556,0.0,0.0,0.0,0.0,0.0,4,11,0,766,214173,213407,8,77700,75.64694883400807
D05_R02_P019,5,2,19,8150019,468cf15bfb4ebc636947995c91d5bc8d5c232707c7b91856a57e9cfc7c8fc053,417.20000000000005,417.20000000000005,0.0,0.0,417.20000000000005,417.20000000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,250,131623,131373,5,25600,32.31287445797352
D05_R02_P020,5,2,20,8150020,f3874d035ba465cfa1248e0b5c37618966f58a822df3e2b4646282787adb5e29,417.20000000000005,417.20000000000005,2.77604410030699,2.77604410030699,422.752088200614,422.752088200614,0.9866666666666667,0.9866666666666667,2.77604410030699,2.77604410030699,0.0,0.0,0.0,0.0,0.0,2,5,0,500,84196,83696,3,50500,14.310255874996074
D05_R03_P001,5,3,1,8150001,92d675ee62955edf6155025e3af06604318922531116916039341543c3e00e8e,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,500,32212,31712,1,50300,4.947891166026238
D05_R03_P002,5,3,2,8150002,6bef4abe2198df4ae77400e7a8689b7201e9f0fd2fbd63dd37f4aaab69377864,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,500,52571,52071,2,50400,6.891788250009995
D05_R03_P003,5,3,3,8150003,ec556f11807ce33613a8b7923b2a07bf18f37a729e9700125b1f11ea06a74f34,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0,250,51447,51197,2,25300,6.497899667010643
D05_R03_P004,5,3,4,8150004,229c8b9891968103bd22dfa350f52b7f3cda8c2f7ea51951b3569dd517bae7ff,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,1203,73693,72490,2,120900,22.535081541980617
D05_R03_P005,5,3,5,8150005,410c4cb565ccc6f46b8e193b56663350c5e79583b42566d33b5d5414721697ad,394.99999999999994,400.9999999999999,0.0,0.0,394.99999999999994,400.9999999999999,1.0,1.0,0.0,0.0,-5.999999999999943,0.0,-5.999999999999943,0.0,0.0,4,4,1,750,29753,29003,1,75400,5.438653416989837
D05_R03_P006,5,3,6,8150006,81ae6704ff04cae6e39aa050cfe05408fb487a026cd20d693246a190345b56ea,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,129,50000,49871,2,13100,13.796066624985542
D05_R03_P007,5,3,7,8150007,2a7602656079e49c0b47eb20de0517c387abc4832313ba1f24dde2841d85b73c,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,6772,6522,0,25100,1.611808541987557
D05_R03_P008,5,3,8,8150008,879529979155069adbdcbeb0797c91995b83fa53e3a97a29030fe0f740610e3e,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0,1000,69844,68844,2,100600,12.073861417011358
D05_R03_P009,5,3,9,8150009,e960e8d839f63ded7a4cf1888083df4ad8f64b4f9cbdad474a65113b4dcd1f69,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,500,2655,2155,0,50200,2.222629667026922
D05_R03_P010,5,3,10,8150010,2ef139c46bd19f15146addbf19ebe8d6ae75c3274aaab41140c5d6850db75ca7,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0007012499845586717
D05_R03_P011,5,3,11,8150011,e5b8e373bde412d4f0fbf604958c97c52f400d3999858a6bd472b07ef3d2d932,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,1981,1731,0,25100,4.280129834020045
D05_R03_P012,5,3,12,8150012,341d41b433812e337f70908651fc97267050f0b0061f2e0cc89c55be72943834,394.99999999999994,396.19999999999993,0.0,0.0,394.99999999999994,396.19999999999993,1.0,1.0,0.0,0.0,-1.1999999999999886,0.0,-1.1999999999999886,0.0,0.0,4,8,1,750,132836,132086,5,75800,21.193101792014204
D05_R03_P013,5,3,13,8150013,0e0922876b543d52a0d1b9ba82705797638af492aa4ff74ac07668e6f2148c1c,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,630,29894,29264,1,63300,16.53631537500769
D05_R03_P014,5,3,14,8150014,0b572e85655e7acbbced3379f7c86c94d3081e1049d40dd44cfbf7e6bbc31e3e,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,250,400,150,0,25100,1.0663469579885714
D05_R03_P015,5,3,15,8150015,5403d0ba5ee20105af990d0bc9318fda986bc5fab112c66d555b311c82509a23,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,500,52927,52427,2,50400,9.751544708036818
D05_R03_P016,5,3,16,8150016,61772dbf10ffb885ed4122f9bc6c2fa1f3f22a427b5cdab2db457bff8d58e547,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008729580440558493
D05_R03_P017,5,3,17,8150017,a893b130d47c73ccd83d3d8b99e9c31777ec53ffa145795674858af3b6a02fbd,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,750,30351,29601,1,75400,10.66856441705022
D05_R03_P018,5,3,18,8150018,2a34a78934d3364b2cd961b0985b19d24b8f1fa3d7719020902d302840c6c9ac,394.99999999999994,396.19999999999993,9.236576733500925,9.236576733500925,413.4731534670018,414.6731534670018,0.9733333333333334,0.9733333333333334,8.313633245684287,8.313633245684287,-1.1999999999999886,0.0,-1.1999999999999886,0.0,0.0,3,8,1,1454,86491,85037,3,146200,28.95633562497096
D05_R03_P019,5,3,19,8150019,468cf15bfb4ebc636947995c91d5bc8d5c232707c7b91856a57e9cfc7c8fc053,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,1000,23892,22892,0,100400,10.306285458034836
D05_R03_P020,5,3,20,8150020,f3874d035ba465cfa1248e0b5c37618966f58a822df3e2b4646282787adb5e29,394.99999999999994,394.99999999999994,0.0,0.0,394.99999999999994,394.99999999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,500,63169,62669,2,50400,8.761093416949734
D07_R01_P001,7,1,1,8170001,62eea306b95884f47782f1acd330a2ccbcd44533e84688373e56774acb16fc04,369.0999999999999,369.0999999999999,0.0,0.0,369.0999999999999,369.0999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,1448,1198,0,25100,1.3084544579614885
D07_R01_P002,7,1,2,8170002,f8c0202506739fd349e247c83d5e4cf66515c8af2369e2d5e2559cc2afd43421,369.0999999999999,369.0999999999999,10.731842540773982,10.731842540773982,390.5636850815479,390.5636850815479,0.9696969696969697,0.9696969696969697,8.358834981976486,8.358834981976486,0.0,0.0,0.0,0.0,0.0,4,8,0,1250,88918,87668,3,125800,14.236383959010709
D07_R01_P003,7,1,3,8170003,abba81fd9f6c27b894cc9b1e66ceb2d1754e19803071cc841db50b1ba6818a21,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,542,292,0,25100,1.6360325000132434
D07_R01_P004,7,1,4,8170004,ad1906a6a46c7ded6aec3cd85f6e93045e41c1a4cb645292701a430375ab3921,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,750,4724,3974,0,75300,5.3707084999768995
D07_R01_P005,7,1,5,8170005,538b28f5f3e957b3c2e63529361f2adff89bcae61fcc82c1a10ff0ebf05379ba,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,750,8538,7788,0,75300,4.3857122079934925
D07_R01_P006,7,1,6,8170006,df6c5a6c7cb94f7be329e910508d1d6ede933a24c04540c912a89a3a88bef9bc,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,500,2481,1981,0,50200,5.3204097500420175
D07_R01_P007,7,1,7,8170007,a6d6acd25e623549c7c4ce588c2f682488385c5453798804d09152e6ea3b7741,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,500,54251,53751,2,50400,6.898179500014521
D07_R01_P008,7,1,8,8170008,c59b9a87980e1510207ac500428332f4011962522891a761d9626c3aa74ce7ad,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.000763291958719492
D07_R01_P009,7,1,9,8170009,4e4275fd3d870550835f0fd30cc267a14014a712261f8f00d989f58ba71be43d,369.09999999999997,369.09999999999997,0.9569582928070304,0.9569582928070304,371.013916585614,371.013916585614,0.9848484848484849,0.9848484848484849,0.9569582928070304,0.9569582928070304,0.0,0.0,0.0,0.0,0.0,5,7,0,1250,64079,62829,2,125700,14.127712125016842
D07_R01_P010,7,1,10,8170010,8983ccf69993860bc6af4339bf624bc17d9e15b482b9b57718d8371ddff4c5ef,369.09999999999997,374.4,0.0,2.4576098507527604,369.09999999999997,379.3152197015055,1.0,0.9848484848484849,0.0,2.4576098507527604,-5.300000000000011,-2.4576098507527604,-10.215219701505532,-2.4576098507527604,-0.015151515151515138,2,2,2,500,1741,1241,0,50200,2.434968708024826
D07_R01_P011,7,1,11,8170011,910f9ed8a3a51d2743b53872a571a32b2b1389a9710fc818ad91ff4f0f752b36,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,250,510,260,0,25100,1.628180166007951
D07_R01_P012,7,1,12,8170012,cce8bcabc30f7e0686cf02d166776be0590a8cea0cccb0edc39d6cb85c208718,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,500,37680,37180,1,50300,8.500770792015828
D07_R01_P013,7,1,13,8170013,7ec18b5e4a1f9c3f26511bcb7812389f52b8858aee6fb0ff5e06fb25c8cb29f5,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008167080231942236
D07_R01_P014,7,1,14,8170014,58fb0c2c3ea4e3834964e3c08f6374fa9309504fe2a20293b1ebb1cdd7fc07ce,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0008358329650945961
D07_R01_P015,7,1,15,8170015,70fa7b7b18d3cba159f20c88a3f8ee15051e478dcd58d925f67c1dc9c735bfe6,369.09999999999997,377.29999999999995,0.0,0.0,369.09999999999997,377.29999999999995,1.0,1.0,0.0,0.0,-8.199999999999989,0.0,-8.199999999999989,0.0,0.0,3,5,2,750,55727,54977,2,75500,8.578133917006198
D07_R01_P016,7,1,16,8170016,b5759e7ac7cb8b6bfd1a4d9c8c496d732ad42ce7e26405e23ef3c62487355e18,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,1000,37209,36209,1,100500,10.812951542029623
D07_R01_P017,7,1,17,8170017,15662a03814b820c8fbaf3ad56cae22eb79a01b06fda66060003ba42a4cd8d11,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0006215830217115581
D07_R01_P018,7,1,18,8170018,521eb2b782adc75354f60fdf16361e625e0c7eff981641126fedeb38f98bf1c2,369.09999999999997,369.09999999999997,10.488717520581758,10.488717520581758,390.0774350411635,390.0774350411635,0.9848484848484849,0.9848484848484849,10.488717520581758,10.488717520581758,0.0,0.0,0.0,0.0,0.0,1,1,0,250,1730,1480,0,25100,0.7578368750400841
D07_R01_P019,7,1,19,8170019,1448915da22f3df9ca6133126e80d17523da4a4ec6aea9cb132715a2a0ef12f8,369.0999999999999,369.0999999999999,0.0,0.0,369.0999999999999,369.0999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,250,26555,26305,1,25200,4.599674500001129
D07_R01_P020,7,1,20,8170020,8b742cbf3b5e0e062a9da291244e11c73b747ba3e2ed7c0eb802c8d61ad5020b,369.09999999999997,369.09999999999997,0.0,0.0,369.09999999999997,369.09999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,750,6595,5845,0,75300,6.17298412497621
D07_R02_P001,7,2,1,8170001,62eea306b95884f47782f1acd330a2ccbcd44533e84688373e56774acb16fc04,377.8000000000001,379.00000000000006,6.93299019267414,6.93299019267414,391.6659803853484,392.86598038534834,0.9848484848484849,0.9848484848484849,6.93299019267414,6.93299019267414,-1.1999999999999318,0.0,-1.1999999999999318,0.0,0.0,2,3,2,750,2582,1832,0,75300,3.857559957948979
D07_R02_P002,7,2,2,8170002,f8c0202506739fd349e247c83d5e4cf66515c8af2369e2d5e2559cc2afd43421,377.8000000000001,380.40000000000015,7.3590433742255925,4.80240541121438,392.5180867484513,390.0048108224289,0.9545454545454546,0.9696969696969697,2.5566379630112124,2.555185484261415,-2.6000000000000227,2.5566379630112124,2.513275926022402,0.0014524787497975922,0.015151515151515138,4,5,1,750,54564,53814,2,75500,12.017851833021268
D07_R02_P003,7,2,3,8170003,abba81fd9f6c27b894cc9b1e66ceb2d1754e19803071cc841db50b1ba6818a21,377.8000000000001,377.9000000000001,10.814166821018802,10.814166821018802,399.4283336420377,399.5283336420377,0.9848484848484849,0.9848484848484849,10.814166821018802,10.814166821018802,-0.0999999999999659,0.0,-0.0999999999999659,0.0,0.0,2,2,1,500,1889,1389,0,50200,3.555442042008508
D07_R02_P004,7,2,4,8170004,ad1906a6a46c7ded6aec3cd85f6e93045e41c1a4cb645292701a430375ab3921,377.8000000000001,383.10000000000014,0.0,0.0,377.8000000000001,383.10000000000014,1.0,1.0,0.0,0.0,-5.300000000000011,0.0,-5.300000000000011,0.0,0.0,2,5,2,750,52257,51507,2,75500,12.651331583969295
D07_R02_P005,7,2,5,8170005,538b28f5f3e957b3c2e63529361f2adff89bcae61fcc82c1a10ff0ebf05379ba,377.8000000000001,379.1000000000001,0.0,0.0,377.8000000000001,379.1000000000001,1.0,1.0,0.0,0.0,-1.2999999999999545,0.0,-1.2999999999999545,0.0,0.0,3,5,2,1000,29319,28319,1,100500,8.381977959012147
D07_R02_P006,7,2,6,8170006,df6c5a6c7cb94f7be329e910508d1d6ede933a24c04540c912a89a3a88bef9bc,377.8000000000001,380.50000000000006,3.1419090464017927,0.0,384.0838180928037,380.50000000000006,0.9848484848484849,1.0,3.1419090464017927,0.0,-2.699999999999932,3.1419090464017927,3.5838180928036536,3.1419090464017927,0.015151515151515138,4,4,3,750,27477,26727,1,75400,8.374575541995
D07_R02_P007,7,2,7,8170007,a6d6acd25e623549c7c4ce588c2f682488385c5453798804d09152e6ea3b7741,377.8000000000001,377.9000000000001,7.611896624012445,7.611896624012445,393.023793248025,393.123793248025,0.9848484848484849,0.9848484848484849,7.611896624012445,7.611896624012445,-0.0999999999999659,0.0,-0.0999999999999659,0.0,0.0,3,3,1,250,50904,50654,2,25300,5.226834500033874
