run_id,day,replicate,path_index,attempt_index,evaluated_candidates,operator_decisions,null_proposals,scenario_evaluations,recourse_runtime_s,decision_cap_hit
D07_R01_P002,7,1,2,8,0,25000,25000,100,1.8978337080334313,True
D07_R01_P003,7,1,3,1,250,542,292,25100,1.407041417027358,False
D07_R01_P004,7,1,4,1,250,1042,792,25100,2.0678232919890434,False
D07_R01_P004,7,1,4,2,250,456,206,25100,1.6159093750175089,False
D07_R01_P004,7,1,4,3,250,3226,2976,25100,1.006296375009697,False
D07_R01_P005,7,1,5,1,250,894,644,25100,1.0293631670065224,False
D07_R01_P005,7,1,5,2,250,4285,4035,25100,1.4442334580235183,False
D07_R01_P005,7,1,5,3,250,3359,3109,25100,1.2283615000196733,False
D07_R01_P006,7,1,6,1,250,1191,941,25100,2.5380769160110503,False
D07_R01_P006,7,1,6,2,250,1290,1040,25100,2.322174792003352,False
D07_R01_P007,7,1,7,1,0,25000,25000,100,1.3977552080177702,True
D07_R01_P007,7,1,7,2,250,504,254,25100,1.2780879170168191,False
D07_R01_P007,7,1,7,3,0,25000,25000,100,2.5721727500203997,True
D07_R01_P007,7,1,7,4,250,3747,3497,25100,0.7436287080054171,False
D07_R01_P009,7,1,9,1,250,502,252,25100,0.9042961670202203,False
D07_R01_P009,7,1,9,2,250,391,141,25100,0.8454537079669535,False
D07_R01_P009,7,1,9,3,250,6913,6663,25100,3.600161125010345,False
D07_R01_P009,7,1,9,4,250,4537,4287,25100,2.5977907920023426,False
D07_R01_P009,7,1,9,5,0,25000,25000,100,1.402970707975328,True
D07_R01_P009,7,1,9,6,250,1736,1486,25100,0.6559277910273522,False
D07_R01_P009,7,1,9,7,0,25000,25000,100,2.530166666023433,True
D07_R01_P010,7,1,10,1,250,394,144,25100,0.9288209580117837,False
D07_R01_P010,7,1,10,2,250,1347,1097,25100,1.0509233750053681,False
D07_R01_P011,7,1,11,1,250,510,260,25100,1.3989972500130534,False
D07_R01_P012,7,1,12,1,250,876,626,25100,0.44508220796706155,False
D07_R01_P012,7,1,12,2,250,11804,11554,25100,4.0906387499999255,False
D07_R01_P012,7,1,12,3,0,25000,25000,100,3.2865720000118017,True
D07_R01_P015,7,1,15,1,250,429,179,25100,0.8582293330109678,False
D07_R01_P015,7,1,15,2,0,25000,25000,100,3.2794034580001608,True
D07_R01_P015,7,1,15,3,250,4963,4713,25100,1.55044474999886,False
D07_R01_P015,7,1,15,4,250,335,85,25100,0.3809021670022048,False
D07_R01_P015,7,1,15,5,0,25000,25000,100,1.379345957946498,True
D07_R01_P016,7,1,16,1,250,714,464,25100,1.9375413749949075,False
D07_R01_P016,7,1,16,2,250,6223,5973,25100,3.6369394580251537,False
D07_R01_P016,7,1,16,3,250,3872,3622,25100,1.145654167048633,False
D07_R01_P016,7,1,16,4,250,1400,1150,25100,0.41180233302293345,False
D07_R01_P016,7,1,16,5,0,25000,25000,100,2.542971207993105,True
D07_R01_P018,7,1,18,1,250,1730,1480,25100,0.5325506670051254,False
D07_R01_P019,7,1,19,1,250,1555,1305,25100,2.2396861250163056,False
D07_R01_P019,7,1,19,2,0,25000,25000,100,1.90640987502411,True
D07_R01_P020,7,1,20,1,250,1297,1047,25100,2.329908416955732,False
D07_R01_P020,7,1,20,2,250,4996,4746,25100,2.4296850829850882,False
D07_R01_P020,7,1,20,3,250,302,52,25100,0.7339020840008743,False
D07_R02_P001,7,2,1,1,250,948,698,25100,1.3903537500300445,False
D07_R02_P001,7,2,1,2,250,1372,1122,25100,1.0649827500456013,False
D07_R02_P001,7,2,1,3,250,262,12,25100,0.7214700420154259,False
D07_R02_P002,7,2,2,1,250,670,420,25100,1.0506947499816306,False
D07_R02_P002,7,2,2,2,0,25000,25000,100,4.085259333020076,True
D07_R02_P002,7,2,2,3,0,25000,25000,100,4.100758041022345,True
D07_R02_P002,7,2,2,4,250,2570,2320,25100,1.0669075839687139,False
D07_R02_P002,7,2,2,5,250,1324,1074,25100,0.5857863749843091,False
D07_R02_P003,7,2,3,1,250,832,582,25100,1.6561918330262415,False
D07_R02_P003,7,2,3,2,250,1057,807,25100,1.4452161659719422,False
D07_R02_P004,7,2,4,1,250,681,431,25100,2.290893082972616,False
D07_R02_P004,7,2,4,2,250,468,218,25100,1.1239855420426466,False
D07_R02_P004,7,2,4,3,0,25000,25000,100,4.083407666999847,True
D07_R02_P004,7,2,4,4,250,1108,858,25100,0.7543161669746041,False
D07_R02_P004,7,2,4,5,0,25000,25000,100,3.2669686659937724,True
D07_R02_P005,7,2,5,1,250,1111,861,25100,1.3406876670196652,False
D07_R02_P005,7,2,5,2,250,822,572,25100,1.00795991695486,False
D07_R02_P005,7,2,5,3,250,390,140,25100,0.9286845419555902,False
D07_R02_P005,7,2,5,4,0,25000,25000,100,3.2713048749719746,True
D07_R02_P005,7,2,5,5,250,1996,1746,25100,0.6817509580287151,False
D07_R02_P006,7,2,6,1,250,563,313,25100,2.283741833001841,False
D07_R02_P006,7,2,6,2,250,374,124,25100,1.7295064579811879,False
D07_R02_P006,7,2,6,3,250,1540,1290,25100,1.5416010839981027,False
D07_R02_P006,7,2,6,4,0,25000,25000,100,1.9091437080060132,True
D07_R02_P007,7,2,7,1,0,25000,25000,100,1.4000505000003614,True
D07_R02_P007,7,2,7,2,250,904,654,25100,1.7366347499773838,False
D07_R02_P007,7,2,7,3,0,25000,25000,100,1.4110005410038866,True
D07_R02_P009,7,2,9,1,250,862,612,25100,1.0308961250120774,False
D07_R02_P009,7,2,9,2,250,452,202,25100,0.9456182920257561,False
D07_R02_P009,7,2,9,3,250,453,203,25100,0.9599207080318592,False
D07_R02_P009,7,2,9,4,250,890,640,25100,1.0282966250088066,False
D07_R02_P009,7,2,9,5,250,1062,812,25100,1.4560919579816982,False
D07_R02_P009,7,2,9,6,250,509,259,25100,0.8984189999755472,False
D07_R02_P009,7,2,9,7,0,25000,25000,100,1.9456660419818945,True
D07_R02_P009,7,2,9,8,0,25000,25000,100,1.4049127909820527,True
D07_R02_P010,7,2,10,1,250,516,266,25100,0.9870036249631085,False
D07_R02_P010,7,2,10,2,250,805,555,25100,1.0032143340213224,False
D07_R02_P010,7,2,10,3,250,675,425,25100,1.036363082996104,False
D07_R02_P010,7,2,10,4,250,1213,963,25100,0.8984134170459583,False
D07_R02_P011,7,2,11,1,250,722,472,25100,1.070272833982017,False
D07_R02_P011,7,2,11,2,250,724,474,25100,1.941431916959118,False
D07_R02_P012,7,2,12,1,250,849,599,25100,0.44790587498573586,False
D07_R02_P013,7,2,13,1,250,704,454,25100,1.060141583031509,False
D07_R02_P013,7,2,13,2,250,700,450,25100,1.7249357500113547,False
D07_R02_P014,7,2,14,1,0,25000,25000,100,1.4275487910490483,True
D07_R02_P015,7,2,15,1,250,1722,1472,25100,1.6269114999449812,False
D07_R02_P015,7,2,15,2,250,866,616,25100,1.0236204999964684,False
D07_R02_P015,7,2,15,3,250,1175,925,25100,1.2540169169660658,False
D07_R02_P015,7,2,15,4,0,25000,25000,100,4.068817708001006,True
D07_R02_P015,7,2,15,5,0,25000,25000,100,1.9141256250441074,True
D07_R02_P015,7,2,15,6,250,1485,1235,25100,0.6067951250006445,False
D07_R02_P015,7,2,15,7,0,25000,25000,100,1.9052402499946766,True
D07_R02_P016,7,2,16,1,250,475,225,25100,2.086714832985308,False
D07_R02_P016,7,2,16,2,250,611,361,25100,0.9176008329959586,False
D07_R02_P016,7,2,16,3,0,25000,25000,100,6.0654980830149725,True
D07_R02_P016,7,2,16,4,0,25000,25000,100,2.5382705830270424,True
D07_R02_P016,7,2,16,5,0,25000,25000,100,1.9152986670378596,True
D07_R02_P016,7,2,16,6,0,25000,25000,100,2.522066832985729,True
D07_R02_P017,7,2,17,1,0,25000,25000,100,1.924305375025142,True
D07_R02_P017,7,2,17,2,250,349,99,25100,0.3879959170008078,False
D07_R02_P018,7,2,18,1,0,25000,25000,100,2.5370567500358447,True
D07_R02_P019,7,2,19,1,250,705,455,25100,2.129770625033416,False
D07_R02_P019,7,2,19,2,0,25000,25000,100,1.8977553749573417,True
D07_R02_P020,7,2,20,1,250,690,440,25100,2.2977665420039557,False
D07_R03_P001,7,3,1,1,250,5628,5378,25100,1.956727167009376,False
D07_R03_P002,7,3,2,1,250,8731,8481,25100,2.7352880830294453,False
D07_R03_P002,7,3,2,2,204,25000,24796,20500,11.953403708001133,True
D07_R03_P002,7,3,2,3,250,3190,2940,25100,1.0336548750055954,False
D07_R03_P002,7,3,2,4,250,1773,1523,25100,0.5414427499636076,False
D07_R03_P002,7,3,2,5,0,25000,25000,100,1.3906797500094399,True
D07_R03_P003,7,3,3,1,250,506,256,25100,1.2696628749836236,False
D07_R03_P003,7,3,3,2,250,482,232,25100,0.9687563329935074,False
D07_R03_P004,7,3,4,1,250,681,431,25100,1.8949564999784343,False
D07_R03_P004,7,3,4,2,250,1890,1640,25100,2.934160750010051,False
D07_R03_P004,7,3,4,3,250,10678,10428,25100,3.7267938330187462,False
D07_R03_P004,7,3,4,4,0,25000,25000,100,3.2423067499767058,True
D07_R03_P004,7,3,4,5,0,25000,25000,100,1.3886862499639392,True
D07_R03_P005,7,3,5,1,250,339,89,25100,0.7640599160222337,False
D07_R03_P005,7,3,5,2,250,684,434,25100,0.6812990419566631,False
D07_R03_P005,7,3,5,3,250,11459,11209,25100,6.84222808299819,False
D07_R03_P005,7,3,5,4,250,4928,4678,25100,1.5581369579886086,False
D07_R03_P005,7,3,5,5,250,14636,14386,25100,4.182963749975897,False
D07_R03_P006,7,3,6,1,250,832,582,25100,2.2864982080063783,False
D07_R03_P006,7,3,6,2,250,644,394,25100,1.8206060419906862,False
D07_R03_P006,7,3,6,3,250,2206,1956,25100,2.3952682499657385,False
D07_R03_P007,7,3,7,1,0,25000,25000,100,1.4153888750006445,True
D07_R03_P007,7,3,7,2,250,493,243,25100,1.2758634579950012,False
D07_R03_P009,7,3,9,1,250,371,121,25100,0.7794475830160081,False
D07_R03_P009,7,3,9,2,250,301,51,25100,0.8867501670029014,False
D07_R03_P009,7,3,9,3,250,5602,5352,25100,3.0764994170167483,False
D07_R03_P009,7,3,9,4,0,25000,25000,100,1.3845184579840861,True
D07_R03_P009,7,3,9,5,250,1745,1495,25100,0.6529929999960586,False
D07_R03_P009,7,3,9,6,0,25000,25000,100,2.524460625019856,True
D07_R03_P010,7,3,10,1,250,308,58,25100,0.81904770800611,False
D07_R03_P010,7,3,10,2,250,350,100,25100,0.7544290840160102,False
D07_R03_P010,7,3,10,3,250,1058,808,25100,1.0858437080169097,False
D07_R03_P010,7,3,10,4,250,4201,3951,25100,1.3689878330333158,False
D07_R03_P011,7,3,11,1,250,457,207,25100,1.3541448750183918,False
D07_R03_P011,7,3,11,2,0,25000,25000,100,1.3987111669848673,True
D07_R03_P012,7,3,12,1,250,903,653,25100,0.4492790410295129,False
D07_R03_P012,7,3,12,2,241,25000,24759,24200,10.608923708030488,True
D07_R03_P012,7,3,12,3,250,8032,7782,25100,1.8073114170110784,False
D07_R03_P012,7,3,12,4,0,25000,25000,100,3.243451874994207,True
D07_R03_P014,7,3,14,1,250,505,255,25100,1.260275000007823,False
D07_R03_P015,7,3,15,1,250,342,92,25100,0.7674537079874426,False
D07_R03_P015,7,3,15,2,0,25000,25000,100,3.268933624960482,True
D07_R03_P015,7,3,15,3,250,3678,3428,25100,1.2930119999800809,False
D07_R03_P015,7,3,15,4,0,25000,25000,100,1.390300415980164,True
D07_R03_P015,7,3,15,5,0,25000,25000,100,1.3927483329898678,True
D07_R03_P016,7,3,16,1,250,506,256,25100,1.8060254589654505,False
D07_R03_P016,7,3,16,2,250,7820,7570,25100,4.4812658749870025,False
D07_R03_P016,7,3,16,3,250,10496,10246,25100,3.727345083025284,False
D07_R03_P016,7,3,16,4,250,1401,1151,25100,0.40423012495739385,False
D07_R03_P016,7,3,16,5,0,25000,25000,100,1.9103898750036024,True
D07_R03_P016,7,3,16,6,250,3117,2867,25100,0.6841350839822553,False
D07_R03_P018,7,3,18,1,250,8761,8511,25100,2.323841709003318,False
D07_R03_P019,7,3,19,1,250,964,714,25100,2.001116083993111,False
D07_R03_P019,7,3,19,2,0,25000,25000,100,1.9088992920005694,True
D07_R03_P020,7,3,20,1,250,713,463,25100,1.9010997499572113,False
D07_R03_P020,7,3,20,2,250,283,33,25100,0.8007579169934615,False
D07_R03_P020,7,3,20,3,250,3775,3525,25100,1.7597465830040164,False
D07_R03_P020,7,3,20,4,0,25000,25000,100,1.393505042011384,True
