scenario_id,eta_0p00__OR-Tools,eta_0p00__ALNS-Mean,eta_0p00__ALNS-CVaR,eta_0p35__OR-Tools,eta_0p35__ALNS-Mean,eta_0p35__ALNS-CVaR,eta_0p70__OR-Tools,eta_0p70__ALNS-Mean,eta_0p70__ALNS-CVaR
0,10.162477721693307,0.0,0.0,22.12566513168349,0.0,0.0,10.182823440588095,0.0,0.0
1,13.775914585892082,0.19933002876695127,0.0,9.520107490902916,0.0,0.0,15.173223590677253,0.0,0.0
2,0.0,0.39026086302044405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3160917759240647,0.0,0.0,4.974179929446393,0.0,0.0,16.45453660969929,0.0,0.0
4,11.296967297816138,0.6150427080036707,0.0,11.296967297816138,0.0,0.0,11.296967297816138,0.0,0.0
5,13.22474136554294,4.1249319270921205,0.0,1.4698344627924484,0.1436056572619009,0.0,1.1757491824409954,0.0,0.0
6,1.0753158120216995,0.0,0.0,6.59233083067565,0.0,0.0,5.241021656993581,0.0,0.0
7,10.195634308522415,2.59447549133219,0.0,6.421874130440131,0.0,0.0,6.421834372572135,0.6372289728934106,0.0
8,2.1434918547715824,2.975965998364643,0.0,0.0,0.9489464126480698,0.0,0.0,0.08299324129251318,0.0
9,17.78154161001848,0.29247595116981984,0.41530011984045245,12.431550540377941,0.0,0.0,40.972199641060314,0.0,0.40207989069301675
10,1.0495026865503974,0.0,0.0,3.5322739760302966,0.0,0.0,0.0,3.0285024549976356,0.0
11,4.065210314156275,2.819991486891638,0.3924235866181789,16.893576017790167,0.0,3.9532769758708923,20.974763827851916,17.299029235169883,15.498341714177286
12,9.261224751107306,1.3956637618231298,0.0,1.1436239402597153,2.259357388368528,0.0,0.31335735702560896,0.0,0.0
13,3.6754543256575403,0.0,0.0,3.0840419448975354,0.0,0.0,104.09769034703052,0.0,0.0
14,0.0,0.0,0.0,1.1108126195384216,0.0,0.0,7.095093470998535,0.0,0.0
15,33.572482599213885,0.0,0.0,0.0,0.0,0.0,22.465577231569938,0.0,0.0
16,34.71506142247941,17.21060035369976,0.0,3.719641308033573,0.0,0.0,9.43735538687605,3.813969397009032,3.050538307496481
17,25.908266942423893,10.908004062135632,0.0,49.364535237641604,0.0,0.0,10.957006971499794,0.0,0.0
18,2.267628816769218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10.784595803862771,0.0,0.0,6.487019139974478,0.0,0.0,6.484603721329222,6.652491059126078,0.0
20,2.1067091410681655,0.0,0.0,2.0982997166007067,0.0,0.0,2.1502538984516377,0.0,0.0
21,9.554289271798808,0.9580482264126431,0.0,12.728541403773647,0.0,0.0,35.829663130377895,0.0,0.0
22,16.140895102967733,5.766497788762649,0.0,3.6738273264872703,0.0,0.0,21.77033053247044,5.144204428189084,0.0
23,10.034514624102684,0.17188869752936853,0.0,3.1716157788132477,0.0,0.0,15.92733959757794,0.0,0.19688767607158297
24,24.513373483218516,3.8477838086899396,0.0,34.51407035380345,0.0,2.865763645465563,53.41298722845181,0.6726590603918794,0.0
25,22.545988716116454,12.175207778069705,0.0,21.046698165068193,4.814866551080712,0.0,41.07523382736926,8.065387380377842,8.065387380377842
26,45.994369746444676,25.37434617508248,0.0,31.05653372651247,0.0,0.0,13.527911397336766,0.0,0.0
27,3.3338285393848253,0.0,0.0,9.245120381595626,0.0,0.0,1.01763871337252,0.0,0.0
28,4.514436867433119,0.7663075316201002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,17.470502346488445,0.0,0.0,33.16606748383657,0.0,0.0,19.665103358068848,0.0,0.0
30,3.7158460503671336,0.6125948286074276,0.0,13.292522105765272,0.0,0.0,0.0,0.0,0.0
31,31.284357372266783,7.3432255951076115,8.83891253895078,50.95712969625873,0.0,0.8277409153633926,19.40585134666111,3.683372067228902,6.496285723597168
32,7.005640105120932,0.0,0.0,5.58800416620457,0.0,0.0,5.58800416620457,0.0,0.0
33,6.137572250967935,5.4785075486996675,0.0,0.5407657162666055,0.0,0.0,1.688131071105687,0.3652068582279071,0.0
34,26.80767685147643,0.0,0.0,40.38398172198859,0.0,0.0,22.409492643583775,0.0,0.0
35,50.43367658744708,0.0,0.0,42.792530762918204,0.0,0.0,2.9479462794391225,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,29.431949830377448,8.791073404113604,0.0,19.52459240325976,0.0,0.0,19.299568755564394,0.0,0.0
38,14.562256366841865,8.780714198313092,0.0,8.428114694780078,0.0,0.0,3.5734662567600424,0.0,0.0
39,6.310702975798989,0.0,0.0,5.763994869622621,0.0,0.0,14.255037554344426,4.190873403839703,0.9942969841235367
40,35.561243811517556,0.0,0.0,33.38862286327421,8.356011510408393,0.0,95.59650976432732,13.201288866013556,5.234156906021724
41,41.378049127834885,0.0,0.0,83.43098791392839,0.0,0.0,59.000598636666325,0.0,0.0
42,27.79738496197723,3.0130702385294796,0.0,0.18573853701519738,0.0,0.0,52.288249092475496,1.7014974921611383,0.0
43,0.0,13.250136833470407,0.0,0.0,0.0,0.8054124139652004,0.0,5.104068386257097,1.4092479555038722
44,11.131964061658437,0.0,0.0,13.077124754405702,0.0,0.0,2.4487114494737625,0.0,0.0
45,41.405977664941986,0.0,0.0,18.167419932575257,0.0,5.141732023820055,13.173049196430924,6.144101131190212,0.0
46,20.424734209239233,7.6380929582933845,0.0,53.44136926135218,0.42627109915929395,0.0,24.6242584744397,0.0,0.0
47,6.4168540339149445,0.0,0.0,9.5424803798293,0.0,0.0,7.806047387226755,0.0,0.0
48,27.94182868386997,1.11362959492061,0.0,22.609401996353313,1.9897639639621616,0.0,45.026337179886156,0.0,0.0
