replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
2,53.85661405199715,4.141917789553137,21.834949731448603,9.900987496036464,36.40258007828788,14.56763034683928,15.417474865724182,4.200493748018182,17.051290039143968,1.6338151734197854
