replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
10,50.97608142490106,3.4631996140088024,-5.397930301125143,37.74447337312182,76.88530672029316,82.2832370214183,-0.5489651505625055,21.872236686560946,43.69265336014661,44.24161851070912
