decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,0,8,1,0,477.56525785570506,477.56525785570506,
2,0,2,7,1,0,477.56525785570506,477.56525785570506,
3,0,1,8,1,0,477.56525785570506,477.56525785570506,
4,1,1,8,0,0,477.56525785570506,477.56525785570506,499.8178470950055
5,2,1,8,0,0,477.56525785570506,477.56525785570506,512.6461135649182
6,3,2,7,0,1,486.4503337430308,477.56525785570506,486.4503337430308
7,4,2,10,0,1,455.7149245608702,455.7149245608702,455.7149245608702
8,4,1,9,1,0,455.7149245608702,455.7149245608702,
9,5,0,8,0,0,455.7149245608702,455.7149245608702,482.28770871487336
10,6,2,9,0,1,446.74258269195707,446.74258269195707,446.74258269195707
11,7,0,8,0,0,446.74258269195707,446.74258269195707,454.1425826919571
12,8,1,9,0,0,446.74258269195707,446.74258269195707,453.5425826919571
13,8,1,7,1,0,446.74258269195707,446.74258269195707,
14,8,0,7,1,0,446.74258269195707,446.74258269195707,
15,9,0,8,0,0,446.74258269195707,446.74258269195707,477.56525785570506
16,9,0,7,1,0,446.74258269195707,446.74258269195707,
17,10,2,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
18,11,1,9,0,0,446.74258269195707,446.74258269195707,491.83585560170803
19,12,1,9,0,0,446.74258269195707,446.74258269195707,459.71557302756855
20,12,1,8,1,0,446.74258269195707,446.74258269195707,
21,13,2,8,0,0,446.74258269195707,446.74258269195707,459.62305391657947
22,14,1,8,0,0,446.74258269195707,446.74258269195707,503.10441832032836
23,15,2,7,0,0,446.74258269195707,446.74258269195707,450.9425826919571
24,16,2,9,0,0,446.74258269195707,446.74258269195707,490.2040270289168
25,17,2,10,0,0,446.74258269195707,446.74258269195707,477.76525785570504
26,18,2,7,0,1,449.0425826919571,446.74258269195707,449.0425826919571
27,18,0,8,1,0,449.0425826919571,446.74258269195707,
28,19,1,8,0,1,446.74258269195707,446.74258269195707,446.74258269195707
29,19,1,10,1,0,446.74258269195707,446.74258269195707,
30,20,2,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
31,20,0,8,1,0,446.74258269195707,446.74258269195707,
32,20,2,8,1,0,446.74258269195707,446.74258269195707,
33,21,0,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
34,22,2,7,0,0,446.74258269195707,446.74258269195707,477.56525785570506
35,23,2,8,0,0,446.74258269195707,446.74258269195707,477.56525785570506
36,24,0,7,0,0,446.74258269195707,446.74258269195707,477.56525785570506
37,25,1,8,0,0,446.74258269195707,446.74258269195707,477.56525785570506
38,26,0,8,0,1,449.0425826919571,446.74258269195707,449.0425826919571
39,27,2,8,0,0,449.0425826919571,446.74258269195707,479.86525785570507
40,28,2,9,0,0,449.0425826919571,446.74258269195707,479.86525785570507
41,29,1,8,0,0,449.0425826919571,446.74258269195707,472.2245320998573
42,29,0,7,1,0,449.0425826919571,446.74258269195707,
43,30,1,7,0,1,446.74258269195707,446.74258269195707,446.74258269195707
44,31,2,10,0,0,446.74258269195707,446.74258269195707,477.56525785570506
45,32,0,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
46,33,0,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
47,34,2,8,0,0,446.74258269195707,446.74258269195707,477.56525785570506
48,35,0,9,0,0,446.74258269195707,446.74258269195707,508.0570371687043
49,36,0,10,0,0,446.74258269195707,446.74258269195707,459.62305391657947
50,37,0,9,0,0,446.74258269195707,446.74258269195707,486.5670365643644
51,38,0,9,0,0,446.74258269195707,446.74258269195707,473.09880139001564
52,39,2,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
53,40,1,9,0,0,446.74258269195707,446.74258269195707,477.56525785570506
54,41,1,8,0,0,446.74258269195707,446.74258269195707,477.56525785570506
55,42,1,8,0,0,446.74258269195707,446.74258269195707,468.32229666482
56,43,2,10,0,1,449.3283272513096,446.74258269195707,449.3283272513096
57,44,2,10,0,0,449.3283272513096,446.74258269195707,454.92205558884075
58,45,0,9,0,0,449.3283272513096,446.74258269195707,460.10644679398877
59,46,1,9,0,0,449.3283272513096,446.74258269195707,478.9612098589796
60,47,1,9,0,0,449.3283272513096,446.74258269195707,484.82520196710027
61,48,1,7,0,0,449.3283272513096,446.74258269195707,478.9612098589796
62,49,1,7,0,1,449.2283272513096,446.74258269195707,449.2283272513096
63,50,2,9,0,0,449.2283272513096,446.74258269195707,472.2766649875735
64,50,1,8,1,0,449.2283272513096,446.74258269195707,
65,51,2,9,0,0,449.2283272513096,446.74258269195707,456.2736568478854
66,51,1,9,1,0,449.2283272513096,446.74258269195707,
67,52,0,9,0,0,449.2283272513096,446.74258269195707,478.86120985897963
68,53,0,8,0,0,449.2283272513096,446.74258269195707,456.2736568478854
69,54,2,9,0,0,449.2283272513096,446.74258269195707,456.2736568478854
70,55,2,9,0,0,449.2283272513096,446.74258269195707,456.42832725130967
71,56,0,8,0,0,449.2283272513096,446.74258269195707,454.62832725130966
72,57,2,10,0,0,449.2283272513096,446.74258269195707,456.2736568478854
73,58,2,7,0,0,449.2283272513096,446.74258269195707,456.2736568478854
74,59,0,10,0,0,449.2283272513096,446.74258269195707,478.86120985897963
75,60,1,9,0,0,449.2283272513096,446.74258269195707,449.4283272513096
76,61,0,8,0,1,456.2736568478854,446.74258269195707,456.2736568478854
77,62,1,8,0,0,456.2736568478854,446.74258269195707,539.9977385189655
78,63,2,8,0,0,456.2736568478854,446.74258269195707,549.2368558359206
79,64,1,10,0,0,456.2736568478854,446.74258269195707,478.86120985897963
80,65,1,9,0,0,456.2736568478854,446.74258269195707,467.16607912156996
81,65,1,7,1,0,456.2736568478854,446.74258269195707,
82,66,2,8,0,0,456.2736568478854,446.74258269195707,487.35033374303083
83,66,1,7,1,0,456.2736568478854,446.74258269195707,
84,66,1,7,1,0,456.2736568478854,446.74258269195707,
85,67,2,9,0,1,454.52832725130963,446.74258269195707,454.52832725130963
86,68,1,9,0,1,454.42832725130967,446.74258269195707,454.42832725130967
87,69,2,7,0,0,454.42832725130967,446.74258269195707,463.2725441396559
88,70,0,9,0,0,454.42832725130967,446.74258269195707,476.8694181953028
89,71,1,8,0,0,454.42832725130967,446.74258269195707,476.6694181953028
90,72,1,7,0,0,454.42832725130967,446.74258269195707,476.8694181953028
91,73,2,8,0,0,454.42832725130967,446.74258269195707,476.8694181953028
92,74,2,7,0,0,454.42832725130967,446.74258269195707,464.6865178009678
93,75,1,8,0,1,453.52832725130963,446.74258269195707,453.52832725130963
94,76,2,9,0,1,450.42832725130967,446.74258269195707,450.42832725130967
95,77,2,7,0,1,450.1025421842105,446.74258269195707,450.1025421842105
96,78,2,9,0,0,450.1025421842105,446.74258269195707,460.33570380202394
97,79,1,9,0,0,450.1025421842105,446.74258269195707,464.19910973993893
98,80,1,9,0,1,454.9045440101183,446.74258269195707,454.9045440101183
99,81,0,7,0,1,453.6045440101183,446.74258269195707,453.6045440101183
100,82,0,10,0,0,453.6045440101183,446.74258269195707,462.8991097399389
101,83,2,9,0,1,456.6045440101183,446.74258269195707,456.6045440101183
102,84,1,9,0,1,449.5425826919571,446.74258269195707,449.5425826919571
103,85,0,9,0,1,449.3425826919571,446.74258269195707,449.3425826919571
104,86,0,9,0,1,449.74258269195707,446.74258269195707,449.74258269195707
105,87,2,8,0,1,449.74258269195707,446.74258269195707,449.74258269195707
106,88,2,8,0,1,449.9425826919571,446.74258269195707,449.9425826919571
107,89,2,7,0,0,449.9425826919571,446.74258269195707,464.1230539165795
108,90,1,8,0,1,449.74258269195707,446.74258269195707,449.74258269195707
109,91,1,9,0,1,449.94258269195706,446.74258269195707,449.94258269195706
110,92,1,8,0,1,449.74258269195707,446.74258269195707,449.74258269195707
111,93,0,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
112,94,0,10,0,0,449.3425826919571,446.74258269195707,462.79202994880626
113,95,2,10,0,0,449.3425826919571,446.74258269195707,477.7787485853803
114,96,2,7,0,1,451.6425826919571,446.74258269195707,451.6425826919571
115,97,1,9,0,1,451.6425826919571,446.74258269195707,451.6425826919571
116,98,1,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
117,99,2,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
118,99,1,9,1,0,449.3425826919571,446.74258269195707,
119,100,1,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
120,101,2,10,0,1,449.3425826919571,446.74258269195707,449.3425826919571
121,102,2,8,0,0,449.3425826919571,446.74258269195707,460.9425826919571
122,103,2,9,0,1,449.3425826919571,446.74258269195707,449.3425826919571
123,104,0,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
124,105,0,9,0,1,449.5425826919571,446.74258269195707,449.5425826919571
125,106,2,9,0,1,449.3425826919571,446.74258269195707,449.3425826919571
126,107,1,9,0,1,449.3425826919571,446.74258269195707,449.3425826919571
127,107,1,9,1,0,449.3425826919571,446.74258269195707,
128,107,2,10,1,0,449.3425826919571,446.74258269195707,
129,107,1,9,1,0,449.3425826919571,446.74258269195707,
130,108,0,9,0,0,449.3425826919571,446.74258269195707,489.6300170103891
131,109,0,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
132,110,1,8,0,0,449.3425826919571,446.74258269195707,460.9425826919571
133,111,1,8,0,1,449.3425826919571,446.74258269195707,449.3425826919571
134,112,0,9,0,1,449.3425826919571,446.74258269195707,449.3425826919571
135,113,0,10,0,0,449.3425826919571,446.74258269195707,462.79202994880626
136,113,0,7,1,0,449.3425826919571,446.74258269195707,
137,113,1,8,1,0,449.3425826919571,446.74258269195707,
