replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
7,55.12505713820438,2.8362977695343634,-11.741719277385187,-20.71956921041624,18.997268544302983,30.73898782168817,-2.1208596386925977,-6.8597846052081675,9.198634272151487,11.319493910844084
