method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
Uniform-CVaR-GRUseed,372.79999999999984,0.0,0.0,0.0,0.8111258787080474,2.680859879040535,4.723032078896921,9.782793820949657,0.9952051282051282,0.6352715758268692,0.05283525996977704,0.8642370247225469,374.42225175741595,392.36558764189914,0.00032345799991162494,31.42478070799916,0.4279368340012297,0,0,25100,250,273,23
Uniform-CVaR-FFseed,379.29999999999984,0.0,0.0,0.0,0.8707434928477762,2.7369608742560523,5.130471261978187,10.395428384540162,0.9953205128205128,0.7401394036012746,0.052045931648291674,0.8513236469945769,381.04148698569537,400.0908567690802,0.00034241699904669076,42.741256041999804,0.4309932910000498,0,0,25100,250,324,74
ALNS-Mean,371.09999999999997,0.0,0.0,0.0,1.0466243182627317,2.831082700678062,6.471283454013417,11.284039661428341,0.995102564102564,0.971720100198529,0.05258714083025102,0.8669350373749874,373.1932486365254,393.66807932285667,0.0,39.37669737499891,0.43033987499984505,0,0,25100,250,304,54
ALNS-CVaR,380.7999999999999,0.0,0.0,0.0,1.1456858151181823,4.243331942584574,6.385821709350978,15.279603784395412,0.9960641025641025,0.8339700437320078,0.05208372430004418,0.8535794896485227,383.09137163023627,411.35920756879074,0.0,29.226560707998942,0.43123758399997314,0,0,25100,250,276,26
Uniform-Mean-GRUseed,381.1999999999999,0.0,0.0,0.0,2.4311827444348784,6.033808901289134,12.937083962792173,23.152236455247557,0.9933589743589744,1.8542982652254023,0.052107835210785526,0.8510339689473613,386.06236548886966,427.504472910495,0.0003467499991529621,48.30848424999931,0.4273430829998688,0,0,25100,250,348,98
Uniform-Mean-FFseed,368.79999999999995,0.0,0.0,0.0,2.798590281613575,8.596067249376214,12.167030220537129,33.242258751681064,0.993628205128205,1.9118487133282642,0.052217936812297,0.8584527718157261,374.3971805632271,435.28451750336205,0.00039199999991978984,34.866871666001316,0.43208891699941887,0,0,25100,250,286,36
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.45029683299981116,0,0,0,0,0,0
ALNS-Nominal,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,23.631554791998497,0.43439137499990466,0,0,0,250,283,33
