method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
ALNS-Mean,368.09999999999985,0.0,0.0,0.0,0.3140312774386086,1.0835644321453337,2.0975875696710773,4.253410362628902,0.9969230769230769,0.2793271007062651,0.052465938971134635,0.8582289892131124,368.72806255487706,376.60682072525765,0.0,39.22835779199886,0.45085441599985643,0,0,25100,250,309,59
Uniform-CVaR-FFseed,383.29999999999995,0.0,0.0,0.0,0.4089812240807928,1.5890526341422775,2.6169968905178678,5.584217065719006,0.9967051282051281,0.3472745159443937,0.05251586274339685,0.8458875758959287,384.11796244816156,394.46843413143796,0.0003677500008052448,31.801386125000136,0.45225604200095404,0,0,25100,250,270,20
Uniform-CVaR-GRUseed,372.19999999999993,0.0,0.0,0.0,0.6963001904983156,1.9470442324594446,4.099334383377652,7.68088827525997,0.9957435897435897,0.6549364150950523,0.05281745777557469,0.8534993361135998,373.59260038099654,387.5617765505199,0.00032012499832489993,33.76001224999891,0.45317429099850415,0,0,25100,250,278,28
ALNS-CVaR,377.0,0.0,0.0,0.0,0.7871008920957016,2.621524177240584,4.329397988466127,9.362447141159262,0.9954615384615386,0.7120037815436738,0.05311526386839213,0.857511467191493,378.5742017841914,395.72489428231853,0.0,29.744834709001225,0.45985149999978603,0,0,25100,250,271,21
Uniform-Mean-FFseed,374.29999999999995,0.0,0.0,0.0,0.8184529309824903,3.2411915622715832,5.199084702321045,11.74909318418294,0.9971923076923077,0.643794114023359,0.05215547024199511,0.8578694591280246,375.93690586196493,397.7981863683658,0.00040704200000618584,31.830006416999822,0.46371020799961116,0,0,25100,250,271,21
Uniform-Mean-GRUseed,371.5999999999999,0.0,0.0,0.0,3.0508810037141676,8.665972408655021,13.257040848568636,33.59567547992707,0.992820512820513,2.116127006494547,0.052305628127716046,0.8558041299002433,377.7017620074283,438.79135095985407,0.00034770799902617,34.541737166999155,0.45110954200026754,0,0,25100,250,284,34
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.4584058330001426,0,0,0,0,0,0
ALNS-Nominal,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,24.93488966699988,0.4482656250002037,0,0,0,250,303,53
