day,z_n_customers,z_regularized_fraction,z_distance_km,z_max_weight_utilization,z_max_volume_utilization
2,-1.3758553138089185,2.460605357325202,0.295471517730878,-0.027787702403817338,0.01100283379500552
3,-0.755751510402082,0.5644405869460708,-0.26657211127490865,-0.5198819855492347,0.3309579780803215
4,-0.4456996086986637,-0.5357296524253737,0.6422643952025279,0.7047802748939215,1.0991368429591268
5,0.484456096411591,-0.4806470562367811,-0.30244723653058414,0.6089604897973154,-0.34196653742863103
6,0.7945079981150093,-0.22845738948254565,-1.291006243576202,0.23530275507348297,-2.1368681849398476
7,-0.9107774612537911,-0.5852759210717909,-1.581993370650123,-2.4109343815994846,1.2282100065314485
8,0.32943014555988187,-0.5896056770861499,1.3796975254583335,0.7047802748939215,-0.581270116443557
9,1.879689654076973,-0.6053302479686311,1.1245855236400968,0.7047802748939215,0.39079717744627424
