replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
9,44.03363263836766,3.1974754420887948,41.88677925947235,1.683958118081705,29.68176359365441,-12.205015665817939,22.643389629736138,1.141979059040838,16.64088179682727,-6.002507832908869
