decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score
1,1,1,11,0,0,773.9924577685376,538.7056046768008,538.7056046768008
2,2,1,13,0,1,548.1442631089913,548.1442631089913,538.7056046768008
3,3,0,11,0,1,548.7442631089913,548.7442631089913,538.7056046768008
4,4,0,9,0,1,544.6287165056948,544.6287165056948,538.7056046768008
5,5,1,10,0,0,550.5916957711904,544.6287165056948,538.7056046768008
6,6,0,12,0,1,520.8437073179681,520.8437073179681,520.8437073179681
7,7,0,12,0,1,518.1054410221357,518.1054410221357,518.1054410221357
8,8,1,12,0,1,512.8152914787892,512.8152914787892,512.8152914787892
9,9,0,10,0,0,547.4411716990791,512.8152914787892,512.8152914787892
10,10,0,10,0,0,547.4411716990791,512.8152914787892,512.8152914787892
11,11,1,13,0,0,518.1054410221357,512.8152914787892,512.8152914787892
12,12,1,11,0,1,505.30685273363986,505.30685273363986,505.30685273363986
13,13,1,11,0,1,504.60685273363987,504.60685273363987,504.60685273363987
14,14,1,13,0,1,504.91450319897314,504.91450319897314,504.60685273363987
15,15,1,13,0,0,561.0979295271976,504.91450319897314,504.60685273363987
16,16,0,12,0,0,506.1990001877822,504.91450319897314,504.60685273363987
17,17,0,12,0,0,524.4090725297344,504.91450319897314,504.60685273363987
18,18,0,13,0,0,740.8367034708533,504.91450319897314,504.60685273363987
19,19,2,12,0,0,506.1990001877822,504.91450319897314,504.60685273363987
20,20,1,12,0,0,567.543096154685,504.91450319897314,504.60685273363987
21,21,1,11,0,0,524.4090725297344,504.91450319897314,504.60685273363987
22,22,2,10,0,0,558.3912304740059,504.91450319897314,504.60685273363987
23,23,1,10,0,0,508.6324853943546,504.91450319897314,504.60685273363987
24,24,0,12,0,0,560.0699027645778,504.91450319897314,504.60685273363987
25,25,2,10,0,0,547.5978094029197,504.91450319897314,504.60685273363987
26,26,2,11,0,1,506.1990001877822,506.1990001877822,504.60685273363987
27,27,0,12,0,0,523.5003154571431,506.1990001877822,504.60685273363987
28,28,1,10,0,0,525.6961739749227,506.1990001877822,504.60685273363987
29,29,0,11,0,0,527.9136230879753,506.1990001877822,504.60685273363987
30,30,1,11,0,0,543.3579596266037,506.1990001877822,504.60685273363987
31,31,0,12,0,1,504.91450319897314,504.91450319897314,504.60685273363987
32,32,1,11,0,1,500.4202819372232,500.4202819372232,500.4202819372232
33,33,1,10,0,0,573.8682665383097,500.4202819372232,500.4202819372232
34,34,1,11,0,0,569.7476157139488,500.4202819372232,500.4202819372232
35,35,1,11,0,0,550.2075477118776,500.4202819372232,500.4202819372232
36,36,1,11,0,0,533.9627285211535,500.4202819372232,500.4202819372232
37,37,1,9,0,0,569.7476157139488,500.4202819372232,500.4202819372232
38,38,1,10,0,0,569.7476157139488,500.4202819372232,500.4202819372232
39,39,1,10,0,0,539.1943504464842,500.4202819372232,500.4202819372232
40,40,2,12,0,0,529.4929568307579,500.4202819372232,500.4202819372232
41,41,1,9,0,0,550.2075477118776,500.4202819372232,500.4202819372232
42,42,1,12,0,1,496.52148354288454,496.52148354288454,496.52148354288454
43,43,2,11,0,0,811.3885810624772,496.52148354288454,496.52148354288454
44,43,0,11,1,0,,496.52148354288454,496.52148354288454
45,44,2,9,0,0,540.5162255809065,496.52148354288454,496.52148354288454
46,44,0,10,1,0,,496.52148354288454,496.52148354288454
47,45,1,12,0,0,590.9399876200969,496.52148354288454,496.52148354288454
48,46,0,12,0,1,496.1627537912795,496.1627537912795,496.1627537912795
49,47,1,13,0,0,509.99363511849833,496.1627537912795,496.1627537912795
50,48,1,11,0,1,496.6020493154223,496.6020493154223,496.1627537912795
