day,Jcvar_gain_mean_minus_cvar,Jcvar_gain_within_day_sd,tail_gain_mean_minus_cvar,tail_gain_within_day_sd,Jmean_gain_OR_minus_ALNSMean,Jcvar_gain_OR_minus_ALNSCVAR,tail_gain_OR_minus_ALNSCVAR
1,10.54545637960185,9.810795493354314,6.789394856467555,5.495776127084464,1.2829046651194556,18.015382421435884,10.941024544051254
2,4.960425552276528,3.663609826903598,4.096879442804925,2.167091204172638,8.987954977662659,59.805359049649745,33.5860128581582
3,1.831966019622314,6.546676773342911,1.4826496764778252,2.788923413075018,6.433383045984347,17.41551379669259,9.724423565012968
4,11.609122045900373,21.922703928133117,12.55456102295017,14.504315609849439,7.338885115504695,34.6261484755143,25.646407571090478
5,1.7727064019456786,16.444889214049834,5.569686534306222,4.843094459253383,38.92758642020908,101.04398489075163,55.30532577870915
6,8.968046001137509,24.250583244953106,4.800689667235387,10.658080099556324,27.383808951180033,121.57066405549439,64.66866536108051
7,10.856456992282139,16.404346055270356,9.428228496141047,8.224274580938035,3.5749399797153765,21.05515977007434,14.727579885037175
8,13.562148646107213,7.801919645600286,11.531074323053588,4.242599433194798,9.01491450918265,51.25255877276879,30.8762793863843
9,13.39574285950033,15.724013658864026,9.231204763083445,9.962924096625079,26.03771284252855,73.94655957559938,38.45661312113304
