day,replicate,method,n_customers,horizon_min,seed_search,seed_test,seed_algorithm,hawkes_mu,hawkes_beta,hawkes_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
7,3,ALNS-Mean,66,536.4634582272179,6343001,6344001,6352001,0.01,0.6,0.35,0.9,363.6999999999999,0.0,5.36183615285616,9.913457090586038,21.30333831170532,37.814333372367805,0.9864242424242424,4.060169997901273,0.0524116578287853,0.8564934498247633,1.0471704920459068,374.4236723057122,439.3286667447355,25100,250,271,21,20.185974874999378,20.225253207994683
7,3,ALNS-CVaR,66,536.4634582272179,6343001,6344001,6353001,0.01,0.6,0.35,0.9,368.4999999999999,0.0,3.3758384373455037,5.659742152146147,14.684098112713457,21.25782273172024,0.9900757575757576,3.069834991087039,0.0527506548185243,0.8518865218276602,1.0474755893366718,375.2516768746909,411.0156454634403,25100,250,258,8,18.36346600000252,18.400001374997373
8,1,OR-Tools,74,535.3240219323843,7143001,7144001,0,0.01,0.6,0.35,0.9,437.7000000000002,0.0,11.150267545145802,15.621276400378637,43.283897524317126,61.43685147955004,0.973527027027027,6.343342921514451,0.0545448809344604,0.8781238912558206,1.0490903928410145,460.0005350902918,560.5737029591003,0,0,0,0,0.0,0.0
8,1,ALNS-Mean,74,535.3240219323843,7143001,7144001,7152001,0.01,0.6,0.35,0.9,440.8,0.0,4.959515278692345,8.957892432407366,20.9590057471531,34.54646700834873,0.9870810810810812,3.5293335092131457,0.0543070414543752,0.867964945098928,1.0488763373089376,450.7190305573847,509.8929340166975,25100,250,300,50,32.180280209002376,32.22446820799814
8,1,ALNS-CVaR,74,535.3240219323843,7143001,7144001,7153001,0.01,0.6,0.35,0.9,454.69999999999993,0.0,2.2017713065091846,5.488702936068051,12.111997779281182,21.07231316667596,0.9935270270270272,1.790229643615957,0.0547722863253783,0.8620194452890683,1.0492950576928406,459.1035426130183,496.8446263333518,25100,250,290,40,29.677809625005462,29.71926487499877
8,2,OR-Tools,74,535.3240219323843,7243001,7244001,0,0.01,0.6,0.35,0.9,437.7000000000002,0.0,10.991667468942648,15.040210102826933,42.50143895953033,59.7996711348535,0.9733783783783784,6.4023928999870225,0.0525748331609234,0.8566383061197648,1.0473173498448312,459.6833349378855,557.2993422697073,0,0,0,0,0.0,0.0
8,2,ALNS-Mean,74,535.3240219323843,7243001,7244001,7252001,0.01,0.6,0.35,0.9,436.30000000000007,0.3360914637644896,8.05933797672058,10.15348880942315,26.089585343715413,41.34787282448137,0.981054054054054,5.945354569421607,0.0531495369915303,0.8531650235456711,1.0478345832923774,452.4186759534412,518.9957456489628,25100,250,326,76,34.4335825829985,34.47708637500182
8,2,ALNS-CVaR,74,535.3240219323843,7243001,7244001,7253001,0.01,0.6,0.35,0.9,443.5999999999999,0.0,3.5463373213059763,8.654355481471896,20.64913207566147,34.68294754008579,0.9924729729729728,2.432992817091999,0.0527959966306888,0.8329011819874034,1.04751639696762,450.69267464261185,512.9658950801715,25100,250,269,19,23.308269834000384,23.349724500003504
8,3,OR-Tools,74,535.3240219323843,7343001,7344001,0,0.01,0.6,0.35,0.9,437.7000000000002,0.0,11.845043240259956,15.96646770706102,42.511389841643165,60.98568497157743,0.972337837837838,6.522186765968618,0.0545691205986227,0.8661085862234618,1.0491122085387603,461.39008648052015,559.671369943155,0,0,0,0,0.0,0.0
8,3,ALNS-Mean,74,535.3240219323843,7343001,7344001,7352001,0.01,0.6,0.35,0.9,439.00000000000006,0.0,5.945753235161769,13.252664794707718,26.66739246323158,48.292252563158726,0.9856486486486488,3.703017578236997,0.0545103906808248,0.8590073412677184,1.0490593516127424,450.8915064703236,535.5845051263175,25100,250,294,44,30.595306374998472,30.64030774999992
8,3,ALNS-CVaR,74,535.3240219323843,7343001,7344001,7353001,0.01,0.6,0.35,0.9,446.3000000000002,0.3360914637644896,8.07686469849163,8.71904831740105,25.742612320165705,33.83810872006631,0.9811621621621622,6.352796866740115,0.0553242191474026,0.8726970115683091,1.0497917972326625,462.4537293969834,513.9762174401328,25100,250,270,20,26.15517974999966,26.19712970800174
9,1,OR-Tools,84,537.8181602266151,8143001,8144001,0,0.01,0.6,0.35,0.9,431.2999999999999,0.0,16.568747366840622,14.31672954153392,45.29692811156042,56.32118337753844,0.9682380952380952,9.66447211565644,0.0518292631210788,0.852880619870306,1.046646336808971,464.4374947336811,543.9423667550768,0,0,0,0,0.0,0.0
9,1,ALNS-Mean,84,537.8181602266151,8143001,8144001,8152001,0.01,0.6,0.35,0.9,430.6,0.0,5.388902903056745,7.382943405080432,21.339120995616497,27.643513465755017,0.9861071428571428,4.245621199003823,0.0516116699315289,0.8616950489090086,1.046450502938376,441.3778058061135,485.8870269315101,25100,250,282,32,37.9949355830031,38.044654584002274
