day,replicate,method,n_customers,horizon_min,seed_search,seed_test,seed_algorithm,hawkes_mu,hawkes_beta,hawkes_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
6,3,OR-Tools,77,527.8491041104045,5343001,5344001,0,0.01,0.6,0.35,0.9,370.70000000000005,0.0,19.000085679278776,19.066775141386255,55.989232670999,79.22842120090924,0.9600389610389608,9.074840400526464,0.05167791079678543,0.8640506625042531,1.046510119717107,408.7001713585576,529.1568424018185,0,0,0,0,0.0,0.0
6,3,ALNS-Mean,77,527.8491041104045,5343001,5344001,5352001,0.01,0.6,0.35,0.9,381.6,0.0,2.8592154340171545,6.31304276900497,16.14367764922224,23.567583074493594,0.9935194805194804,2.4121931057959083,0.052614687228743844,0.8706037648777659,1.0473532185058694,387.31843086803434,428.7351661489872,25100,250,261,11,24.523167209001258,24.567832875000022
6,3,ALNS-CVaR,77,527.8491041104045,5343001,5344001,5353001,0.01,0.6,0.35,0.9,376.9,0.0,0.5126830251187059,2.198864088676018,3.8501803694640273,8.927783757755781,0.9987792207792209,0.5106022869061635,0.05311510814749472,0.8781504763923844,1.0478035973327453,377.9253660502374,394.75556751551153,25100,250,258,8,23.59076120800455,23.63214254200284
