scenario_id,OR-Tools,ALNS-Mean,ALNS-CVaR
0,15.749454149348225,0.10792460183571961,0.0
1,7.8639281817633275,0.0,0.0
2,0.0,1.6131252332706083,0.0
3,0.0,0.37133888010970395,0.0
4,0.11814841087493733,0.6980433071526875,0.0
5,0.0,1.1816903393865061,0.0
6,0.0,7.898378676720853,0.0
7,3.4725943480908654,5.1581159239942735,2.156242763419357
8,3.061188954595565,4.786119188105403,0.0
9,7.658480348630519,1.6415163044083272,0.0
10,0.0,6.383231864084252,0.0
11,5.939823740548292,5.405626799293799,0.0
12,42.13034086592782,0.0,0.0
13,7.443128343377282,0.0,0.0
14,9.874545047863876,0.4720321074205458,0.0
15,25.449370413771362,10.305654911380628,41.91957590836958
16,4.301920277777697,0.0,0.0
17,5.571651617791332,1.7749028702365308,0.0
18,10.783256620117413,9.73327607856362,0.0
19,0.4716853328409627,0.0,0.0
20,2.198856593551767,4.7939989633229345,0.0
21,10.007873418234112,0.18842742986379335,0.0
22,14.956576281438657,6.557933581377341,0.0
23,7.537127166386341,0.0,10.732911075832845
24,0.0,0.0,0.0
25,1.6016822579467487,3.1716248585925655,0.5661870825147162
26,3.747951188131708,0.9740503717761726,0.0
27,5.862885282157919,0.0,0.0
28,9.30579734752473,4.349668037237279,0.0
29,7.466352348029886,0.025573657184338572,0.0
30,13.08904944280954,1.7127938306009298,0.0
31,0.5614281989320489,0.0,0.0
32,0.0,0.0,0.0
33,6.632418322565769,1.6054303775383971,0.0
34,2.658810812655304,5.771462283428548,0.09515439524778913
35,13.402268260580229,0.6528806599033885,0.0
36,2.4231317056782586,0.0,0.0
37,21.55765838585077,1.7382633052566234,0.0
38,14.41810711331749,0.0,0.0
39,2.1335278264400017,12.34043773664203,0.0
40,5.0447888154646705,1.4822653375838684,0.0
41,4.483198148107988,1.797870389139348,0.0
42,2.9422819847444828,3.463662067518271,2.9422819847444828
43,5.754129914456854,0.0,0.0
44,3.561477275333459,5.938206762349267,0.0
45,0.0,1.4304958741514326,0.0
46,0.0,0.6868943178033078,0.0
47,1.291364483838123,0.0,0.0
48,8.396093127855409,0.1313921619355085,0.0
49,12.060937679615762,0.5321558547547056,0.0
50,0.13178088677594246,0.0,0.0
51,0.0,7.914862254909025,0.0
52,0.0,0.0,0.0
53,4.669958342500195,3.7340136183515256,0.0
54,2.7185062961200686,14.902543702776285,17.358654122137096
55,8.41967618290775,0.0,0.0
56,28.39531275454084,0.0,0.0
57,5.934376281568973,0.0,0.0
58,36.05766785581352,6.229319765979113,0.0
59,5.923481619483681,0.0,0.0
60,26.298392035627387,5.3257178540243615,0.0
61,0.0,5.410844437079021,0.0
62,4.7697648485906825,2.0829775615117683,0.0
63,0.0,0.0974528381699713,0.0
64,8.409376946098547,7.922260678856048,0.0
65,9.314683677178493,0.0,0.0
66,23.018817986271443,10.765319373243614,8.315761148477634
67,3.923769645040835,0.0,0.0
68,10.937051166176644,4.273420579969326,0.0
69,11.065873141545694,5.781877553114612,0.0
70,3.80833888153785,10.521602227874325,0.0
71,12.13093226587793,2.893489329506366,0.9526186419296323
72,12.113188916655844,10.811524474154055,0.6576988740913237
73,17.599014743708324,1.3957541911040607,0.0
74,8.258020800151058,0.0,0.0
75,6.4854469829677726,1.4990039658147793,0.0
76,10.631838625963184,0.0,0.0
77,0.0,0.7434792855337662,0.0
78,7.1886101382743846,0.956111941525478,0.0
79,0.0,0.5241429629360255,0.0
80,0.23653333355264294,0.285938319440163,0.0
81,0.0,15.10091242479163,0.0
82,0.0,6.717134586887397,4.494691683871537
83,4.341535235318986,0.4733941412482352,0.0
84,0.0,1.1661105647239651,0.0
85,3.1739916158534527,0.18598948701080076,0.0
86,7.918944779276785,1.164488630056212,0.0
87,5.185300032607756,7.224175298373638,0.0
88,18.796523749411648,8.144999577960789,0.0
89,0.0,0.6145211124606647,0.0
90,10.578601160848478,7.768000515214425,0.0
91,4.1964978103779345,0.0,0.0
92,6.322941286104481,0.15629511181347766,0.0
93,0.0,0.4567541998776221,0.0
94,3.2613549716963064,0.2627996584947141,0.0
95,11.17803671750437,1.587570679828076,0.0
96,0.0,0.6008227499046654,0.0
97,3.569776150130224,0.43730126200935615,0.0
98,0.0,0.0,0.0
99,41.133672745968,1.2753742114724673,0.0
100,6.257971696254657,0.3358697105176134,0.0
101,3.17608069788821,3.1504975506318544,1.8688117969867335
102,8.403544933536182,0.049902374352285506,6.436632876534219
103,4.384155193818231,2.1215904909752794,0.0
104,1.237182176069524,1.012936463748531,0.0
105,0.0,0.0,0.0
106,2.102240610719747,0.0,0.0
107,0.0,0.8912624940874707,0.0
108,0.0,0.0,0.0
109,0.0,0.8312818605021732,0.0
110,6.663502281907483,0.17150137458531844,0.0
111,7.120843350302721,1.941339203873241,0.0
112,2.858773658832547,0.0,0.0
113,9.873284657350808,0.5784474718648198,0.0
114,0.0,10.01802161950431,0.5712057116691085
115,4.044884297501767,24.278333080294487,3.35479634457306
116,0.0,2.575063241853485,0.0
117,1.4410122356243278,8.017957451485074,0.0
118,7.985644691974443,2.578817352123707,0.0
119,11.238904431790388,3.099795698236562,0.0
120,42.58398884183046,1.9264553672260831,0.0
121,0.39416031845294697,8.074518892052339,0.0
122,9.093291861701516,6.406641848539806,0.0
123,1.4060278216572328,4.5935685161204844,0.0
124,14.38429962681198,1.9908650453773475,0.0
125,12.489674965656661,3.3844251980059994,0.0
126,0.0,0.0,0.0
127,0.0,0.34210738911696126,0.0
128,0.0,6.88278364196006,0.0
129,0.7162415995228173,0.0,0.0
130,10.071758773435931,0.22588448051627097,0.0
131,0.047672232728757535,0.0,0.0
132,6.880853070964918,0.0,0.0
133,19.69595999183653,4.6848420750960145,0.0
134,6.063362517243519,0.48479318699398277,0.0
135,0.5253412121426493,0.5253412121426493,0.5253412121426493
136,0.0,0.0,5.64105451679211
137,6.407840358181545,0.0,0.0
138,0.0,0.07201709508879617,0.0
139,5.680669639843018,7.553413098653067,0.8558163101200478
140,0.0,1.213629206086324,0.0
141,2.6522852273537296,8.196810112046393,0.0
142,0.6239569627665844,13.958462316263564,0.0
143,3.8594637945891463,0.021648000290070968,0.0
144,12.924026951058153,0.10501332018944254,0.0
145,0.0,0.0,0.0
146,4.872590524360334,2.178678390485146,0.0
147,0.5393473133339626,0.0,0.0
148,0.0,0.0,0.0
149,41.450049021312736,12.593175591317362,0.0
150,10.18309849697522,0.0,0.0
151,0.0,0.8012974902526082,0.0
152,21.46585332692061,0.39803917355817475,0.0
153,0.0,0.0,0.0
154,7.51392029183296,0.99055712486836,0.0
155,16.425722948434895,0.0,0.0
156,1.18436658629642,4.069656602256856,0.0
157,0.0,0.0,0.0
158,10.103766854676536,7.571532990484712,0.0
159,1.4266776400897356,2.5549028697950575,1.4266776400897356
160,22.195946085739138,5.621436781191591,0.0
161,4.161511106411183,0.0,0.0
162,0.07332691089101218,0.0,0.0
163,12.884938304688205,0.0,0.0
164,13.247177377691429,0.1781151107161918,0.03989116148071048
165,10.981874926358557,2.9500313672569405,0.0
166,0.9875001255268785,19.28436406835337,5.582044776983082
167,0.0,0.0,0.0
168,7.144197278434831,0.0,0.0
169,21.986172731329447,0.3271231396177541,0.0
170,5.544516237460698,1.1324115825126455,0.0
171,19.43297138589199,2.7086990296743068,0.0
172,2.4251308459110987,2.355807198127451,1.8619851887425511
173,5.167402021219374,1.0662609634570117,0.0
174,3.4711005123973564,0.578274941978492,0.0
175,1.9033242400894324,1.731226975654181,0.0
176,20.8897772627505,6.029968251592237,0.0
177,0.0,2.0269657820651332,0.0
178,6.686998742448907,3.901853389440845,4.943708935609237
