decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
1,0,1,11,1,0,475.1445356234361,475.1445356234361,,,,
2,1,2,10,0,0,475.1445356234361,475.1445356234361,498.78827634357344,1.0,1.0,1.0
3,2,0,11,0,0,475.1445356234361,475.1445356234361,530.6213745004846,1.0,1.0,1.0
4,2,1,12,1,0,475.1445356234361,475.1445356234361,,,,
5,3,2,9,0,0,475.1445356234361,475.1445356234361,511.684678457719,1.0,1.0,1.0
6,4,2,11,0,0,475.1445356234361,475.1445356234361,517.1539573029911,1.0,1.0,1.0
7,5,2,10,0,0,475.1445356234361,475.1445356234361,498.78827634357344,1.0,1.0,1.0
8,6,1,11,0,1,475.9445356234361,475.1445356234361,475.9445356234361,1.0,1.0,1.0
9,7,0,12,0,0,475.9445356234361,475.1445356234361,519.5616502718458,1.0,1.0,1.0
10,8,1,10,0,1,475.1445356234361,475.1445356234361,475.1445356234361,1.0,1.0,1.0
11,9,0,10,0,1,475.8445356234362,475.1445356234361,475.8445356234362,1.0,1.0,1.0
12,10,0,8,0,1,475.1445356234361,475.1445356234361,475.1445356234361,1.0,1.0,1.0
13,11,1,10,0,1,475.9445356234361,475.1445356234361,475.9445356234361,1.0,1.0,1.0
14,12,2,9,0,1,475.1445356234361,475.1445356234361,475.1445356234361,1.0,1.0,1.0
15,12,0,12,1,0,475.1445356234361,475.1445356234361,,,,
16,12,2,9,1,0,475.1445356234361,475.1445356234361,,,,
17,13,2,9,0,1,470.5793554854511,470.5793554854511,470.5793554854511,1.0,1.0,1.0
18,14,0,9,0,0,470.5793554854511,470.5793554854511,552.0759673850628,1.0,1.0,1.0
19,15,1,11,0,1,457.6461886020519,457.6461886020519,457.6461886020519,1.0,1.0,1.0
20,15,0,8,1,0,457.6461886020519,457.6461886020519,,,,
21,15,1,9,1,0,457.6461886020519,457.6461886020519,,,,
22,16,2,12,0,1,459.07714087043894,457.6461886020519,459.07714087043894,1.0,1.0,1.0
23,16,0,10,1,0,459.07714087043894,457.6461886020519,,,,
24,17,1,11,0,1,460.378385476683,457.6461886020519,460.378385476683,1.0,1.0,1.0
25,17,0,8,1,0,460.378385476683,457.6461886020519,,,,
26,18,2,9,0,0,460.378385476683,457.6461886020519,493.6513760882601,0.9111111111111112,1.175,1.125
27,19,0,8,0,1,452.814181184321,452.814181184321,452.814181184321,0.9111111111111112,1.175,1.125
28,20,0,10,0,0,452.814181184321,452.814181184321,477.99092011154465,0.9111111111111112,1.175,1.125
29,21,1,12,0,0,452.814181184321,452.814181184321,591.9499010736953,0.9111111111111112,1.175,1.125
30,22,0,9,0,1,409.25049440461174,409.25049440461174,409.25049440461174,0.9111111111111112,1.175,1.125
31,23,2,12,0,1,398.6687687983134,398.6687687983134,398.6687687983134,0.9111111111111112,1.175,1.125
32,24,1,11,0,0,398.6687687983134,398.6687687983134,458.16345031159943,0.9111111111111112,1.175,1.125
33,25,1,12,0,0,398.6687687983134,398.6687687983134,500.7956990947116,0.9111111111111112,1.175,1.125
34,26,1,9,0,0,398.6687687983134,398.6687687983134,408.28492578879377,0.9111111111111112,1.175,1.125
35,27,1,8,0,0,398.6687687983134,398.6687687983134,426.84202352507236,0.9111111111111112,1.175,1.125
36,28,1,10,0,0,398.6687687983134,398.6687687983134,480.49509841550935,0.9111111111111112,1.175,1.125
37,29,0,11,0,1,395.16876879831347,395.16876879831347,395.16876879831347,0.9111111111111112,1.175,1.125
38,29,0,9,1,0,395.16876879831347,395.16876879831347,,,,
39,30,2,12,0,0,395.16876879831347,395.16876879831347,396.26876879831343,0.9111111111111112,1.175,1.125
40,30,2,11,1,0,395.16876879831347,395.16876879831347,,,,
41,30,2,9,1,0,395.16876879831347,395.16876879831347,,,,
42,31,0,9,0,1,395.76876879831354,395.16876879831347,395.76876879831354,0.9111111111111112,1.175,1.125
43,32,0,10,0,1,395.16876879831347,395.16876879831347,395.16876879831347,0.9111111111111112,1.175,1.125
44,32,0,9,1,0,395.16876879831347,395.16876879831347,,,,
45,33,0,12,0,1,396.4687687983134,395.16876879831347,396.4687687983134,0.9111111111111112,1.175,1.125
