decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
247,213,2,9,0,0,392.6486528636625,390.706419690879,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
248,214,0,12,0,1,389.01833774694336,389.01833774694336,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
249,215,2,9,0,1,390.9605709197269,390.9605709197269,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
250,216,0,8,0,0,428.46408738457643,390.9605709197269,378.9564320144283,1.2163435340979023,0.905303235125847,0.9785049061012504
251,217,0,10,0,1,387.6841501111473,387.6841501111473,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
252,218,1,11,0,1,389.372232055083,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
253,218,0,9,1,0,,389.372232055083,378.9564320144283,,,
254,218,0,11,1,0,,389.372232055083,378.9564320144283,,,
255,218,1,9,1,0,,389.372232055083,378.9564320144283,,,
256,219,2,12,0,0,403.5273340167817,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
257,220,0,10,0,0,390.5734492844293,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
258,221,1,10,0,0,390.872232055083,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
259,222,2,10,0,0,413.09437149060494,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
260,223,2,9,0,0,402.90555924434796,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
261,224,2,10,0,0,405.89118889923026,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
262,224,0,8,1,0,,389.372232055083,378.9564320144283,,,
263,224,0,9,1,0,,389.372232055083,378.9564320144283,,,
264,225,0,10,0,0,396.26740086502434,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
265,225,0,11,1,0,,389.372232055083,378.9564320144283,,,
266,226,0,10,0,0,391.774510299603,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
267,227,0,12,0,0,442.4695904048174,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
268,228,1,12,0,0,522.1891183741818,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
269,228,1,9,1,0,,389.372232055083,378.9564320144283,,,
270,228,1,11,1,0,,389.372232055083,378.9564320144283,,,
271,229,2,12,0,0,392.8019912055416,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
272,229,0,8,1,0,,389.372232055083,378.9564320144283,,,
273,229,0,12,1,0,,389.372232055083,378.9564320144283,,,
274,230,1,11,0,0,437.99318307409345,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
275,231,1,12,0,0,390.29631116596073,389.372232055083,378.9564320144283,1.0873605415640362,0.8353536992117888,0.9383594804365559
276,232,0,11,0,0,405.89118889923026,389.372232055083,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
277,233,1,11,0,1,387.6841501111473,387.6841501111473,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
278,234,0,11,0,0,409.59700751680634,387.6841501111473,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
279,235,0,12,0,0,389.372232055083,387.6841501111473,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
280,236,1,12,0,1,384.7446431064211,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
281,237,2,10,0,0,386.66658160252626,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
282,238,0,11,0,0,387.6858292788441,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
283,239,0,12,0,1,386.66658160252626,386.66658160252626,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
284,240,2,10,0,0,404.2436276733159,386.66658160252626,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
285,240,0,9,1,0,,386.66658160252626,378.9564320144283,,,
286,241,1,9,0,0,394.38267506388746,386.66658160252626,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
287,242,0,10,0,0,407.56399667322114,386.66658160252626,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
288,243,2,12,0,0,407.1757800370947,386.66658160252626,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
289,244,0,12,0,1,384.7446431064211,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
290,245,1,8,0,0,386.66658160252626,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
291,245,0,10,1,0,,384.7446431064211,378.9564320144283,,,
292,246,2,10,0,0,387.794152729051,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
293,247,0,9,0,0,386.66658160252626,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
294,248,0,10,0,0,386.4710971861775,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
295,249,2,11,0,0,386.66658160252626,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
296,250,1,9,0,0,386.66658160252626,384.7446431064211,378.9564320144283,0.9365550999178957,0.6932829593694311,0.7506877843492448
