decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score
1,1,2,10,0,1,476.9445356234361,476.9445356234361,475.1445356234361
2,2,1,10,0,1,476.3445356234362,476.3445356234362,475.1445356234361
3,3,0,8,0,0,494.6123915184952,476.3445356234362,475.1445356234361
4,4,0,10,0,1,476.3445356234362,476.3445356234362,475.1445356234361
5,5,2,11,0,0,482.7586401316354,476.3445356234362,475.1445356234361
6,5,2,9,1,0,,476.3445356234362,475.1445356234361
7,5,1,9,1,0,,476.3445356234362,475.1445356234361
8,6,2,10,0,1,477.24453562343615,477.24453562343615,475.1445356234361
9,7,1,11,0,0,490.53125599146983,477.24453562343615,475.1445356234361
10,8,2,10,0,1,477.0445356234361,477.0445356234361,475.1445356234361
11,9,2,9,0,0,495.31239151849513,477.0445356234361,475.1445356234361
12,10,2,10,0,1,477.0445356234361,477.0445356234361,475.1445356234361
13,11,2,11,0,1,478.47548789182326,478.47548789182326,475.1445356234361
14,12,0,12,0,1,479.4661061974755,479.4661061974755,475.1445356234361
15,12,1,8,1,0,,479.4661061974755,475.1445356234361
16,13,0,9,0,1,482.56610619747545,482.56610619747545,475.1445356234361
17,14,2,9,0,1,471.5735632614477,471.5735632614477,471.5735632614477
18,15,0,11,0,1,470.0735632614477,470.0735632614477,470.0735632614477
19,15,2,11,1,0,,470.0735632614477,470.0735632614477
20,16,2,10,0,0,471.5735632614477,470.0735632614477,470.0735632614477
21,17,0,12,0,0,470.6735632614477,470.0735632614477,470.0735632614477
22,18,2,10,0,0,477.51922783539396,470.0735632614477,470.0735632614477
23,19,0,12,0,0,495.9032816651894,470.0735632614477,470.0735632614477
24,19,1,11,1,0,,470.0735632614477,470.0735632614477
25,20,1,11,0,0,471.5735632614477,470.0735632614477,470.0735632614477
26,21,1,10,0,1,456.9628734061229,456.9628734061229,456.9628734061229
27,22,1,9,0,0,512.1303923775865,456.9628734061229,456.9628734061229
28,23,2,10,0,1,456.9628734061229,456.9628734061229,456.9628734061229
29,24,1,10,0,1,456.86287340612296,456.86287340612296,456.86287340612296
30,25,1,12,0,0,608.5812075806789,456.86287340612296,456.86287340612296
31,26,1,9,0,1,408.45118621020004,408.45118621020004,408.45118621020004
32,27,1,12,0,0,420.65211205052526,408.45118621020004,408.45118621020004
33,28,2,10,0,0,470.6735632614477,408.45118621020004,408.45118621020004
34,29,1,8,0,0,426.05156966861796,408.45118621020004,408.45118621020004
35,30,2,12,0,1,408.8511862102,408.8511862102,408.45118621020004
36,31,2,9,0,0,421.4292185558922,408.8511862102,408.45118621020004
37,32,1,9,0,1,408.45118621020004,408.45118621020004,408.45118621020004
38,33,1,12,0,1,408.45118621020004,408.45118621020004,408.45118621020004
39,33,0,8,1,0,,408.45118621020004,408.45118621020004
40,34,1,8,0,1,408.45118621020004,408.45118621020004,408.45118621020004
41,35,2,12,0,1,408.65118621019997,408.65118621019997,408.45118621020004
42,36,0,9,0,1,408.5511862102,408.5511862102,408.45118621020004
43,37,1,10,0,1,408.5511862102,408.5511862102,408.45118621020004
44,38,0,9,0,1,408.5511862102,408.5511862102,408.45118621020004
45,39,0,12,0,0,482.13620291586255,408.5511862102,408.45118621020004
46,40,1,9,0,1,408.5511862102,408.5511862102,408.45118621020004
47,41,2,12,0,1,408.5511862102,408.5511862102,408.45118621020004
48,42,1,10,0,0,486.425932387695,408.5511862102,408.45118621020004
49,42,1,8,1,0,,408.5511862102,408.45118621020004
50,43,2,9,0,1,410.0511862102,410.0511862102,408.45118621020004
51,44,0,9,0,1,403.8180160054201,403.8180160054201,403.8180160054201
52,45,2,12,0,0,409.13728146842294,403.8180160054201,403.8180160054201
53,46,0,11,0,0,408.43728146842295,403.8180160054201,403.8180160054201
54,47,1,8,0,1,402.9180160054201,402.9180160054201,402.9180160054201
55,48,1,11,0,0,507.10241128642974,402.9180160054201,402.9180160054201
56,49,1,10,0,1,402.18625330914824,402.18625330914824,402.18625330914824
57,50,0,9,0,0,434.62721657034524,402.18625330914824,402.18625330914824
58,51,0,8,0,1,403.6180160054201,403.6180160054201,402.18625330914824
59,52,0,11,0,1,408.23728146842296,408.23728146842296,402.18625330914824
60,53,0,9,0,1,408.23728146842296,408.23728146842296,402.18625330914824
61,54,0,9,0,0,484.96773756996254,408.23728146842296,402.18625330914824
62,55,0,10,0,1,407.43728146842295,407.43728146842295,402.18625330914824
63,56,2,12,0,1,398.96579410111394,398.96579410111394,398.96579410111394
64,57,0,12,0,1,398.96579410111394,398.96579410111394,398.96579410111394
65,58,1,12,0,0,432.59128533703904,398.96579410111394,398.96579410111394
66,59,0,11,0,0,407.4432473333503,398.96579410111394,398.96579410111394
67,60,0,9,0,0,405.6468685818795,398.96579410111394,398.96579410111394
68,61,2,9,0,1,398.96579410111394,398.96579410111394,398.96579410111394
69,62,0,10,0,0,467.0801647872016,398.96579410111394,398.96579410111394
70,63,1,9,0,0,484.16773756996247,398.96579410111394,398.96579410111394
71,64,0,9,0,0,405.17208541984655,398.96579410111394,398.96579410111394
72,65,1,9,0,0,404.9095144270265,398.96579410111394,398.96579410111394
73,66,2,11,0,0,405.17208541984655,398.96579410111394,398.96579410111394
74,67,0,10,0,0,432.17910361327955,398.96579410111394,398.96579410111394
75,68,1,11,0,0,512.953305225423,398.96579410111394,398.96579410111394
76,69,2,10,0,1,399.665794101114,399.665794101114,398.96579410111394
77,70,0,12,0,0,406.55648788551133,399.665794101114,398.96579410111394
78,71,2,12,0,1,399.89674636950116,399.89674636950116,398.96579410111394
79,72,2,12,0,0,406.9201431750383,399.89674636950116,398.96579410111394
80,73,1,12,0,0,419.51078546600695,399.89674636950116,398.96579410111394
81,74,1,10,0,1,405.27452015263185,405.27452015263185,398.96579410111394
82,75,0,9,0,1,399.89674636950116,399.89674636950116,398.96579410111394
83,76,0,10,0,0,455.3482367920057,399.89674636950116,398.96579410111394
84,77,0,9,0,0,408.18013972378924,399.89674636950116,398.96579410111394
85,77,1,8,1,0,,399.89674636950116,398.96579410111394
86,78,2,10,0,0,434.18844638999445,399.89674636950116,398.96579410111394
87,79,1,9,0,0,496.80700702785174,399.89674636950116,398.96579410111394
88,80,1,12,0,0,444.17392944844823,399.89674636950116,398.96579410111394
89,81,0,10,0,0,412.2801397237892,399.89674636950116,398.96579410111394
90,82,2,10,0,1,399.89674636950116,399.89674636950116,398.96579410111394
91,83,0,11,0,1,402.70572842187573,402.70572842187573,398.96579410111394
92,84,0,10,0,1,404.30572842187576,404.30572842187576,398.96579410111394
93,85,2,8,0,0,498.34422413918355,404.30572842187576,398.96579410111394
94,86,2,9,0,0,468.498856334522,404.30572842187576,398.96579410111394
95,87,0,9,0,0,442.5043972534117,404.30572842187576,398.96579410111394
96,88,0,10,0,1,404.30572842187576,404.30572842187576,398.96579410111394
97,89,1,11,0,1,403.00572842187574,403.00572842187574,398.96579410111394
98,90,2,9,0,0,433.60502115962896,403.00572842187574,398.96579410111394
99,91,1,11,0,0,422.9322726247187,403.00572842187574,398.96579410111394
100,92,0,12,0,1,406.80572842187576,406.80572842187576,398.96579410111394
101,93,0,10,0,1,407.37442514167395,407.37442514167395,398.96579410111394
102,94,2,12,0,1,406.77442514167393,406.77442514167393,398.96579410111394
103,95,2,10,0,1,408.286705787585,408.286705787585,398.96579410111394
104,96,1,12,0,1,408.18670578758497,408.18670578758497,398.96579410111394
105,97,2,12,0,0,473.59871581837615,408.18670578758497,398.96579410111394
106,98,1,9,0,1,408.2435036264773,408.2435036264773,398.96579410111394
107,99,0,9,0,1,401.2963520365939,401.2963520365939,398.96579410111394
108,100,0,12,0,1,401.23112365710585,401.23112365710585,398.96579410111394
109,101,0,12,0,1,397.8311236571059,397.8311236571059,397.8311236571059
110,102,2,10,0,1,396.1311236571059,396.1311236571059,396.1311236571059
111,103,1,10,0,1,395.93112365710584,395.93112365710584,395.93112365710584
112,104,1,10,0,0,399.7002915050172,395.93112365710584,395.93112365710584
113,105,2,12,0,0,406.5689975843974,395.93112365710584,395.93112365710584
114,105,1,10,1,0,,395.93112365710584,395.93112365710584
115,106,1,12,0,1,394.5311236571058,394.5311236571058,394.5311236571058
116,106,0,9,1,0,,394.5311236571058,394.5311236571058
117,107,2,11,0,0,399.5002915050172,394.5311236571058,394.5311236571058
118,108,1,10,0,1,393.9311236571059,393.9311236571059,393.9311236571059
119,109,0,12,0,0,398.90029150501726,393.9311236571059,393.9311236571059
120,110,1,11,0,0,398.90029150501726,393.9311236571059,393.9311236571059
121,111,0,12,0,1,393.63112365710595,393.63112365710595,393.63112365710595
122,112,0,9,0,0,396.74147209405737,393.63112365710595,393.63112365710595
123,113,2,12,0,0,398.90029150501726,393.63112365710595,393.63112365710595
124,114,2,9,0,1,389.66004812542434,389.66004812542434,389.66004812542434
125,115,2,9,0,0,425.24559336593535,389.66004812542434,389.66004812542434
126,116,1,11,0,1,391.27539517932144,391.27539517932144,389.66004812542434
127,117,0,11,0,1,391.9753951793214,391.9753951793214,389.66004812542434
128,118,0,11,0,1,392.77539517932144,392.77539517932144,389.66004812542434
129,119,1,8,0,1,392.7753951793214,392.7753951793214,389.66004812542434
130,120,0,9,0,1,391.9753951793214,391.9753951793214,389.66004812542434
131,121,1,9,0,1,391.1753951793214,391.1753951793214,389.66004812542434
132,122,0,11,0,1,391.1753951793214,391.1753951793214,389.66004812542434
133,123,2,9,0,0,399.66144432036594,391.1753951793214,389.66004812542434
134,124,2,12,0,1,391.15424548987033,391.15424548987033,389.66004812542434
135,125,0,11,0,1,391.15424548987033,391.15424548987033,389.66004812542434
136,126,2,10,0,0,393.75424548987036,391.15424548987033,389.66004812542434
137,127,2,9,0,1,391.95424548987035,391.95424548987035,389.66004812542434
138,128,1,11,0,0,497.86027937221746,391.95424548987035,389.66004812542434
139,129,2,8,0,1,391.95424548987035,391.95424548987035,389.66004812542434
140,129,1,10,1,0,,391.95424548987035,389.66004812542434
141,130,1,11,0,1,391.15424548987033,391.15424548987033,389.66004812542434
142,131,1,10,0,1,391.15424548987033,391.15424548987033,389.66004812542434
143,132,0,9,0,1,392.182914370292,392.182914370292,389.66004812542434
144,133,0,12,0,0,411.5470433371129,392.182914370292,389.66004812542434
145,134,1,10,0,0,419.01411761423026,392.182914370292,389.66004812542434
146,135,1,9,0,1,392.182914370292,392.182914370292,389.66004812542434
147,136,0,11,0,1,392.982914370292,392.982914370292,389.66004812542434
148,137,1,10,0,1,392.982914370292,392.982914370292,389.66004812542434
149,138,1,11,0,1,392.982914370292,392.982914370292,389.66004812542434
150,138,1,8,1,0,,392.982914370292,389.66004812542434
151,139,0,9,0,1,393.78291437029196,393.78291437029196,389.66004812542434
152,140,2,11,0,1,393.982914370292,393.982914370292,389.66004812542434
153,141,0,12,0,1,393.78291437029196,393.78291437029196,389.66004812542434
154,142,2,12,0,0,512.621295751042,393.78291437029196,389.66004812542434
155,143,1,9,0,1,391.982914370292,391.982914370292,389.66004812542434
156,144,0,12,0,1,391.982914370292,391.982914370292,389.66004812542434
157,145,2,11,0,1,389.4600481254243,389.4600481254243,389.4600481254243
158,146,0,11,0,0,399.58124469940424,389.4600481254243,389.4600481254243
159,146,2,8,1,0,,389.4600481254243,389.4600481254243
160,147,2,9,0,0,392.96787947860895,389.4600481254243,389.4600481254243
161,148,1,9,0,0,411.75984415034554,389.4600481254243,389.4600481254243
162,149,0,9,0,1,389.4600481254243,389.4600481254243,389.4600481254243
