decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
1,0,1,10,1,0,392.6738302055075,392.6738302055075,,,,
2,0,2,9,1,0,392.6738302055075,392.6738302055075,,,,
3,1,2,10,0,0,392.6738302055075,392.6738302055075,412.2078564451325,1.0,1.0,1.0
4,1,0,11,1,0,392.6738302055075,392.6738302055075,,,,
5,1,2,10,1,0,392.6738302055075,392.6738302055075,,,,
6,1,2,10,1,0,392.6738302055075,392.6738302055075,,,,
7,1,1,9,1,0,392.6738302055075,392.6738302055075,,,,
8,2,1,10,0,1,393.47383020550745,392.6738302055075,393.47383020550745,1.0,1.0,1.0
9,3,2,11,0,0,393.47383020550745,392.6738302055075,511.55033585847343,1.0,1.0,1.0
10,4,2,9,0,1,394.8738302055075,392.6738302055075,394.8738302055075,1.0,1.0,1.0
11,5,2,9,0,1,393.47383020550745,392.6738302055075,393.47383020550745,1.0,1.0,1.0
12,6,2,10,0,1,394.1738302055075,392.6738302055075,394.1738302055075,1.0,1.0,1.0
13,6,2,11,1,0,394.1738302055075,392.6738302055075,,,,
14,7,2,9,0,1,393.3738302055075,392.6738302055075,393.3738302055075,1.0,1.0,1.0
15,8,2,9,0,1,392.6738302055075,392.6738302055075,392.6738302055075,1.0,1.0,1.0
16,8,0,12,1,0,392.6738302055075,392.6738302055075,,,,
17,8,0,10,1,0,392.6738302055075,392.6738302055075,,,,
18,9,2,9,0,0,392.6738302055075,392.6738302055075,401.2648756521748,1.0,1.0,1.0
19,9,1,9,1,0,392.6738302055075,392.6738302055075,,,,
20,10,1,10,0,1,393.48534660072585,392.6738302055075,393.48534660072585,1.0,1.0,1.0
21,11,0,12,0,0,393.48534660072585,392.6738302055075,413.0193728403508,1.0,1.0,1.0
22,12,2,10,0,0,393.48534660072585,392.6738302055075,440.84587054520784,1.0,1.0,1.0
23,12,1,8,1,0,393.48534660072585,392.6738302055075,,,,
24,13,2,12,0,1,395.18534660072584,392.6738302055075,395.18534660072584,1.0,1.0,1.0
25,14,2,11,0,1,394.67383020550744,392.6738302055075,394.67383020550744,1.0,1.0,1.0
