decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,1,8,1,0,442.7978268123148,442.7978268123148,
2,0,2,8,1,0,442.7978268123148,442.7978268123148,
3,1,1,8,0,1,448.75259611088444,442.7978268123148,448.75259611088444
4,2,0,9,0,1,448.9525961108845,442.7978268123148,448.9525961108845
5,3,2,9,0,0,448.9525961108845,442.7978268123148,453.254625843514
6,4,1,10,0,0,448.9525961108845,442.7978268123148,524.7540333618633
7,5,2,8,0,0,448.9525961108845,442.7978268123148,458.9890465476662
8,6,1,9,0,0,448.9525961108845,442.7978268123148,474.87097755892285
9,7,2,8,0,1,447.9525961108845,442.7978268123148,447.9525961108845
10,8,0,10,0,1,433.1777535792385,433.1777535792385,433.1777535792385
11,9,1,10,0,0,433.1777535792385,433.1777535792385,447.9525961108845
12,10,1,8,0,0,433.1777535792385,433.1777535792385,447.9525961108845
13,11,2,10,0,1,433.1777535792385,433.1777535792385,433.1777535792385
14,12,1,10,0,1,447.9525961108845,433.1777535792385,447.9525961108845
15,13,1,9,0,1,447.9525961108845,433.1777535792385,447.9525961108845
16,14,1,10,0,0,447.9525961108845,433.1777535792385,489.5313721133454
17,15,2,9,0,1,448.55259611088445,433.1777535792385,448.55259611088445
18,16,2,9,0,0,448.55259611088445,433.1777535792385,489.4631568422974
19,17,0,10,0,1,448.55259611088445,433.1777535792385,448.55259611088445
20,18,1,10,0,0,448.55259611088445,433.1777535792385,453.7525961108845
21,19,0,9,0,1,448.55259611088445,433.1777535792385,448.55259611088445
22,20,1,9,0,0,448.55259611088445,433.1777535792385,466.44952860696685
23,20,1,8,1,0,448.55259611088445,433.1777535792385,
24,21,1,9,0,1,448.05259611088445,433.1777535792385,448.05259611088445
25,22,1,9,0,0,448.05259611088445,433.1777535792385,488.9631568422974
26,23,0,8,0,0,448.05259611088445,433.1777535792385,451.5525961108844
27,24,1,10,0,0,448.05259611088445,433.1777535792385,489.75602469865476
28,24,2,8,1,0,448.05259611088445,433.1777535792385,
29,25,1,7,0,1,448.05259611088445,433.1777535792385,448.05259611088445
30,26,0,8,0,1,448.05259611088445,433.1777535792385,448.05259611088445
31,27,0,7,0,0,448.05259611088445,433.1777535792385,469.4495286069668
32,27,0,8,1,0,448.05259611088445,433.1777535792385,
33,28,2,10,0,1,448.05259611088445,433.1777535792385,448.05259611088445
34,29,1,7,0,0,448.05259611088445,433.1777535792385,471.55259611088445
35,30,1,8,0,0,448.05259611088445,433.1777535792385,468.756366625437
36,31,1,10,0,0,448.05259611088445,433.1777535792385,487.73828470508073
37,32,0,10,0,1,448.05259611088445,433.1777535792385,448.05259611088445
38,33,1,9,0,0,448.05259611088445,433.1777535792385,460.4171221745303
39,34,1,10,0,0,448.05259611088445,433.1777535792385,489.75602469865476
40,35,1,9,0,0,448.05259611088445,433.1777535792385,460.4171221745303
41,36,2,9,0,1,448.4525961108845,433.1777535792385,448.4525961108845
42,37,1,8,0,0,448.4525961108845,433.1777535792385,473.7709775589228
43,37,1,8,1,0,448.4525961108845,433.1777535792385,
44,38,0,9,0,1,448.4525961108845,433.1777535792385,448.4525961108845
45,39,1,9,0,0,448.4525961108845,433.1777535792385,489.36315684229737
46,40,2,10,0,0,448.4525961108845,433.1777535792385,451.95259611088443
47,41,1,10,0,0,448.4525961108845,433.1777535792385,489.36315684229737
48,42,2,8,0,1,448.4525961108845,433.1777535792385,448.4525961108845
49,43,2,9,0,0,448.4525961108845,433.1777535792385,451.95259611088443
50,44,0,9,0,0,448.4525961108845,433.1777535792385,473.7709775589228
51,45,0,9,0,1,448.55259611088445,433.1777535792385,448.55259611088445
52,46,2,10,0,1,447.9525961108845,433.1777535792385,447.9525961108845
53,47,2,9,0,1,447.9525961108845,433.1777535792385,447.9525961108845
54,48,1,8,0,0,447.9525961108845,433.1777535792385,488.86315684229737
55,48,1,8,1,0,447.9525961108845,433.1777535792385,
56,48,1,8,1,0,447.9525961108845,433.1777535792385,
57,49,1,8,0,1,447.9525961108845,433.1777535792385,447.9525961108845
58,50,2,10,0,1,448.05259611088445,433.1777535792385,448.05259611088445
59,50,1,8,1,0,448.05259611088445,433.1777535792385,
60,51,2,9,0,1,449.05259611088445,433.1777535792385,449.05259611088445
61,52,0,7,0,1,448.05259611088445,433.1777535792385,448.05259611088445
62,53,1,9,0,0,448.05259611088445,433.1777535792385,460.4171221745303
63,54,1,7,0,1,439.6695103353196,433.1777535792385,439.6695103353196
64,55,2,8,0,0,439.6695103353196,433.1777535792385,465.06951033531965
65,56,0,9,0,0,439.6695103353196,433.1777535792385,483.01506570391734
66,57,0,11,0,1,440.7684009821912,433.1777535792385,440.7684009821912
67,58,2,8,0,0,440.7684009821912,433.1777535792385,448.74846828241823
68,59,1,9,0,0,440.7684009821912,433.1777535792385,449.3451383671918
69,59,1,8,1,0,440.7684009821912,433.1777535792385,
70,60,1,10,0,0,440.7684009821912,433.1777535792385,468.8071517557646
71,61,1,7,0,0,440.7684009821912,433.1777535792385,470.9859299772486
72,62,1,10,0,1,440.7684009821912,433.1777535792385,440.7684009821912
73,63,0,9,0,1,440.7684009821912,433.1777535792385,440.7684009821912
74,64,1,8,0,0,440.7684009821912,433.1777535792385,449.3451383671918
75,64,0,9,1,0,440.7684009821912,433.1777535792385,
76,65,1,10,0,0,440.7684009821912,433.1777535792385,460.51020187944266
77,65,1,8,1,0,440.7684009821912,433.1777535792385,
78,66,1,8,0,1,440.7684009821912,433.1777535792385,440.7684009821912
79,67,1,8,0,0,440.7684009821912,433.1777535792385,484.796704922564
80,68,0,9,0,0,440.7684009821912,433.1777535792385,468.1684009821912
81,69,1,10,0,0,440.7684009821912,433.1777535792385,449.3451383671918
82,70,1,10,0,1,440.7684009821912,433.1777535792385,440.7684009821912
83,71,0,10,0,0,440.7684009821912,433.1777535792385,468.1684009821912
84,71,2,10,1,0,440.7684009821912,433.1777535792385,
85,71,0,7,1,0,440.7684009821912,433.1777535792385,
86,72,1,9,0,0,440.7684009821912,433.1777535792385,445.92641075881903
87,73,2,7,0,1,440.7684009821913,433.1777535792385,440.7684009821913
88,73,0,9,1,0,440.7684009821913,433.1777535792385,
89,74,2,7,0,0,440.7684009821913,433.1777535792385,483.4477885163227
90,75,0,9,0,0,440.7684009821913,433.1777535792385,483.4477885163227
91,76,1,10,0,0,440.7684009821913,433.1777535792385,474.1506586969373
92,77,2,8,0,0,440.7684009821913,433.1777535792385,466.8883890232574
93,78,0,8,0,1,440.7684009821912,433.1777535792385,440.7684009821912
94,79,1,8,0,0,440.7684009821912,433.1777535792385,466.0969376322542
95,80,1,9,0,0,440.7684009821912,433.1777535792385,474.55065869693726
96,81,0,10,0,0,440.7684009821912,433.1777535792385,475.33318644791285
97,82,1,9,0,0,440.7684009821912,433.1777535792385,493.7613550956713
98,83,0,9,0,0,440.7684009821912,433.1777535792385,483.4477885163227
99,84,1,8,0,1,438.04846828241824,433.1777535792385,438.04846828241824
100,84,1,8,1,0,438.04846828241824,433.1777535792385,
101,85,2,8,0,0,438.04846828241824,433.1777535792385,461.47736448981976
102,86,1,8,0,1,438.04846828241824,433.1777535792385,438.04846828241824
103,86,2,8,1,0,438.04846828241824,433.1777535792385,
104,87,2,7,0,0,438.04846828241824,433.1777535792385,462.41235678259255
105,88,1,10,0,0,438.04846828241824,433.1777535792385,465.79018046766924
106,89,2,9,0,1,438.04846828241824,433.1777535792385,438.04846828241824
107,90,1,9,0,0,438.04846828241824,433.1777535792385,462.41235678259255
108,91,1,9,0,1,439.74846828241823,433.1777535792385,439.74846828241823
109,92,1,9,0,1,439.54846828241824,433.1777535792385,439.54846828241824
110,93,2,8,0,1,438.04846828241824,433.1777535792385,438.04846828241824
111,94,1,10,0,0,438.04846828241824,433.1777535792385,440.7684009821912
112,95,1,10,0,0,438.04846828241824,433.1777535792385,474.55065869693726
113,96,1,10,0,0,438.04846828241824,433.1777535792385,483.7109939513261
114,97,1,9,0,0,438.04846828241824,433.1777535792385,501.6167114973413
115,98,2,9,0,0,438.04846828241824,433.1777535792385,447.3711496744126
116,99,0,10,0,0,438.04846828241824,433.1777535792385,440.04846828241824
117,99,0,10,1,0,438.04846828241824,433.1777535792385,
118,100,1,10,0,0,438.04846828241824,433.1777535792385,488.58434767044923
119,101,2,8,0,0,438.04846828241824,433.1777535792385,483.7109939513261
120,102,1,10,0,0,438.04846828241824,433.1777535792385,553.9281081893876
121,103,2,9,0,0,438.04846828241824,433.1777535792385,441.5484682824182
122,104,2,7,0,0,438.04846828241824,433.1777535792385,463.1773644898197
123,105,2,8,0,0,438.04846828241824,433.1777535792385,483.7109939513261
124,106,2,10,0,0,438.04846828241824,433.1777535792385,461.97736448981976
125,107,1,9,0,0,438.04846828241824,433.1777535792385,483.7109939513261
126,108,0,8,0,0,438.04846828241824,433.1777535792385,467.9484682824182
127,109,2,9,0,0,438.04846828241824,433.1777535792385,463.5601391168064
128,110,1,8,0,0,438.04846828241824,433.1777535792385,465.0752506387601
129,111,2,8,0,0,438.04846828241824,433.1777535792385,461.87736448981974
130,112,0,9,0,0,438.04846828241824,433.1777535792385,462.41235678259255
131,113,1,9,0,1,448.70059107781157,433.1777535792385,448.70059107781157
132,114,2,8,0,1,448.70059107781157,433.1777535792385,448.70059107781157
133,114,1,10,1,0,448.70059107781157,433.1777535792385,
134,115,2,10,0,0,448.70059107781157,433.1777535792385,449.30059107781153
135,116,1,8,0,0,448.70059107781157,433.1777535792385,474.15065869693717
136,117,1,9,0,1,438.04846828241824,433.1777535792385,438.04846828241824
137,118,1,7,0,0,438.04846828241824,433.1777535792385,448.70059107781157
138,119,1,9,0,0,438.04846828241824,433.1777535792385,448.70059107781157
139,120,2,9,0,0,438.04846828241824,433.1777535792385,483.7109939513261
140,121,2,10,0,1,441.5484682824182,433.1777535792385,441.5484682824182
141,122,2,10,0,1,441.5484682824182,433.1777535792385,441.5484682824182
142,123,1,8,0,0,441.5484682824182,433.1777535792385,461.20972633764654
143,124,2,10,0,1,440.24846828241823,433.1777535792385,440.24846828241823
144,124,2,7,1,0,440.24846828241823,433.1777535792385,
145,125,2,8,0,0,440.24846828241823,433.1777535792385,452.03689035960383
146,126,2,9,0,1,440.24846828241823,433.1777535792385,440.24846828241823
147,127,1,9,0,0,440.24846828241823,433.1777535792385,450.90059107781155
148,128,1,9,0,0,440.24846828241823,433.1777535792385,450.90059107781155
149,129,1,10,0,0,440.24846828241823,433.1777535792385,488.05661187956116
150,130,1,8,0,0,440.24846828241823,433.1777535792385,450.90059107781155
151,131,1,10,0,0,440.24846828241823,433.1777535792385,488.05661187956116
152,132,1,8,0,0,440.24846828241823,433.1777535792385,478.40059107781155
153,132,0,8,1,0,440.24846828241823,433.1777535792385,
154,133,2,10,0,1,440.24846828241823,433.1777535792385,440.24846828241823
155,134,0,9,0,1,440.24846828241823,433.1777535792385,440.24846828241823
156,135,2,8,0,0,440.24846828241823,433.1777535792385,450.90059107781155
157,136,0,8,0,0,440.24846828241823,433.1777535792385,656.4525978695463
158,137,2,9,0,1,440.24846828241823,433.1777535792385,440.24846828241823
159,138,1,10,0,0,440.24846828241823,433.1777535792385,450.90059107781155
160,138,0,8,1,0,440.24846828241823,433.1777535792385,
161,139,2,9,0,0,440.24846828241823,433.1777535792385,464.0773644898197
162,140,1,10,0,0,440.24846828241823,433.1777535792385,467.2752506387601
163,141,2,10,0,1,440.24846828241823,433.1777535792385,440.24846828241823
164,142,2,9,0,1,440.24846828241823,433.1777535792385,440.24846828241823
165,143,1,10,0,0,440.24846828241823,433.1777535792385,450.90059107781155
166,144,0,7,0,0,440.24846828241823,433.1777535792385,450.90059107781155
167,145,2,9,0,0,440.24846828241823,433.1777535792385,456.85004999557736
168,146,0,9,0,0,440.24846828241823,433.1777535792385,462.71020187944265
169,147,0,10,0,0,440.24846828241823,433.1777535792385,450.90059107781155
170,148,2,10,0,0,440.24846828241823,433.1777535792385,471.7879505229567
171,149,1,9,0,1,440.24846828241823,433.1777535792385,440.24846828241823
172,150,2,10,0,0,440.24846828241823,433.1777535792385,485.910993951326
173,151,0,7,0,1,440.24846828241823,433.1777535792385,440.24846828241823
174,152,0,8,0,0,440.24846828241823,433.1777535792385,470.1484682824182
175,153,0,9,0,0,440.24846828241823,433.1777535792385,470.9484682824183
176,153,1,9,1,0,440.24846828241823,433.1777535792385,
177,154,1,10,0,0,440.24846828241823,433.1777535792385,485.910993951326
178,155,1,10,0,0,440.24846828241823,433.1777535792385,485.910993951326
179,156,1,9,0,0,440.24846828241823,433.1777535792385,450.90059107781155
180,157,1,10,0,0,440.24846828241823,433.1777535792385,450.25259611088444
181,158,1,9,0,0,440.24846828241823,433.1777535792385,450.90059107781155
182,159,1,8,0,1,440.24846828241823,433.1777535792385,440.24846828241823
183,159,1,10,1,0,440.24846828241823,433.1777535792385,
184,160,0,8,0,0,440.24846828241823,433.1777535792385,442.2484682824183
185,161,2,9,0,0,440.24846828241823,433.1777535792385,450.90059107781155
186,162,2,9,0,0,440.24846828241823,433.1777535792385,441.5484682824182
