method,distance_km,nominal_tardiness_min,over_weight_kg,over_volume_m3,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,J_mean_test,J_cvar_test,training_runtime_s,search_runtime_s,test_runtime_s,training_scenario_evals,validation_scenario_evals,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals
ALNS-CVaR,378.4999999999999,0.0,0.0,0.0,0.010767443547970202,0.2497648251343326,0.0,0.21534887095940405,0.999974358974359,0.010767443547970202,0.05275330852999055,0.851942788570863,378.5215348870958,378.9306977419187,0.0,28.273451499999283,0.4514116249993094,0,0,25100,250,256,6
Uniform-Mean-GRUseed,371.5999999999999,0.0,0.0,0.0,0.24610847257269775,0.8392046724389396,1.7944834412260207,3.344328228028341,0.9972435897435897,0.23145336663385985,0.05258600976495608,0.8586956891752467,372.0922169451453,378.2886564560566,0.00032666600054653827,43.86479337499986,0.4452382919989759,0,0,25100,250,320,70
Uniform-CVaR-GRUseed,371.09999999999997,0.0,0.0,0.0,0.36347887707664867,1.281704250050033,2.435503728474373,5.005798855225959,0.9968589743589744,0.32819056210435354,0.05276321680638529,0.8618936101369545,371.8269577541533,381.11159771045186,0.00032733400075812824,32.46654820799995,0.44320841700027813,0,0,25100,250,277,27
Uniform-CVaR-FFseed,379.6999999999999,0.0,0.0,0.0,0.8032658007834217,4.84479400523613,3.6183995327273806,14.464122181675357,0.9981282051282051,0.5250895941332056,0.05249639259782701,0.8549498401035682,381.30653160156675,408.6282443633506,0.00035383399881538935,26.678643249999368,0.45009537499936414,0,0,25100,250,258,8
ALNS-Mean,374.1999999999998,0.0,0.0,0.0,2.0197660830802726,5.482979481729081,10.80702206248165,21.63705434805797,0.9933333333333334,1.5125582589601585,0.05208911006823689,0.8536971158905858,378.23953216616036,417.47410869611576,0.0,43.031228541998644,0.44750383400059945,0,0,25100,250,326,76
Uniform-Mean-FFseed,370.5,0.0,0.0,0.0,1.8064631161362845,7.516027311809402,9.191639699687414,27.777088135379234,0.9936538461538462,0.8874509443386744,0.05281162398121624,0.8600735793683268,374.11292623227257,426.0541762707585,0.0003689580007630866,47.58260949999931,0.4480867919992306,0,0,25100,250,354,104
OR-Tools,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,0.0,0.455627542000002,0,0,0,0,0,0
ALNS-Nominal,367.20000000000005,0.0,0.0,0.0,13.540745918133332,16.389166153929906,45.63564992786513,64.84950075911574,0.9731923076923077,7.047313051187351,0.051928656139635175,0.8488664471797265,394.2814918362667,496.89900151823156,0.0,36.964628249999805,0.4511417920002714,0,0,0,250,356,106
