decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score
1,0,0,7,1,0,502.7597841683896,502.7597841683896,
2,0,0,9,1,0,502.7597841683896,502.7597841683896,
3,1,1,7,0,1,503.4480067136958,502.7597841683896,503.4480067136958
4,2,0,8,0,1,502.7597841683896,502.7597841683896,502.7597841683896
5,2,1,9,1,0,502.7597841683896,502.7597841683896,
6,2,1,10,1,0,502.7597841683896,502.7597841683896,
7,2,1,9,1,0,502.7597841683896,502.7597841683896,
8,2,0,7,1,0,502.7597841683896,502.7597841683896,
9,3,1,8,0,0,502.7597841683896,502.7597841683896,568.1092615036883
10,4,1,8,0,1,502.5701516137733,502.5701516137733,502.5701516137733
11,4,1,9,1,0,502.5701516137733,502.5701516137733,
12,5,0,8,0,1,514.5522786903125,502.5701516137733,514.5522786903125
13,6,0,8,0,0,514.5522786903125,502.5701516137733,561.7746154227568
14,7,2,10,0,0,514.5522786903125,502.5701516137733,546.5000864397284
15,8,2,7,0,0,514.5522786903125,502.5701516137733,565.6235338914935
16,9,0,7,0,0,514.5522786903125,502.5701516137733,561.7746154227568
17,10,2,8,0,1,502.7597841683896,502.5701516137733,502.7597841683896
18,11,1,9,0,0,502.7597841683896,502.5701516137733,511.04885631339096
19,12,1,7,0,1,505.0597841683896,502.5701516137733,505.0597841683896
20,13,0,8,0,1,502.7597841683896,502.5701516137733,502.7597841683896
21,14,0,9,0,0,502.7597841683896,502.5701516137733,514.0227280124807
22,14,1,10,1,0,502.7597841683896,502.5701516137733,
23,14,0,9,1,0,502.7597841683896,502.5701516137733,
24,14,0,8,1,0,502.7597841683896,502.5701516137733,
25,15,2,9,0,0,502.7597841683896,502.5701516137733,521.5095190595374
26,16,0,8,0,0,502.7597841683896,502.5701516137733,540.4604509962518
27,17,2,8,0,0,502.7597841683896,502.5701516137733,522.6959816601488
28,17,0,9,1,0,502.7597841683896,502.5701516137733,
29,18,0,9,0,0,502.7597841683896,502.5701516137733,514.5522786903125
30,19,2,9,0,0,502.7597841683896,502.5701516137733,513.6852696415145
31,20,2,8,0,1,497.99049212077745,497.99049212077745,497.99049212077745
32,20,0,8,1,0,497.99049212077745,497.99049212077745,
33,20,2,7,1,0,497.99049212077745,497.99049212077745,
34,21,1,8,0,1,503.09049212077747,497.99049212077745,503.09049212077747
35,22,1,8,0,1,497.99049212077745,497.99049212077745,497.99049212077745
36,23,2,8,0,1,498.7904921207775,497.99049212077745,498.7904921207775
37,23,0,8,1,0,498.7904921207775,497.99049212077745,
38,24,0,7,0,1,497.99049212077745,497.99049212077745,497.99049212077745
39,25,1,7,0,0,497.99049212077745,497.99049212077745,503.99049212077745
40,25,1,9,1,0,497.99049212077745,497.99049212077745,
41,26,2,8,0,0,497.99049212077745,497.99049212077745,505.0472494291405
42,26,1,8,1,0,497.99049212077745,497.99049212077745,
43,27,1,8,0,0,497.99049212077745,497.99049212077745,502.69049212077744
44,28,2,9,0,0,497.99049212077745,497.99049212077745,510.9695432410318
45,29,2,7,0,0,497.99049212077745,497.99049212077745,510.9695432410318
46,30,2,7,0,0,497.99049212077745,497.99049212077745,505.0472494291405
47,30,2,8,1,0,497.99049212077745,497.99049212077745,
48,31,0,10,0,0,497.99049212077745,497.99049212077745,625.20270882916
49,31,0,10,1,0,497.99049212077745,497.99049212077745,
50,31,0,7,1,0,497.99049212077745,497.99049212077745,
51,32,0,9,0,0,497.99049212077745,497.99049212077745,498.84339472160246
52,32,0,9,1,0,497.99049212077745,497.99049212077745,
53,33,0,8,0,0,497.99049212077745,497.99049212077745,503.99049212077745
54,33,1,8,1,0,497.99049212077745,497.99049212077745,
55,33,1,8,1,0,497.99049212077745,497.99049212077745,
56,34,2,8,0,1,496.69049212077744,496.69049212077744,496.69049212077744
57,35,2,8,0,0,496.69049212077744,496.69049212077744,559.5490834923743
58,36,0,7,0,0,496.69049212077744,496.69049212077744,508.06954324103174
59,36,0,7,1,0,496.69049212077744,496.69049212077744,
60,37,0,7,0,0,496.69049212077744,496.69049212077744,508.06954324103174
61,38,1,9,0,0,496.69049212077744,496.69049212077744,508.06954324103174
62,39,1,10,0,0,496.69049212077744,496.69049212077744,508.06954324103174
63,40,0,7,0,0,496.69049212077744,496.69049212077744,503.7472494291405
64,41,2,8,0,0,496.69049212077744,496.69049212077744,508.06954324103174
65,42,2,10,0,1,468.05992062737124,468.05992062737124,468.05992062737124
66,43,2,9,0,0,468.05992062737124,468.05992062737124,490.0706818751548
67,44,2,7,0,1,451.68634554841407,451.68634554841407,451.68634554841407
68,45,2,9,0,0,451.68634554841407,451.68634554841407,503.184675078474
69,46,0,8,0,1,452.8423051368676,451.68634554841407,452.8423051368676
70,47,0,8,0,0,452.8423051368676,451.68634554841407,468.84230513686754
71,48,0,8,0,1,452.7423051368676,451.68634554841407,452.7423051368676
72,49,2,9,0,1,447.52198443879104,447.52198443879104,447.52198443879104
73,50,1,7,0,0,447.52198443879104,447.52198443879104,448.75502840730104
74,51,1,7,0,0,447.52198443879104,447.52198443879104,455.1493128554638
75,52,2,9,0,0,447.52198443879104,447.52198443879104,455.1493128554638
76,53,2,10,0,0,447.52198443879104,447.52198443879104,466.57449565061285
77,54,0,8,0,0,447.52198443879104,447.52198443879104,456.5891740831784
78,55,1,7,0,0,447.52198443879104,447.52198443879104,531.8843222902906
79,56,0,8,0,1,448.75502840730104,447.52198443879104,448.75502840730104
80,57,1,10,0,1,455.961567320579,447.52198443879104,455.961567320579
81,58,0,10,0,0,455.961567320579,447.52198443879104,463.30206911066307
82,59,2,8,0,1,448.2550284073011,447.52198443879104,448.2550284073011
83,60,1,7,0,0,448.2550284073011,447.52198443879104,496.0045683380255
84,61,2,8,0,0,448.2550284073011,447.52198443879104,456.9388638468647
85,62,2,10,0,1,441.5127326722982,441.5127326722982,441.5127326722982
86,63,0,9,0,0,441.5127326722982,441.5127326722982,465.0607392436701
87,63,0,8,1,0,441.5127326722982,441.5127326722982,
88,64,0,10,0,0,441.5127326722982,441.5127326722982,569.5067842579455
89,65,2,9,0,0,441.5127326722982,441.5127326722982,472.5447583905322
90,66,2,9,0,1,441.00007596698725,441.00007596698725,441.00007596698725
91,67,0,7,0,1,440.8000759669872,440.8000759669872,440.8000759669872
92,68,2,7,0,0,440.8000759669872,440.8000759669872,441.5127326722982
93,69,1,9,0,0,440.8000759669872,440.8000759669872,447.2494730129082
94,70,0,10,0,0,440.8000759669872,440.8000759669872,441.5127326722982
95,71,1,9,0,0,440.8000759669872,440.8000759669872,448.31044341237094
96,72,2,7,0,0,440.8000759669872,440.8000759669872,466.8189358814718
97,73,2,9,0,1,441.5127326722982,440.8000759669872,441.5127326722982
98,73,1,8,1,0,441.5127326722982,440.8000759669872,
99,74,0,8,0,0,441.5127326722982,440.8000759669872,492.89810788884125
100,75,2,9,0,0,441.5127326722982,440.8000759669872,448.2550284073011
101,76,1,9,0,0,441.5127326722982,440.8000759669872,447.99865461708544
102,77,1,8,0,1,439.27717131570995,439.27717131570995,439.27717131570995
103,78,2,10,0,0,439.27717131570995,439.27717131570995,779.3592502131683
104,79,0,9,0,1,440.5118536417685,439.27717131570995,440.5118536417685
105,80,0,7,0,0,440.5118536417685,439.27717131570995,481.87622947969015
106,81,1,9,0,0,440.5118536417685,439.27717131570995,480.44650182062634
107,82,1,10,0,0,440.5118536417685,439.27717131570995,455.00835108828477
108,83,0,10,0,0,440.5118536417685,439.27717131570995,487.0030339891033
109,84,2,9,0,0,440.5118536417685,439.27717131570995,448.2963577490241
110,85,2,7,0,1,440.4118536417685,439.27717131570995,440.4118536417685
111,86,1,9,0,1,439.3118536417685,439.27717131570995,439.3118536417685
112,87,2,7,0,0,439.3118536417685,439.27717131570995,441.61185364176845
113,88,1,8,0,0,439.3118536417685,439.27717131570995,446.5377446253419
114,89,1,9,0,0,439.3118536417685,439.27717131570995,446.5377446253419
115,90,1,8,0,1,439.21185364176847,439.21185364176847,439.21185364176847
116,90,2,7,1,0,439.21185364176847,439.21185364176847,
117,91,2,9,0,0,439.21185364176847,439.21185364176847,463.4902426066855
118,92,1,8,0,0,439.21185364176847,439.21185364176847,446.43774462534185
