decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
214,168,1,9,0,1,371.9294310572113,371.9294310572113,371.9294310572113,1.350504743357182,1.3086222229338507,1.4554820783838385
215,169,2,11,0,0,371.9294310572113,371.9294310572113,374.82351822605864,1.350504743357182,1.3086222229338507,1.4554820783838385
216,170,2,12,0,1,372.07214981377007,371.9294310572113,372.07214981377007,1.350504743357182,1.3086222229338507,1.4554820783838385
217,170,2,9,1,0,372.07214981377007,371.9294310572113,,,,
218,171,0,11,0,0,372.07214981377007,371.9294310572113,418.8487591734739,1.350504743357182,1.3086222229338507,1.4554820783838385
219,171,1,11,1,0,372.07214981377007,371.9294310572113,,,,
220,172,1,12,0,0,372.07214981377007,371.9294310572113,380.38603306859034,1.350504743357182,1.3086222229338507,1.4554820783838385
221,173,1,12,0,1,374.956829331148,371.9294310572113,374.956829331148,1.350504743357182,1.3086222229338507,1.4554820783838385
222,174,2,12,0,0,374.956829331148,371.9294310572113,387.6183353176775,1.350504743357182,1.3086222229338507,1.4554820783838385
223,175,2,10,0,0,374.956829331148,371.9294310572113,385.79278194993003,1.350504743357182,1.3086222229338507,1.4554820783838385
224,175,1,10,1,0,374.956829331148,371.9294310572113,,,,
225,176,0,10,0,1,372.07214981377007,371.9294310572113,372.07214981377007,1.350504743357182,1.3086222229338507,1.4554820783838385
226,177,1,11,0,1,372.1721498137701,371.9294310572113,372.1721498137701,1.5304037946857456,1.4315131629624651,1.2893856627070708
227,178,2,12,0,0,372.1721498137701,371.9294310572113,383.87531888802243,1.5304037946857456,1.4315131629624651,1.2893856627070708
228,179,1,9,0,1,372.4685720097029,371.9294310572113,372.4685720097029,1.5304037946857456,1.4315131629624651,1.2893856627070708
229,179,2,9,1,0,372.4685720097029,371.9294310572113,,,,
230,179,1,10,1,0,372.4685720097029,371.9294310572113,,,,
231,179,1,11,1,0,372.4685720097029,371.9294310572113,,,,
232,180,2,8,0,0,372.4685720097029,371.9294310572113,373.06857200970296,1.5304037946857456,1.4315131629624651,1.2893856627070708
233,180,0,11,1,0,372.4685720097029,371.9294310572113,,,,
234,181,0,11,0,0,372.4685720097029,371.9294310572113,378.68766003008454,1.5304037946857456,1.4315131629624651,1.2893856627070708
235,182,2,11,0,0,372.4685720097029,371.9294310572113,375.36265917855025,1.5304037946857456,1.4315131629624651,1.2893856627070708
236,183,1,12,0,0,372.4685720097029,371.9294310572113,373.06857200970296,1.5304037946857456,1.4315131629624651,1.2893856627070708
237,183,1,9,1,0,372.4685720097029,371.9294310572113,,,,
238,184,0,12,0,1,372.5434433090971,371.9294310572113,372.5434433090971,1.5304037946857456,1.4315131629624651,1.2893856627070708
239,185,2,11,0,1,372.4685720097029,371.9294310572113,372.4685720097029,1.5304037946857456,1.4315131629624651,1.2893856627070708
240,186,2,10,0,0,372.4685720097029,371.9294310572113,386.1382657717864,1.5304037946857456,1.4315131629624651,1.2893856627070708
241,187,2,8,0,0,372.4685720097029,371.9294310572113,382.53265903919987,1.5304037946857456,1.4315131629624651,1.2893856627070708
242,188,2,11,0,0,372.4685720097029,371.9294310572113,409.1385963993443,1.5304037946857456,1.4315131629624651,1.2893856627070708
243,188,0,9,1,0,372.4685720097029,371.9294310572113,,,,
244,188,1,9,1,0,372.4685720097029,371.9294310572113,,,,
245,189,2,10,0,0,372.4685720097029,371.9294310572113,373.2800884049213,1.5304037946857456,1.4315131629624651,1.2893856627070708
246,190,1,11,0,0,372.4685720097029,371.9294310572113,398.66119373075,1.5304037946857456,1.4315131629624651,1.2893856627070708
247,190,1,11,1,0,372.4685720097029,371.9294310572113,,,,
248,191,2,10,0,0,372.4685720097029,371.9294310572113,395.8282575407689,1.5304037946857456,1.4315131629624651,1.2893856627070708
249,191,0,8,1,0,372.4685720097029,371.9294310572113,,,,
250,191,2,12,1,0,372.4685720097029,371.9294310572113,,,,
251,191,1,10,1,0,372.4685720097029,371.9294310572113,,,,
252,192,2,9,0,1,372.1721498137701,371.9294310572113,372.1721498137701,1.2643230357485966,1.1896549748144167,1.1042358028929293
253,193,0,10,0,0,372.1721498137701,371.9294310572113,384.1197441928044,1.2643230357485966,1.1896549748144167,1.1042358028929293
254,194,0,11,0,1,372.4685720097029,371.9294310572113,372.4685720097029,1.2643230357485966,1.1896549748144167,1.1042358028929293
255,194,1,11,1,0,372.4685720097029,371.9294310572113,,,,
256,195,1,10,0,1,374.956829331148,371.9294310572113,374.956829331148,1.2643230357485966,1.1896549748144167,1.1042358028929293
