decision,evaluated,operator,q,null,accepted,current_score,best_score,candidate_score,w_random,w_worst,w_shaw
99,84,1,10,0,0,401.08243639269784,387.3057127096882,411.01078570042915,1.6071333333333335,0.9462858742857143,1.0251428571428574
100,85,0,11,0,0,401.08243639269784,387.3057127096882,411.540339374896,1.6071333333333335,0.9462858742857143,1.0251428571428574
101,86,2,10,0,0,401.08243639269784,387.3057127096882,411.01078570042915,1.425706666666667,0.8236953660952382,1.2423365079365083
102,87,0,10,0,0,401.08243639269784,387.3057127096882,421.16224660079797,1.425706666666667,0.8236953660952382,1.2423365079365083
103,88,1,10,0,0,401.08243639269784,387.3057127096882,411.01078570042915,1.425706666666667,0.8236953660952382,1.2423365079365083
104,88,2,9,1,0,401.08243639269784,387.3057127096882,,,,
105,89,2,12,0,1,401.68243639269787,387.3057127096882,401.68243639269787,1.425706666666667,0.8236953660952382,1.2423365079365083
106,90,2,11,0,1,401.08243639269784,387.3057127096882,401.08243639269784,1.425706666666667,0.8236953660952382,1.2423365079365083
107,91,0,10,0,0,401.08243639269784,387.3057127096882,402.63112382102514,1.425706666666667,0.8236953660952382,1.2423365079365083
108,92,1,12,0,0,401.08243639269784,387.3057127096882,471.653890524328,1.425706666666667,0.8236953660952382,1.2423365079365083
109,93,2,9,0,1,401.7824363926979,387.3057127096882,401.7824363926979,1.425706666666667,0.8236953660952382,1.2423365079365083
110,94,0,11,0,1,401.68243639269787,387.3057127096882,401.68243639269787,1.425706666666667,0.8236953660952382,1.2423365079365083
111,95,2,10,0,0,401.68243639269787,387.3057127096882,492.0715101616021,1.425706666666667,0.8236953660952382,1.2423365079365083
112,96,2,12,0,0,401.68243639269787,387.3057127096882,418.5293656795164,1.425706666666667,0.8236953660952382,1.2423365079365083
113,96,0,10,1,0,401.68243639269787,387.3057127096882,,,,
114,96,0,9,1,0,401.68243639269787,387.3057127096882,,,,
115,97,2,10,0,1,401.1824363926978,387.3057127096882,401.1824363926978,1.425706666666667,0.8236953660952382,1.2423365079365083
116,98,0,11,0,0,401.1824363926978,387.3057127096882,411.540339374896,1.425706666666667,0.8236953660952382,1.2423365079365083
117,99,2,9,0,1,402.0824363926978,387.3057127096882,402.0824363926978,1.425706666666667,0.8236953660952382,1.2423365079365083
118,100,1,10,0,0,402.0824363926978,387.3057127096882,412.44033937489604,1.425706666666667,0.8236953660952382,1.2423365079365083
119,101,1,12,0,1,401.9824363926978,387.3057127096882,401.9824363926978,1.425706666666667,0.8236953660952382,1.2423365079365083
120,102,2,11,0,0,401.9824363926978,387.3057127096882,412.77393315166233,1.425706666666667,0.8236953660952382,1.2423365079365083
121,103,2,12,0,1,401.08243639269784,387.3057127096882,401.08243639269784,1.425706666666667,0.8236953660952382,1.2423365079365083
122,103,0,10,1,0,401.08243639269784,387.3057127096882,,,,
123,104,0,12,0,0,401.08243639269784,387.3057127096882,411.01078570042915,1.425706666666667,0.8236953660952382,1.2423365079365083
124,105,0,12,0,0,401.08243639269784,387.3057127096882,411.01078570042915,1.425706666666667,0.8236953660952382,1.2423365079365083
125,106,0,8,0,1,395.06127467920965,387.3057127096882,395.06127467920965,1.425706666666667,0.8236953660952382,1.2423365079365083
126,107,1,11,0,0,395.06127467920965,387.3057127096882,456.2048284756147,1.3005653333333336,0.8589562928761907,1.2665964790764794
127,108,0,12,0,1,395.9612746792097,387.3057127096882,395.9612746792097,1.3005653333333336,0.8589562928761907,1.2665964790764794
128,109,0,10,0,0,395.9612746792097,387.3057127096882,400.52938369392825,1.3005653333333336,0.8589562928761907,1.2665964790764794
129,110,0,9,0,0,395.9612746792097,387.3057127096882,398.06127467920965,1.3005653333333336,0.8589562928761907,1.2665964790764794
130,111,1,9,0,0,395.9612746792097,387.3057127096882,430.9853970171841,1.3005653333333336,0.8589562928761907,1.2665964790764794
131,112,0,11,0,1,394.96127467920974,387.3057127096882,394.96127467920974,1.3005653333333336,0.8589562928761907,1.2665964790764794
132,113,1,11,0,0,394.96127467920974,387.3057127096882,474.5895051379341,1.3005653333333336,0.8589562928761907,1.2665964790764794
133,114,1,10,0,0,394.96127467920974,387.3057127096882,460.3048284756147,1.3005653333333336,0.8589562928761907,1.2665964790764794
134,115,2,11,0,0,394.96127467920974,387.3057127096882,468.5571532006602,1.3005653333333336,0.8589562928761907,1.2665964790764794
135,115,0,10,1,0,394.96127467920974,387.3057127096882,,,,
136,116,1,11,0,0,394.96127467920974,387.3057127096882,524.0776303833605,1.3005653333333336,0.8589562928761907,1.2665964790764794
137,117,2,9,0,1,387.50571270968834,387.3057127096882,387.50571270968834,1.3005653333333336,0.8589562928761907,1.2665964790764794
138,118,2,9,0,1,388.30571270968835,387.3057127096882,388.30571270968835,1.3005653333333336,0.8589562928761907,1.2665964790764794
139,119,2,12,0,0,388.30571270968835,387.3057127096882,394.7021062518905,1.3005653333333336,0.8589562928761907,1.2665964790764794
140,120,0,11,0,0,388.30571270968835,387.3057127096882,424.2099878258656,1.3005653333333336,0.8589562928761907,1.2665964790764794
141,121,2,10,0,0,388.30571270968835,387.3057127096882,393.5900656747024,1.3005653333333336,0.8589562928761907,1.2665964790764794
142,122,0,9,0,0,388.30571270968835,387.3057127096882,400.07670282877257,1.3005653333333336,0.8589562928761907,1.2665964790764794
143,123,0,12,0,1,388.30571270968835,387.3057127096882,388.30571270968835,1.3005653333333336,0.8589562928761907,1.2665964790764794
144,123,0,10,1,0,388.30571270968835,387.3057127096882,,,,
145,124,2,11,0,1,389.3057127096883,387.3057127096882,389.3057127096883,1.3005653333333336,0.8589562928761907,1.2665964790764794
146,125,1,12,0,0,389.3057127096883,387.3057127096882,407.04216307748504,1.3005653333333336,0.8589562928761907,1.2665964790764794
147,126,2,11,0,0,389.3057127096883,387.3057127096882,504.2650575221449,1.3005653333333336,0.8589562928761907,1.2665964790764794
148,127,1,9,0,0,389.3057127096883,387.3057127096882,452.6219195610548,1.3005653333333336,0.8589562928761907,1.2665964790764794
149,128,0,8,0,0,389.3057127096883,387.3057127096882,451.7219195610548,1.3005653333333336,0.8589562928761907,1.2665964790764794
150,129,1,10,0,1,388.9057127096884,387.3057127096882,388.9057127096884,1.3005653333333336,0.8589562928761907,1.2665964790764794
151,130,1,11,0,0,388.9057127096884,387.3057127096882,485.3934526080279,1.1604522666666668,0.7871650343009525,1.184705754689755
152,131,2,12,0,0,388.9057127096884,387.3057127096882,426.39173120281396,1.1604522666666668,0.7871650343009525,1.184705754689755
153,132,1,10,0,0,388.9057127096884,387.3057127096882,477.9079001335342,1.1604522666666668,0.7871650343009525,1.184705754689755
154,133,2,10,0,1,388.0057127096883,387.3057127096882,388.0057127096883,1.1604522666666668,0.7871650343009525,1.184705754689755
155,134,2,11,0,1,387.30571270968824,387.3057127096882,387.30571270968824,1.1604522666666668,0.7871650343009525,1.184705754689755
156,135,0,10,0,0,387.30571270968824,387.3057127096882,454.8219195610548,1.1604522666666668,0.7871650343009525,1.184705754689755
157,136,0,12,0,1,387.30571270968824,387.3057127096882,387.30571270968824,1.1604522666666668,0.7871650343009525,1.184705754689755
158,137,2,9,0,1,387.1057127096883,387.1057127096883,387.1057127096883,1.1604522666666668,0.7871650343009525,1.184705754689755
159,138,2,11,0,1,388.70571270968827,387.1057127096883,388.70571270968827,1.1604522666666668,0.7871650343009525,1.184705754689755
160,139,1,11,0,1,387.80571270968835,387.1057127096883,387.80571270968835,1.1604522666666668,0.7871650343009525,1.184705754689755
161,140,2,10,0,0,387.80571270968835,387.1057127096883,424.60998782586563,1.1604522666666668,0.7871650343009525,1.184705754689755
162,141,1,11,0,0,387.80571270968835,387.1057127096883,419.0358963366345,1.1604522666666668,0.7871650343009525,1.184705754689755
163,142,0,11,0,1,387.7057127096883,387.1057127096883,387.7057127096883,1.1604522666666668,0.7871650343009525,1.184705754689755
164,143,0,11,0,1,387.90571270968826,387.1057127096883,387.90571270968826,1.1604522666666668,0.7871650343009525,1.184705754689755
165,144,1,9,0,0,387.90571270968826,387.1057127096883,506.7519620854301,1.1604522666666668,0.7871650343009525,1.184705754689755
166,144,2,10,1,0,387.90571270968826,387.1057127096883,,,,
167,145,0,11,0,0,387.90571270968826,387.1057127096883,521.0127563051997,1.1604522666666668,0.7871650343009525,1.184705754689755
168,146,0,11,0,0,387.90571270968826,387.1057127096883,538.8561431480052,1.1604522666666668,0.7871650343009525,1.184705754689755
169,147,1,11,0,0,387.90571270968826,387.1057127096883,407.5421630774851,1.1604522666666668,0.7871650343009525,1.184705754689755
170,148,0,12,0,1,387.2057127096883,387.1057127096883,387.2057127096883,1.1604522666666668,0.7871650343009525,1.184705754689755
171,149,2,8,0,1,386.70571270968827,386.70571270968827,386.70571270968827,1.1604522666666668,0.7871650343009525,1.184705754689755
172,149,2,11,1,0,386.70571270968827,386.70571270968827,,,,
173,150,2,12,0,0,386.70571270968827,386.70571270968827,393.4331779780645,1.1604522666666668,0.7871650343009525,1.184705754689755
174,151,2,12,0,1,386.6057127096883,386.6057127096883,386.6057127096883,1.1604522666666668,0.7871650343009525,1.184705754689755
175,152,1,10,0,0,386.6057127096883,386.6057127096883,633.5740974292,1.1604522666666668,0.7871650343009525,1.184705754689755
176,153,0,11,0,0,386.6057127096883,386.6057127096883,450.9219195610548,1.2140760990476192,0.7440177417264764,1.547764603751804
177,154,0,9,0,0,386.6057127096883,386.6057127096883,391.5074264339711,1.2140760990476192,0.7440177417264764,1.547764603751804
178,155,2,10,0,0,386.6057127096883,386.6057127096883,494.9596164970004,1.2140760990476192,0.7440177417264764,1.547764603751804
179,156,1,11,0,0,386.6057127096883,386.6057127096883,450.9219195610548,1.2140760990476192,0.7440177417264764,1.547764603751804
180,157,0,9,0,0,386.6057127096883,386.6057127096883,454.1219195610548,1.2140760990476192,0.7440177417264764,1.547764603751804
181,158,0,11,0,0,386.6057127096883,386.6057127096883,437.37708480004517,1.2140760990476192,0.7440177417264764,1.547764603751804
182,159,2,11,0,1,387.7057127096882,386.6057127096883,387.7057127096882,1.2140760990476192,0.7440177417264764,1.547764603751804
183,160,2,10,0,1,387.60571270968825,386.6057127096883,387.60571270968825,1.2140760990476192,0.7440177417264764,1.547764603751804
184,161,1,11,0,0,387.60571270968825,386.6057127096883,579.3603804521922,1.2140760990476192,0.7440177417264764,1.547764603751804
185,162,2,12,0,0,387.60571270968825,386.6057127096883,392.85268760420263,1.2140760990476192,0.7440177417264764,1.547764603751804
186,163,1,12,0,0,387.60571270968825,386.6057127096883,450.9219195610548,1.2140760990476192,0.7440177417264764,1.547764603751804
187,164,2,11,0,0,387.60571270968825,386.6057127096883,441.77353746103415,1.2140760990476192,0.7440177417264764,1.547764603751804
188,165,2,9,0,0,387.60571270968825,386.6057127096883,505.20438744076523,1.2140760990476192,0.7440177417264764,1.547764603751804
189,166,2,11,0,0,387.60571270968825,386.6057127096883,428.3775859936732,1.2140760990476192,0.7440177417264764,1.547764603751804
190,167,2,11,0,0,387.60571270968825,386.6057127096883,388.3057127096883,1.2140760990476192,0.7440177417264764,1.547764603751804
191,168,0,10,0,1,386.6057127096883,386.6057127096883,386.6057127096883,1.2140760990476192,0.7440177417264764,1.547764603751804
192,169,2,12,0,1,387.7057127096882,386.6057127096883,387.7057127096882,1.2140760990476192,0.7440177417264764,1.547764603751804
193,170,2,11,0,0,387.7057127096882,386.6057127096883,479.99345260802784,1.2140760990476192,0.7440177417264764,1.547764603751804
194,171,2,10,0,1,387.60571270968825,386.6057127096883,387.60571270968825,1.2140760990476192,0.7440177417264764,1.547764603751804
195,172,1,9,0,0,387.60571270968825,386.6057127096883,396.8265698440391,1.2140760990476192,0.7440177417264764,1.547764603751804
196,173,2,11,0,0,387.60571270968825,386.6057127096883,388.5057127096882,1.2140760990476192,0.7440177417264764,1.547764603751804
197,174,1,9,0,0,387.60571270968825,386.6057127096883,530.8946747420143,1.2140760990476192,0.7440177417264764,1.547764603751804
198,175,2,9,0,0,387.60571270968825,386.6057127096883,450.9219195610548,1.2140760990476192,0.7440177417264764,1.547764603751804
199,176,1,10,0,0,387.60571270968825,386.6057127096883,406.2421630774851,1.2140760990476192,0.7440177417264764,1.547764603751804
200,177,0,10,0,1,386.6057127096883,386.6057127096883,386.6057127096883,1.2140760990476192,0.7440177417264764,1.547764603751804
201,178,1,10,0,0,386.6057127096883,386.6057127096883,464.5687384456899,1.237927545904762,0.5952143933811811,1.3920578368475973
202,179,0,10,0,0,386.6057127096883,386.6057127096883,415.83589633663445,1.237927545904762,0.5952143933811811,1.3920578368475973
203,179,0,11,1,0,386.6057127096883,386.6057127096883,,,,
204,180,0,10,0,1,386.70571270968827,386.6057127096883,386.70571270968827,1.237927545904762,0.5952143933811811,1.3920578368475973
205,181,0,8,0,0,386.70571270968827,386.6057127096883,448.3130865426006,1.237927545904762,0.5952143933811811,1.3920578368475973
206,182,2,11,0,0,386.70571270968827,386.6057127096883,422.2061554535057,1.237927545904762,0.5952143933811811,1.3920578368475973
207,183,2,9,0,1,384.9041816703859,384.9041816703859,384.9041816703859,1.237927545904762,0.5952143933811811,1.3920578368475973
208,184,0,9,0,0,384.9041816703859,384.9041816703859,386.70571270968827,1.237927545904762,0.5952143933811811,1.3920578368475973
209,185,2,9,0,0,384.9041816703859,384.9041816703859,467.10328752877876,1.237927545904762,0.5952143933811811,1.3920578368475973
210,186,1,9,0,1,386.70571270968827,384.9041816703859,386.70571270968827,1.237927545904762,0.5952143933811811,1.3920578368475973
211,187,1,12,0,0,386.70571270968827,384.9041816703859,451.02191956105474,1.237927545904762,0.5952143933811811,1.3920578368475973
212,188,0,10,0,1,386.6057127096883,384.9041816703859,386.6057127096883,1.237927545904762,0.5952143933811811,1.3920578368475973
213,189,2,9,0,1,387.30571270968835,384.9041816703859,387.30571270968835,1.237927545904762,0.5952143933811811,1.3920578368475973
214,190,0,12,0,1,386.6057127096883,384.9041816703859,386.6057127096883,1.237927545904762,0.5952143933811811,1.3920578368475973
215,191,2,9,0,0,386.6057127096883,384.9041816703859,483.0934526080279,1.237927545904762,0.5952143933811811,1.3920578368475973
216,192,0,12,0,1,387.60571270968825,384.9041816703859,387.60571270968825,1.237927545904762,0.5952143933811811,1.3920578368475973
217,193,2,9,0,0,387.60571270968825,384.9041816703859,450.9219195610548,1.237927545904762,0.5952143933811811,1.3920578368475973
218,194,0,11,0,1,386.6057127096883,384.9041816703859,386.6057127096883,1.237927545904762,0.5952143933811811,1.3920578368475973
219,195,1,12,0,0,386.6057127096883,384.9041816703859,450.9219195610548,1.237927545904762,0.5952143933811811,1.3920578368475973
220,196,2,10,0,0,386.6057127096883,384.9041816703859,414.6359182273787,1.237927545904762,0.5952143933811811,1.3920578368475973
221,197,2,11,0,0,386.6057127096883,384.9041816703859,431.5193683251178,1.237927545904762,0.5952143933811811,1.3920578368475973
222,198,1,9,0,0,386.6057127096883,384.9041816703859,450.9219195610548,1.237927545904762,0.5952143933811811,1.3920578368475973
223,199,2,10,0,1,387.30571270968824,384.9041816703859,387.30571270968824,1.237927545904762,0.5952143933811811,1.3920578368475973
224,200,0,12,0,1,389.10571270968825,384.9041816703859,389.10571270968825,1.237927545904762,0.5952143933811811,1.3920578368475973
225,201,1,11,0,0,389.10571270968825,384.9041816703859,485.0059057202865,1.237927545904762,0.5952143933811811,1.3920578368475973
226,202,2,11,0,0,389.10571270968825,384.9041816703859,400.87670282877247,1.2903420367238096,0.5095048480382782,1.3358684917003003
227,203,2,11,0,0,389.10571270968825,384.9041816703859,407.41413639848383,1.2903420367238096,0.5095048480382782,1.3358684917003003
228,204,2,11,0,0,389.10571270968825,384.9041816703859,471.18929591160077,1.2903420367238096,0.5095048480382782,1.3358684917003003
229,205,0,12,0,1,387.30571270968824,384.9041816703859,387.30571270968824,1.2903420367238096,0.5095048480382782,1.3358684917003003
230,205,0,10,1,0,387.30571270968824,384.9041816703859,,,,
231,206,1,10,0,0,387.30571270968824,384.9041816703859,475.68618945227485,1.2903420367238096,0.5095048480382782,1.3358684917003003
232,207,0,9,0,1,387.30571270968824,384.9041816703859,387.30571270968824,1.2903420367238096,0.5095048480382782,1.3358684917003003
233,208,0,12,0,0,387.30571270968824,384.9041816703859,394.91661975792033,1.2903420367238096,0.5095048480382782,1.3358684917003003
234,209,2,11,0,1,387.1057127096883,384.9041816703859,387.1057127096883,1.2903420367238096,0.5095048480382782,1.3358684917003003
235,210,0,12,0,1,392.0074264339711,384.9041816703859,392.0074264339711,1.2903420367238096,0.5095048480382782,1.3358684917003003
236,211,0,9,0,0,392.0074264339711,384.9041816703859,490.9572222305366,1.2903420367238096,0.5095048480382782,1.3358684917003003
237,212,2,11,0,0,392.0074264339711,384.9041816703859,518.2186015856647,1.2903420367238096,0.5095048480382782,1.3358684917003003
238,213,2,8,0,0,392.0074264339711,384.9041816703859,399.01385169445757,1.2903420367238096,0.5095048480382782,1.3358684917003003
239,214,0,10,0,1,387.1057127096883,384.9041816703859,387.1057127096883,1.2903420367238096,0.5095048480382782,1.3358684917003003
240,215,0,10,0,0,387.1057127096883,384.9041816703859,398.4265698440391,1.2903420367238096,0.5095048480382782,1.3358684917003003
241,215,0,11,1,0,387.1057127096883,384.9041816703859,,,,
242,216,0,11,0,0,387.1057127096883,384.9041816703859,441.47707316199944,1.2903420367238096,0.5095048480382782,1.3358684917003003
243,217,2,11,0,0,387.1057127096883,384.9041816703859,395.7444920460312,1.2903420367238096,0.5095048480382782,1.3358684917003003
244,218,0,10,0,0,387.1057127096883,384.9041816703859,392.3526876042027,1.2903420367238096,0.5095048480382782,1.3358684917003003
