day,replicate,method,n_customers,horizon_min,seed_search,seed_test,seed_algorithm,hawkes_mu,hawkes_beta,hawkes_eta,kappa,distance_km,nominal_tardiness_min,tard_mean,tard_std,tard_var95,tard_cvar95,on_time_mean,max_tard_mean,omi_exposure_mean,omi_exposure_max,route_sampled_multiplier_mean,J_mean_test,J_cvar_test,search_scenario_evals,search_evaluated_candidates,search_operator_decisions,search_null_proposals,search_runtime_s,external_wall_s
4,3,OR-Tools,69,538.2216824141062,3343001,3344001,0,0.01,0.6,0.35,0.9,419.20000000000016,0.0,9.976584851306658,9.812196563583257,31.46992377925835,39.242743654284304,0.9773188405797103,7.7769111682896055,0.05322181429546394,0.8608594425365218,1.0478996328659176,439.15316970261347,497.6854873085688,0,0,0,0,0.0,0.0
4,3,ALNS-Mean,69,538.2216824141062,3343001,3344001,3352001,0.01,0.6,0.35,0.9,418.0000000000002,0.0,8.570484359030626,8.789358911963943,26.533782629414645,34.84430664628431,0.9819130434782611,7.305322019968428,0.05308907990934812,0.869130204265118,1.0477801719184132,435.14096871806146,487.68861329256885,25100,250,365,115,33.14345633299672,33.18353499999648
4,3,ALNS-CVaR,69,538.2216824141062,3343001,3344001,3353001,0.01,0.6,0.35,0.9,439.50000000000006,0.0,0.29120138256503786,1.6398511594544352,1.4797399419433077,5.63737253321748,0.999072463768116,0.28610104488437627,0.05361959575962325,0.8611680874765915,1.0482576361836609,440.08240276513015,450.774745066435,25100,250,268,18,19.428923291998217,19.466058582998812
