replicate,C1_OR_CVaR_eta70_minus_eta0,OR_mean_eta70_minus_eta0,G_eta0,G_eta035,G_eta070,C2_interaction_G70_minus_G0,tail_gain_eta0,tail_gain_eta035,tail_gain_eta070,tail_gain_interaction_70_minus_0
1,46.38566990188092,4.284012158070835,7.318208241614741,24.493074716824253,-26.37637900317509,-33.69458724478983,7.309104120807316,18.296537358412067,-3.738189501587623,-11.047293622394939
