decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score,w_random,w_worst,w_shaw
110,102,2,11,0,1,397.2202377268937,397.2202377268937,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
111,103,0,10,0,0,406.76765391229156,397.2202377268937,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
112,104,0,11,0,0,402.5276367699102,397.2202377268937,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
113,105,1,10,0,1,389.72342139430094,389.72342139430094,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
114,106,0,10,0,0,395.03082043731746,389.72342139430094,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
115,107,2,11,0,0,429.79742444271574,389.72342139430094,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
116,108,2,12,0,1,389.72342139430094,389.72342139430094,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
117,109,0,9,0,1,387.6658069083008,387.6658069083008,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
118,110,0,9,0,0,393.0313988582828,387.6658069083008,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
119,111,2,12,0,1,387.6658069083008,387.6658069083008,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
120,112,2,11,0,1,387.268061733721,387.268061733721,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
121,113,2,8,0,1,386.0010180690189,386.0010180690189,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
122,114,0,9,0,1,386.0010180690189,386.0010180690189,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
123,115,1,10,0,1,386.0010180690189,386.0010180690189,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
124,116,1,8,0,1,387.268061733721,387.268061733721,379.90257030498844,1.499446153846154,1.0683657142857144,1.262857142857143
125,116,2,11,1,0,,387.268061733721,379.90257030498844,,,
126,117,1,9,0,0,392.6778992194183,387.268061733721,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
127,118,1,12,0,0,403.8628082649791,387.268061733721,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
128,119,2,12,0,0,393.120289598717,387.268061733721,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
129,119,1,12,1,0,,387.268061733721,379.90257030498844,,,
130,120,0,11,0,1,388.55691333308,388.55691333308,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
131,121,1,12,0,1,388.55691333307993,388.55691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
132,122,1,9,0,1,388.05691333307993,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
133,123,2,9,0,0,399.32676954002136,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
134,124,2,9,0,0,400.17335605086566,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
135,125,1,12,0,0,432.78472931998147,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
136,126,2,10,0,0,394.83811665991794,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
137,126,2,11,1,0,,388.05691333307993,379.90257030498844,,,
138,127,0,11,0,0,398.0537421757222,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
139,128,1,11,0,0,396.13402198752175,388.05691333307993,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
140,129,0,11,0,1,385.81017119244285,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
141,130,0,9,0,0,388.1746512500202,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
142,130,0,9,1,0,,385.81017119244285,379.90257030498844,,,
143,131,1,10,0,1,385.0863267388895,385.0863267388895,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
144,132,1,12,0,1,385.81017119244285,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
145,133,2,10,0,0,409.9179832771671,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
146,133,0,9,1,0,,385.81017119244285,379.90257030498844,,,
147,134,2,12,0,0,387.42779647196664,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
148,135,2,11,0,0,391.5735083170046,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
149,136,2,12,0,0,393.4731137152585,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
150,137,0,11,0,0,392.3674981145295,385.81017119244285,379.90257030498844,1.355112478632479,1.2546925714285715,1.3179780219780222
151,137,2,11,1,0,,385.81017119244285,379.90257030498844,,,
152,137,1,9,1,0,,385.81017119244285,379.90257030498844,,,
153,138,2,10,0,0,391.5735083170046,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
154,138,1,12,1,0,,385.81017119244285,379.90257030498844,,,
155,138,2,9,1,0,,385.81017119244285,379.90257030498844,,,
156,139,2,11,0,0,397.7348858990723,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
157,139,1,8,1,0,,385.81017119244285,379.90257030498844,,,
158,139,1,12,1,0,,385.81017119244285,379.90257030498844,,,
159,140,2,11,0,0,386.87909883659296,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
160,141,2,10,0,1,387.85691333307994,387.85691333307994,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
161,142,0,9,0,0,389.45691333307997,387.85691333307994,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
162,143,0,10,0,1,385.81017119244285,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
163,143,0,10,1,0,,385.81017119244285,379.90257030498844,,,
164,143,1,11,1,0,,385.81017119244285,379.90257030498844,,,
165,143,1,9,1,0,,385.81017119244285,379.90257030498844,,,
166,143,1,9,1,0,,385.81017119244285,379.90257030498844,,,
167,143,1,8,1,0,,385.81017119244285,379.90257030498844,,,
168,143,1,10,1,0,,385.81017119244285,379.90257030498844,,,
169,144,2,10,0,0,392.7069875250356,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
170,144,0,9,1,0,,385.81017119244285,379.90257030498844,,,
171,145,0,11,0,0,393.10698752503555,385.81017119244285,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
172,146,0,9,0,1,386.2079163670227,386.2079163670227,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
173,146,1,9,1,0,,386.2079163670227,379.90257030498844,,,
174,147,1,10,0,0,391.5735083170046,386.2079163670227,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
175,148,1,12,0,0,390.93917101664493,386.2079163670227,379.90257030498844,1.2269471257631261,1.2926429460317461,1.0543826175824176
176,149,1,10,0,0,391.5735083170046,386.2079163670227,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
177,150,0,10,0,0,393.5047326996154,386.2079163670227,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
178,151,0,8,0,1,393.5047326996154,393.5047326996154,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
179,152,2,12,0,1,392.90473269961535,392.90473269961535,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
180,153,0,10,0,0,398.27032464959734,392.90473269961535,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
181,153,0,9,1,0,,392.90473269961535,379.90257030498844,,,
182,154,2,12,0,1,390.43681881417865,390.43681881417865,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
183,155,1,11,0,1,390.0390736395988,390.0390736395988,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
184,156,0,12,0,0,401.3089298465403,390.0390736395988,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
185,157,0,9,0,1,382.86654938033433,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
186,158,0,12,0,0,388.6298865048961,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
187,159,0,9,0,0,405.1509836235483,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
188,160,0,12,0,0,391.1143375868135,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
189,161,2,9,0,0,398.49538985384413,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
190,162,2,10,0,0,447.77004362866836,382.86654938033433,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
191,163,2,8,0,1,380.66654938033435,380.66654938033435,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
192,164,0,12,0,0,398.49538985384413,380.66654938033435,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
193,165,0,11,0,1,382.6277871665839,382.6277871665839,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
194,166,2,10,0,0,400.4252891775583,382.6277871665839,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
195,167,1,9,0,0,390.550258587376,382.6277871665839,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
196,168,2,11,0,1,382.28741189948664,382.28741189948664,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
197,169,2,11,0,1,383.78741189948664,383.78741189948664,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
198,170,0,12,0,0,401.52528917755825,383.78741189948664,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
199,171,0,12,0,1,380.33479671708926,380.33479671708926,379.90257030498844,1.1482243672771677,1.0341145568253969,0.8720775226373627
200,171,0,12,1,0,,380.33479671708926,379.90257030498844,,,
201,172,1,11,0,0,418.98961866260606,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
202,173,2,9,0,0,399.1877245094413,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
203,174,1,11,0,0,386.8437054571791,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
204,175,2,10,0,0,420.85671982522257,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
205,176,2,12,0,0,393.0839078436465,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
206,177,0,11,0,0,420.3834024240907,380.33479671708926,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
207,178,0,8,0,1,381.4347967170892,381.4347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
208,179,2,11,0,1,381.0347967170892,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
209,180,2,10,0,0,382.93479671708917,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
210,181,1,11,0,0,419.26762474805895,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
211,182,1,10,0,0,418.8834024240907,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
212,183,0,10,0,0,436.63036259168234,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
213,184,2,11,0,0,384.23479671708924,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
214,185,1,12,0,0,389.29451250256363,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
215,186,0,11,0,0,389.29451250256363,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
216,187,0,9,0,0,421.7529416966638,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
217,188,1,10,0,0,429.4394919720839,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
218,189,2,10,0,0,394.0761706124353,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
219,190,1,10,0,0,429.4394919720839,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
220,191,0,10,0,0,391.11062306942324,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
221,192,1,11,0,0,418.8834024240907,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
222,193,2,12,0,0,418.8834024240907,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
223,194,2,11,0,0,383.0322953098986,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
224,195,0,11,0,0,381.7784300400815,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
225,196,2,10,0,0,395.3106230694232,381.0347967170892,379.90257030498844,1.061436636678877,1.0939583121269842,1.1226620181098903
226,197,0,11,0,0,429.4865199426624,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
227,197,2,8,1,0,,381.0347967170892,379.90257030498844,,,
228,198,1,11,0,0,512.6806042515852,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
229,199,1,9,0,0,418.8834024240907,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
230,200,2,11,0,0,424.747328684638,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
231,200,2,10,1,0,,381.0347967170892,379.90257030498844,,,
232,201,1,12,0,0,450.5920136703284,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
233,202,1,12,0,0,429.4394919720839,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
234,203,1,11,0,0,470.86565590393514,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
235,204,1,11,0,0,488.03942808833125,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
236,205,1,11,0,0,421.2234689002398,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
237,205,0,9,1,0,,381.0347967170892,379.90257030498844,,,
238,206,1,12,0,0,419.26762474805895,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
239,207,2,12,0,0,413.79765046475933,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
240,208,1,10,0,0,421.2234689002398,381.0347967170892,379.90257030498844,0.8777207379145302,0.8751668497015874,0.9781296144879124
241,209,1,10,0,1,379.5347967170892,379.5347967170892,379.5347967170892,0.8777207379145302,0.8751668497015874,0.9781296144879124
242,210,0,9,0,0,382.0940581534557,379.5347967170892,379.5347967170892,0.8777207379145302,0.8751668497015874,0.9781296144879124
243,211,0,11,0,0,390.8312385560398,379.5347967170892,379.5347967170892,0.8777207379145302,0.8751668497015874,0.9781296144879124
244,212,1,11,0,0,417.3834024240907,379.5347967170892,379.5347967170892,0.8777207379145302,0.8751668497015874,0.9781296144879124
245,213,2,12,0,1,378.7884829364595,378.7884829364595,378.7884829364595,0.8777207379145302,0.8751668497015874,0.9781296144879124
246,214,1,11,0,0,417.25637267399026,378.7884829364595,378.7884829364595,0.8777207379145302,0.8751668497015874,0.9781296144879124
247,215,0,12,0,1,377.68938496304196,377.68938496304196,377.68938496304196,0.8777207379145302,0.8751668497015874,0.9781296144879124
248,216,1,11,0,0,431.292577605467,377.68938496304196,377.68938496304196,0.8777207379145302,0.8751668497015874,0.9781296144879124
